Player,Hall of Fame,Logreg Pred,DTree Pred,RFC Pred,ETC Pred,GBC Pred,SVC Pred,Correct Models (out of 6),Mean Confidence in Prediction,Mean Adjusted Prediction Score
Bill Bailey,0,0,0,0,0,0,0,6,0.9916393183122656,0.9835570861292107
Cinders O'Brien,0,0,0,0,0,0,0,6,0.9933248032340775,0.9869025699610064
Gene Nelson,0,0,0,0,0,0,0,6,0.9928273176071838,0.9859472542529274
Clem Labine,0,0,0,0,0,0,0,6,0.9925556948918882,0.9853849787105619
Armando Reynoso,0,0,0,0,0,0,0,6,0.9931411238691942,0.9865495838744178
Atlee Hammaker,0,0,0,0,0,0,0,6,0.9913361509183756,0.9829766161985622
Jack Dunn,0,0,0,0,0,0,0,6,0.9924899526892731,0.9852707007737901
Vern Bickford,0,0,0,0,0,0,0,6,0.9928604562408062,0.9859898803531185
Dana Fillingim,0,0,0,0,0,0,0,6,0.9926580359309196,0.9856129709886101
Mace Brown,0,0,0,0,0,0,0,6,0.9929522930030009,0.986172502368912
Fred Glade,0,0,0,0,0,0,0,6,0.9841325118370333,0.9687622060959399
Ray Moore,0,0,0,0,0,0,0,6,0.9868933171764261,0.9741496106877126
Andy Coakley,0,0,1,0,0,0,0,5,0.9826089616381145,0.46593791425855274
Al McBean,0,0,0,0,0,0,0,6,0.9923795626307359,0.985056673006926
Todd Jones,0,0,0,0,0,0,0,6,0.9726082800549688,0.9462771006158999
Dan Plesac,0,0,0,0,0,0,0,6,0.95183772801032,0.9103871833822987
Roberto Hernández (hernaro01),0,0,0,0,0,0,0,6,0.9562888307264643,0.9167472610216573
Johnny Lanning,0,0,0,0,0,0,0,6,0.9927292549866626,0.9857559689790943
Carl Scheib,0,0,0,0,0,0,0,6,0.9933828839623055,0.9870079536774871
Tomo Ohka,0,0,0,0,0,0,0,6,0.9923130546226023,0.9849620593105212
Jake Miller,0,0,0,0,0,0,0,6,0.9927857091579843,0.9858643111427275
Joaquin Benoit,0,0,0,0,0,0,0,6,0.974209701821759,0.9498066576330347
Jack Pfiester,0,0,1,0,0,0,0,5,0.8959623268646699,0.31181258322423644
Russ Kemmerer,0,0,0,0,0,0,0,6,0.9929120884528294,0.986103385271099
Hank Johnson,0,0,0,0,0,0,0,6,0.9913901249949051,0.9830635843220916
Dave Boswell,0,0,0,0,0,0,0,6,0.9904030945116542,0.9811697963912126
Scott Elarton,0,0,0,0,0,0,0,6,0.992485619542148,0.9852849343136336
Scott Baker,0,0,0,0,0,0,0,6,0.9925456298279139,0.9853913478240274
Wei-Yin Chen,0,0,0,0,0,0,0,6,0.9924208954727874,0.9851540182049788
Socks Seibold,0,0,0,0,0,0,0,6,0.9927728819780066,0.9858283910061588
Ed Halicki,0,0,0,0,0,0,0,6,0.9920030065307746,0.9843573453595983
Wayne Twitchell,0,0,0,0,0,0,0,6,0.9928379224934353,0.9859658092980045
Dave Dravecky,0,0,0,0,0,0,0,6,0.9894832821603399,0.9793445511103019
Bernie Boland,0,0,0,0,0,0,0,6,0.9839106032335869,0.9683696855738715
Steve Busby,0,0,0,0,0,0,0,6,0.9900018262986451,0.9803657248671521
Bob Wickman,0,0,0,0,0,0,0,6,0.986825889661628,0.9740589026631277
John Ewing,0,0,0,0,0,0,0,6,0.9918238836992219,0.9839477436935345
Rats Henderson,0,0,0,0,0,0,0,6,0.9791900112458007,0.9591684541227159
Alejandro Peña,0,0,0,0,0,0,0,6,0.9452314618701873,0.899089465278545
Roy Mahaffey,0,0,0,0,0,0,0,6,0.9930131337751408,0.986298901192003
Ferdie Schupp,0,0,0,0,0,0,0,6,0.9895978401502245,0.9795617254236819
Randy Gumpert,0,0,0,0,0,0,0,6,0.9928907897243885,0.9860576089777213
Monte Weaver,0,0,0,0,0,0,0,6,0.9913715439013658,0.9830390078069234
Mickey Harris,0,0,0,0,0,0,0,6,0.992348997328555,0.9850242468836647
Roger McDowell,0,0,0,0,0,0,0,6,0.9891236040879235,0.9786078663301341
Dave LaRoche,0,0,0,0,0,0,0,6,0.9897181587536305,0.9797631813191613
Gordon Rhodes,0,0,0,0,0,0,0,6,0.9930799590234307,0.9864317152784617
Johnny Murphy,0,0,0,0,0,0,0,6,0.9868905454637251,0.9741573445930616
Willie Hernández,0,0,0,0,0,0,0,6,0.9728455629368457,0.9476929774492998
Dan Quisenberry,0,0,1,0,0,0,0,5,0.8352583463998111,0.22356980665500337
Bruce Sutter,1,0,0,0,0,0,0,0,0.8525840330034429,-1.4920129853951327
Ivy Andrews,0,0,0,0,0,0,0,6,0.9928925840369577,0.9860721973177712
Brooks Lawrence,0,0,0,0,0,0,0,6,0.9926929850658995,0.9856710861560775
Jim Brewer,0,0,0,0,0,0,0,6,0.9478359280564569,0.9012325933589073
Pete Conway,0,0,0,0,0,0,0,6,0.9912089484688629,0.9827248458474304
Wayne Garland,0,0,0,0,0,0,0,6,0.9924733957350559,0.985246955114991
Joe Heving,0,0,0,0,0,0,0,6,0.9869201997042807,0.974250875777522
Henry McHenry,0,0,0,0,0,0,0,6,0.9807596991380246,0.9622101682590056
Cy Seymour,0,0,0,0,0,0,0,6,0.9897728746747437,0.9799113050290442
Bob Wicker,0,0,0,0,0,0,0,6,0.9913242855799672,0.9829804838735955
Boom-Boom Beck,0,0,0,0,0,0,0,6,0.9902390801429477,0.9807875262789687
Turk Lown,0,0,0,0,0,0,0,6,0.9928975575440114,0.98607307687864
Charlie Sweeney,0,0,0,0,0,0,0,6,0.9675307951928418,0.9371054912542428
Shaun Marcum,0,0,0,0,0,0,0,6,0.9910045266761753,0.9823189033826205
Tom Phoebus,0,0,0,0,0,0,0,6,0.9884756441732149,0.9772870043378151
Jerome Williams,0,0,0,0,0,0,0,6,0.9923363839891627,0.9850036594028541
Pedro Borbón,0,0,0,0,0,0,0,6,0.9867095945698908,0.9738250429768064
Percy Jones,0,0,0,0,0,0,0,6,0.9929895425033628,0.9862575793386917
Pete Smith,0,0,0,0,0,0,0,6,0.9928284845619886,0.9859459743749532
Alan Foster,0,0,0,0,0,0,0,6,0.9927859212076008,0.9858613100887988
Roger Wolff,0,0,0,0,0,0,0,6,0.9909714788305676,0.9822522493920852
Nick Cullop,0,0,0,0,0,0,0,6,0.9894505532447351,0.979258957783011
Art Fowler,0,0,0,0,0,0,0,6,0.9926157737129726,0.9855330818875164
Tom Morgan,0,0,0,0,0,0,0,6,0.9903774378938079,0.9810620043473488
Elmer Riddle,0,0,0,0,0,0,0,6,0.9924307809880926,0.9851598095219237
George Stone,0,0,0,0,0,0,0,6,0.9926621359110014,0.985599691546794
Bill Force,0,0,0,0,0,0,0,6,0.9925242346343913,0.9853266323727992
Tom Bradley,0,0,0,0,0,0,0,6,0.9927435771121669,0.9857700808944571
Eric Rasmussen,0,0,0,0,0,0,0,6,0.9930265271873325,0.9863261023925798
Lady Baldwin,0,0,0,0,0,0,0,6,0.967229386516612,0.9369156779939972
Dennis Cook,0,0,0,0,0,0,0,6,0.992153252391065,0.984645726444524
Rollie Naylor,0,0,0,0,0,0,0,6,0.9928200831663937,0.9859333315782419
Frank Miller,0,0,0,0,0,0,0,6,0.9888965932978634,0.9782138149409741
Charles Hudson,0,0,0,0,0,0,0,6,0.992240189690531,0.9848185018694444
Jim Hughey,0,0,0,0,0,0,0,6,0.9917086046033105,0.9836959134248864
Jason Isringhausen,0,0,0,0,0,0,0,6,0.968875543128378,0.9392413704896728
Charlie Robertson,0,0,0,0,0,0,0,6,0.9928251357747092,0.9859387535292639
Sammy Ellis,0,0,0,0,0,0,0,6,0.9912130508915035,0.9827752419096504
Lil Stoner,0,0,0,0,0,0,0,6,0.9932934952258828,0.9868382930146908
Johnny Humphries,0,0,0,0,0,0,0,6,0.9928192970082262,0.9859202097063559
Scott Karl,0,0,0,0,0,0,0,6,0.9929996788169908,0.9862776350454271
