O*NET-SOC Code,Title,Conflict Situations,Contact With Others,Coordinate or Lead Others in Accomplishing Work Activities,Deal With External Customers or the Public in General,"Dealing With Unpleasant, Angry, or Discourteous People",Dealing with Violent or Physically Aggressive People,Face-to-Face Discussions with Individuals and Within Teams,Public Speaking,Telephone Conversations,Written Letters and Memos,Coordination Combined,Assisting and Caring for Others Combined,Developing and Building Teams Combined,Management of Personnel Resources Combined,"Guiding, Directing, and Motivating Subordinates Combined",Social Perceptiveness Combined,"Communicating with Supervisors, Peers, or Subordinates Combined",Speaking Combined,Selling or Influencing Others Combined,Establishing and Maintaining Interpersonal Relationships Combined,Oral Comprehension Combined,Interpreting the Meaning of Information for Others Combined,Oral Expression Combined,Instructing Combined,Providing Consultation and Advice to Others Combined,Resolving Conflicts and Negotiating with Others Combined,Performing for or Working Directly with the Public Combined,Staffing Organizational Units Combined,Coaching and Developing Others Combined,Training and Teaching Others Combined,Speech Clarity Combined,Speech Recognition Combined,Service Orientation Combined,Active Listening Combined,Coordinating the Work and Activities of Others Combined,Negotiation Combined,Persuasion Combined,Communicating with People Outside the Organization Combined,Work With or Contribute to a Work Group or Team
29-1221.00,"Pediatricians, General",3.18,4.95,4.39,3.75,3.76,1.67,4.56,2.41,4.62,3.5,2.19,4.555985714285714,2.060714285714286,1.8057142857142856,2.251428571428572,2.7142857142857144,3.351642857142857,2.912857142857143,1.3654857142857142,4.061028571428571,3.857142857142857,3.221371428571429,3.7714285714285714,2.3192,1.927,1.6010857142857144,3.0718142857142863,1.5964285714285715,1.7852,2.6616,2.5,2.7142857142857144,2.596342857142857,2.9522285714285714,2.3811142857142857,1.8571428571428568,2.044642857142857,2.5618000000000003,4.92
29-1222.00,"Physicians, Pathologists",2.71,4.1,3.72,2.35,2.5,1.14,4.98,2.58,4.78,3.61,2.0,2.218257142857143,2.025857142857143,2.096342857142857,1.6958285714285717,2.06,3.307685714285714,2.9008000000000003,1.4832,3.0726,3.497857142857143,2.9825,3.34,2.407857142857143,2.7639285714285715,2.085971428571429,1.3440571428571428,1.624428571428571,1.8731714285714285,2.4632,2.6950857142857143,2.571428571428571,1.8571428571428568,2.877142857142857,1.7990857142857142,1.8571428571428568,1.8914285714285717,2.581,4.34
29-1223.00,Psychiatrists,3.89,4.47,4.31,3.8,4.28,3.48,4.92,2.04,4.91,4.4,2.596342857142857,4.303771428571428,2.464914285714286,1.75,2.1990000000000003,3.69,3.3427714285714285,3.0335714285714284,1.5845714285714283,3.9617142857142857,3.56,2.7565714285714287,3.2935714285714286,2.4285714285714284,3.023,2.8638142857142856,1.9734,1.3131714285714289,2.2962571428571428,3.1586,2.7142857142857144,2.7142857142857144,2.6950857142857143,3.585714285714286,1.9137571428571427,2.2471428571428573,2.4285714285714284,2.217085714285714,4.81
29-1224.00,Radiologists,2.84,4.04,4.25,4.48,3.29,1.51,4.6,1.73,4.94,3.35,2.125,4.455357142857142,1.892242857142857,1.8914285714285717,2.368042857142857,2.765714285714286,3.754,2.9732142857142856,1.238,3.4576,3.414285714285714,3.5382,3.414285714285714,2.4008000000000003,3.0273142857142856,1.5881714285714286,2.719028571428572,1.3076285714285714,2.386,2.509114285714286,2.6185714285714288,2.4971428571428573,2.354914285714286,3.0335714285714284,2.077,1.7200000000000002,1.7734857142857143,2.8813142857142857,4.45
29-1229.01,Allergists and Immunologists,3.3,4.78,4.02,4.16,3.37,1.48,4.92,2.04,4.8,4.55,2.0,4.154171428571429,2.1533714285714285,1.7734857142857143,2.426028571428572,2.6185714285714288,3.263642857142857,2.7142857142857144,1.3799428571428571,3.4746428571428574,3.321428571428572,3.004,3.0335714285714284,2.2928571428571427,2.8966857142857143,1.7206428571428574,2.8500857142857146,1.4907428571428571,2.3471714285714285,2.2426000000000004,2.607142857142857,2.5428571428571427,2.4732142857142856,2.782857142857143,1.956728571428572,1.8571428571428568,2.0342857142857143,2.6753142857142858,4.82
29-1229.02,Hospitalists,4.2,4.84,4.28,4.12,4.28,3.08,5.0,3.0,5.0,3.6,2.645714285714285,4.6864,2.7394857142857143,1.8914285714285717,2.1993142857142858,3.1750857142857143,3.728685714285714,2.9522285714285714,1.77,3.771314285714286,3.377142857142857,3.685257142857143,3.377142857142857,2.407857142857143,3.063542857142857,3.136685714285714,3.358857142857143,1.7538857142857145,2.4025142857142856,2.2960000000000003,2.765714285714286,2.645714285714285,2.765714285714286,3.0592,2.8354285714285714,1.8571428571428568,2.1635714285714283,2.2992,4.76
29-1229.03,Urologists,3.33,5.0,4.37,4.36,4.08,1.67,4.7,2.43,4.69,3.77,2.3192,4.773299999999999,2.1262857142857143,1.9842857142857144,2.7470714285714286,2.596342857142857,4.027199999999999,2.7142857142857144,1.9450571428571428,3.863542857142858,3.321428571428572,3.1638571428571427,3.265714285714286,2.211428571428572,3.567771428571429,2.6793142857142858,3.653714285714286,2.2338,2.5645,2.745714285714286,2.5428571428571427,2.524285714285714,2.3192,3.0592,3.2572,1.837942857142857,1.9285714285714288,3.164014285714286,4.54
29-1229.04,Physical Medicine and Rehabilitation Physicians,3.44,4.62,4.61,4.58,3.24,2.15,4.81,2.21,4.57,4.32,2.571428571428571,4.153314285714286,2.610228571428572,1.9657142857142855,2.8056,2.928571428571429,3.293485714285714,2.821428571428571,1.5255999999999998,3.4378285714285712,3.1942857142857144,3.283428571428572,3.117142857142857,2.4971428571428573,3.1877142857142857,2.2992142857142857,2.6157142857142857,1.8036,3.1955142857142858,3.2365,2.4732142857142856,2.422142857142857,2.4971428571428573,2.928571428571429,2.4499285714285715,1.6665142857142858,2.1635714285714283,3.1085714285714285,4.83
29-1229.05,Preventive Medicine Physicians,3.32,4.53,4.0,3.95,3.0,1.89,4.94,2.89,4.82,4.06,2.928571428571429,2.8784571428571426,3.137628571428571,2.6696428571428568,2.937571428571429,3.091428571428572,3.524171428571428,3.265714285714286,2.2475714285714283,3.6452571428571434,3.497857142857143,3.672485714285714,3.597771428571429,2.8150000000000004,3.678057142857143,2.914085714285714,2.874942857142857,2.333028571428572,2.878571428571429,3.37,3.0592,2.877142857142857,2.8150000000000004,3.0892857142857144,3.0170142857142856,1.8914285714285717,2.4971428571428573,3.5438,4.67
29-1229.06,Sports Medicine Physicians,3.56,4.96,3.91,4.01,3.2,1.64,4.95,2.35,4.94,3.98,2.4522285714285714,4.7620000000000005,2.505,2.023657142857143,2.755,2.748571428571428,3.6651428571428566,2.821428571428571,1.7199428571428572,3.4648000000000003,3.5,2.4685714285714284,3.414285714285714,2.524285714285714,3.5116,2.2656,3.277,2.0154571428571426,2.8414857142857146,3.7531142857142856,2.551428571428572,2.4732142857142856,2.571428571428571,2.989371428571429,2.8689142857142853,1.9657142857142855,2.3857142857142857,2.670857142857143,4.17
29-1241.00,"Ophthalmologists, Except Pediatric",3.52,4.99,4.45,4.7,3.42,1.46,5.0,1.65,4.54,4.81,2.571428571428571,4.064914285714285,2.5158571428571426,1.9449142857142856,2.827,2.765714285714286,3.724885714285715,2.765714285714286,2.014,3.495057142857142,3.282057142857143,3.5232,3.1750857142857143,2.8150000000000004,3.875,2.907342857142857,2.755,2.0182857142857147,2.1030285714285712,2.6502142857142856,2.7142857142857144,2.7142857142857144,2.645714285714285,3.117142857142857,2.837414285714286,1.8914285714285717,2.4035714285714285,2.7532,4.24
29-1291.00,Acupuncturists,2.31,4.59,2.21,3.83,2.64,1.59,4.67,2.17,4.41,3.11,1.9085714285714288,3.9706857142857137,1.2795714285714284,1.268571428571429,1.4165857142857143,2.524285714285714,1.834342857142857,2.4522285714285714,1.784157142857143,3.3142857142857145,2.645714285714285,2.267857142857143,2.645714285714285,1.6875,2.538514285714286,1.7185428571428571,3.2078285714285717,1.3296,2.0342857142857143,1.8237142857142856,2.0028571428571427,1.8571428571428568,2.327857142857143,2.6950857142857143,1.3342857142857143,1.2857142857142856,1.6364285714285711,2.2312857142857143,2.78
29-1292.00,Dental Hygienists,2.06,4.97,2.95,3.89,3.25,1.29,4.97,1.06,3.39,1.54,1.8571428571428568,3.2023428571428574,1.7795714285714288,1.4464285714285716,1.6059428571428571,1.9085714285714288,2.7178,2.071428571428572,2.2860571428571426,3.779700000000001,2.524285714285714,2.4091142857142858,2.524285714285714,1.8571428571428568,2.2710285714285714,2.384714285714286,2.9886,1.3067142857142855,1.9733714285714283,1.8339,2.0028571428571427,2.044642857142857,1.9085714285714288,2.571428571428571,1.9894857142857143,1.4435714285714285,1.8571428571428568,2.302657142857143,3.97
29-1299.01,Naturopathic Physicians,3.16,4.6,3.16,4.24,2.8,1.52,4.96,2.04,4.8,4.04,2.06,4.137828571428571,1.7021714285714284,1.8571428571428568,1.6978285714285717,2.98,2.456,2.8363428571428573,2.28,3.3954285714285715,3.142857142857143,3.3053714285714286,3.2285714285714286,1.9449142857142856,2.362057142857143,2.28,2.9456,1.6342857142857143,2.285942857142857,2.3952,2.7142857142857144,2.7142857142857144,2.645714285714285,3.005714285714286,1.7314285714285715,1.7734857142857143,2.1357142857142857,2.765028571428571,3.28
29-1299.02,Orthoptists,2.68,4.82,3.7,4.21,3.48,1.82,5.0,2.07,4.54,3.93,1.8571428571428568,3.479085714285714,1.9557142857142855,1.4928571428571429,1.94,2.571428571428571,3.105028571428571,2.645714285714285,1.2136,3.162157142857143,3.091428571428572,2.771828571428572,3.091428571428572,2.2471428571428573,1.8648,1.7419571428571428,2.986914285714286,1.4075285714285712,2.126171428571429,3.2464,2.422142857142857,2.422142857142857,2.36,2.765714285714286,2.011428571428572,1.467857142857143,1.8057142857142856,1.9485714285714284,4.63
29-2011.00,Medical and Clinical Laboratory Technologists,2.96,4.59,3.64,3.6,3.14,1.39,4.6,1.47,4.98,2.76,1.8571428571428568,2.5227142857142857,1.749142857142857,1.8057142857142856,2.244614285714285,1.9285714285714288,3.252057142857143,2.1357142857142857,1.1104,2.757314285714286,3.091428571428572,2.296685714285714,2.4971428571428573,2.1357142857142857,2.0376142857142856,1.8755428571428567,1.6325,1.604328571428571,2.3737000000000004,3.115257142857143,1.9449142857142856,2.105,1.8057142857142856,2.645714285714285,1.9869285714285716,1.4691999999999998,1.7200000000000002,1.873,4.45
29-2011.01,Cytogenetic Technologists,2.38,3.43,2.81,2.1,2.15,1.05,4.86,1.62,3.86,2.76,1.8571428571428568,1.4790571428571428,1.7159285714285717,1.7200000000000002,1.6369857142857145,1.8571428571428568,3.0473142857142856,2.4971428571428573,1.1257714285714286,2.496428571428572,2.877142857142857,2.3769,2.8514285714285714,1.837942857142857,1.7395714285714283,1.6332857142857145,1.0942857142857143,1.3338571428571429,2.0485714285714285,2.191985714285714,1.9449142857142856,1.9449142857142856,1.7200000000000002,2.4971428571428573,1.93,1.3392000000000002,1.4691999999999998,1.5137714285714288,3.95
29-2011.02,Cytotechnologists,2.05,3.36,2.52,2.41,2.18,1.14,4.57,1.68,4.23,2.95,1.8057142857142856,1.5657142857142858,1.4585714285714286,1.6063428571428573,1.6845857142857144,1.8571428571428568,2.700271428571429,2.023657142857143,1.039828571428571,2.0513571428571424,2.765714285714286,1.7067,2.1750857142857143,1.8057142857142856,1.612857142857143,1.4146857142857143,1.1628,1.3135428571428571,1.7541142857142855,1.7712142857142856,1.8571428571428568,1.8571428571428568,1.6391999999999998,2.524285714285714,1.6546857142857143,1.2857142857142856,1.3571428571428572,1.5993142857142857,3.52
29-2011.04,Histotechnologists,2.76,3.76,3.1,2.38,2.38,1.05,4.43,1.6,4.29,2.62,1.8571428571428568,1.3053571428571429,1.928,1.5785714285714287,1.431742857142857,1.7734857142857143,2.551428571428572,2.044642857142857,1.0638857142857143,2.0191428571428567,2.4714285714285715,1.3427714285714287,2.4008000000000003,1.6665142857142858,1.3566571428571428,1.6974999999999998,1.0116714285714286,1.5491428571428572,1.834342857142857,2.061814285714286,1.9085714285714288,1.9449142857142856,1.6665142857142858,2.086428571428572,1.843,1.5614285714285714,1.6364285714285711,1.2983,3.9
29-2012.00,Medical and Clinical Laboratory Technicians,2.87,4.42,3.45,2.8,3.14,1.34,4.93,1.43,4.63,2.86,1.8571428571428568,1.9752142857142856,2.0261,1.8057142857142856,2.0248,1.822857142857143,2.909071428571429,2.0608,1.0124857142857142,2.548,2.524285714285714,2.4653285714285715,2.596342857142857,1.9085714285714288,1.793,1.571057142857143,1.7367142857142857,1.0370285714285714,2.164,2.6701428571428574,1.872228571428572,1.9085714285714288,1.8571428571428568,2.283657142857143,1.894928571428572,1.4906285714285716,1.4821428571428572,1.7618,4.21
29-2012.01,Histology Technicians,2.56,3.88,3.04,2.16,2.56,1.2,4.52,1.6,4.04,3.08,1.7485714285714289,1.2228571428571429,1.477942857142857,1.2678571428571428,1.6994285714285713,1.6391999999999998,2.4646857142857144,1.872228571428572,1.0123428571428572,1.8486857142857145,2.4971428571428573,1.478514285714286,2.023657142857143,1.3785714285714286,1.3085714285714287,1.4322285714285714,1.0329142857142857,1.3685714285714283,1.648,2.092342857142857,1.7571428571428571,1.8328571428571427,1.3785714285714286,2.2071428571428573,1.5995428571428572,1.2036571428571428,1.25,1.396342857142857,4.08
29-2031.00,Cardiovascular Technologists and Technicians,3.38,4.94,3.62,4.23,3.73,1.92,4.74,1.5,4.37,2.93,1.8571428571428568,3.8458,1.7907142857142857,1.5892857142857142,1.422942857142857,2.216428571428572,2.68,2.422142857142857,1.0742,2.836,2.7142857142857144,2.289828571428571,2.7142857142857144,1.9285714285714288,1.4626428571428571,1.6317142857142857,2.652057142857143,1.2121,1.6656142857142855,1.8527285714285715,2.1677714285714287,2.1677714285714287,2.044642857142857,2.596342857142857,1.5529857142857142,1.5785714285714287,1.5625,1.5568,4.64
29-2032.00,Diagnostic Medical Sonographers,2.95,4.85,3.42,4.23,3.61,1.83,4.31,1.37,4.49,2.69,2.0028571428571427,3.206971428571429,1.7504285714285714,1.625,1.5139857142857145,2.225714285714286,3.0548,2.422142857142857,1.2067428571428571,2.722214285714286,2.662857142857143,2.489285714285714,2.645714285714285,1.9285714285714288,1.6571285714285715,1.9676285714285715,2.7287,1.1675714285714285,1.8414857142857144,2.1121,2.1677714285714287,2.1607142857142856,1.9449142857142856,2.645714285714285,1.9225,1.5892857142857142,1.8571428571428568,1.9752,4.43
29-2033.00,Nuclear Medicine Technologists,3.22,4.83,3.9,4.65,3.68,2.17,4.65,1.52,4.8,3.16,2.044642857142857,3.779700000000001,1.9353571428571428,1.6364285714285711,1.623157142857143,2.2308,2.725214285714286,2.4732142857142856,1.2128,2.9026,2.821428571428571,2.079742857142857,2.662857142857143,1.9077714285714285,1.653714285714286,1.8522857142857143,3.0394,1.2345142857142857,1.8609142857142855,2.1913,2.071428571428572,2.216428571428572,2.044642857142857,2.4732142857142856,2.4056714285714285,1.4691999999999998,1.6875,1.7559999999999998,4.37
29-2034.00,Radiologic Technologists and Technicians,3.13,4.97,3.73,4.55,3.97,2.66,4.5,1.94,4.83,3.08,1.9449142857142856,4.267385714285714,1.7935714285714286,1.6063428571428573,1.5782857142857143,2.1677714285714287,2.6779714285714284,2.2071428571428573,1.080142857142857,3.047928571428572,2.765714285714286,1.927457142857143,2.6950857142857143,1.78,1.519342857142857,2.0018857142857143,2.7531428571428576,1.2407714285714286,2.2064000000000004,2.4347142857142856,2.071428571428572,2.2071428571428573,2.1607142857142856,2.4732142857142856,1.8559,1.4435714285714285,1.4017857142857142,1.5507428571428572,4.65
29-2035.00,Magnetic Resonance Imaging Technologists,3.09,4.61,3.26,3.48,4.0,2.26,4.61,2.13,4.65,3.04,1.8571428571428568,3.5773999999999995,1.868842857142857,1.3392000000000002,2.255571428571429,1.9449142857142856,2.89,2.4522285714285714,1.284957142857143,2.493542857142857,2.765714285714286,1.964114285714286,2.765714285714286,1.8571428571428568,1.9128,1.9359,3.0736000000000003,1.5911,2.4934857142857143,2.6778571428571425,2.0028571428571427,2.0028571428571427,1.872228571428572,2.524285714285714,1.92,1.6063428571428573,1.8057142857142856,2.2531857142857143,3.87
29-2036.00,Medical Dosimetrists,2.6,3.9,3.47,2.45,1.95,1.2,4.8,1.65,4.8,2.4,2.023657142857143,1.9561428571428567,2.209142857142857,1.8571428571428568,1.6067142857142858,2.2308,3.445,2.6950857142857143,1.1002571428571428,2.793571428571429,2.98,2.7399999999999998,2.9008000000000003,2.0342857142857143,2.130357142857143,1.5592857142857142,1.15,1.1625,1.9125,2.1567857142857143,2.422142857142857,2.422142857142857,2.125,2.821428571428571,2.2375,1.5357142857142858,1.837942857142857,1.75,4.1
29-2051.00,Dietetic Technicians,3.74,4.78,4.39,4.1,3.57,1.62,4.64,2.51,3.79,2.95,1.8914285714285717,2.9836,2.224357142857143,1.7200000000000002,2.062257142857143,1.9449142857142856,2.541671428571429,2.105,1.5472,2.984628571428571,2.571428571428571,1.7113714285714288,2.524285714285714,1.9085714285714288,2.5806285714285715,2.1628,2.0513571428571424,1.8649,2.115357142857143,2.417585714285714,2.0028571428571427,1.9449142857142856,2.06,2.0028571428571427,1.9985714285714289,1.7036571428571428,1.8057142857142856,1.7618285714285715,4.72
29-2052.00,Pharmacy Technicians,3.63,4.84,3.79,3.75,4.3,1.68,4.56,1.68,5.0,2.89,1.8571428571428568,2.532442857142857,1.671357142857143,1.4285714285714286,1.7018285714285712,1.9449142857142856,2.4412857142857143,2.2767857142857144,1.363042857142857,2.818285714285714,2.7142857142857144,2.021628571428572,2.7142857142857144,1.3785714285714286,1.610442857142857,2.1632285714285717,2.661728571428572,1.3169142857142857,2.0872571428571427,2.2692,2.02,2.5428571428571427,1.9449142857142856,2.662857142857143,1.9345142857142856,1.25,1.4285714285714286,2.0076,4.45
29-2053.00,Psychiatric Technicians,4.17,4.68,4.25,1.96,4.47,3.51,4.88,2.35,4.67,3.78,2.337142857142857,4.1976,2.110585714285714,1.7200000000000002,1.3301142857142858,2.894285714285714,3.3648571428571428,2.596342857142857,1.1946428571428571,3.4196714285714287,2.7142857142857144,1.8039142857142856,2.7142857142857144,2.086428571428572,1.8451428571428568,3.195,1.454057142857143,1.0822857142857143,2.4193,2.334857142857143,2.2071428571428573,2.25,2.31,2.7142857142857144,2.1454,1.8571428571428568,1.9449142857142856,1.8351428571428572,4.42
29-2055.00,Surgical Technologists,2.99,4.67,3.97,4.05,3.13,1.52,4.5,1.57,3.97,2.59,2.06,3.6823142857142863,2.113,1.6714285714285717,1.6325714285714286,1.8571428571428568,3.3857142857142857,1.9085714285714288,1.124,3.0300714285714285,2.7142857142857144,2.0495714285714284,2.2857142857142856,1.8571428571428568,1.6091428571428572,1.9263142857142856,1.8314285714285716,1.2002,2.2773000000000003,2.5717,1.9085714285714288,2.31,1.8914285714285717,2.3192,2.3020000000000005,1.5207142857142857,1.5785714285714287,1.496,4.82
29-2056.00,Veterinary Technologists and Technicians,2.98,4.67,4.0,3.86,3.35,1.36,4.31,1.49,4.3,2.39,1.9085714285714288,3.953028571428572,1.941314285714285,1.7200000000000002,1.7535142857142856,1.9085714285714288,2.7717714285714288,2.4035714285714285,1.8287714285714287,2.495342857142857,2.571428571428571,2.2812571428571427,2.596342857142857,1.7734857142857143,1.700071428571429,1.951,3.0917285714285714,1.4122857142857144,1.9011428571428568,2.440542857142857,2.0608,2.225714285714286,1.9085714285714288,2.524285714285714,1.9988,1.6665142857142858,1.7734857142857143,2.3262714285714283,4.57
29-2057.00,Ophthalmic Medical Technicians,2.76,4.91,3.64,4.55,3.5,1.73,4.68,1.59,4.82,3.5,1.8571428571428568,3.2620000000000005,1.805,1.2857142857142856,1.8171428571428567,1.9085714285714288,2.4960714285714287,2.1635714285714283,1.192,2.875357142857143,2.6950857142857143,1.826,2.645714285714285,1.6063428571428573,1.8119142857142856,2.045,3.2111428571428573,1.3865714285714286,2.033942857142857,2.477257142857143,2.1677714285714287,1.9842857142857144,1.9449142857142856,2.4035714285714285,1.9375142857142855,1.22,1.3125,1.7657142857142858,4.82
29-2061.00,Licensed Practical and Licensed Vocational Nurses,3.48,4.83,4.04,3.62,4.0,2.88,4.62,1.76,4.72,3.52,2.7142857142857144,3.8713,2.176685714285714,1.7734857142857143,2.296214285714286,2.821428571428571,2.9878857142857145,2.645714285714285,1.1797714285714285,2.6698,2.765714285714286,2.0038857142857145,2.765714285714286,1.9449142857142856,1.6213857142857144,2.610228571428572,1.9906428571428572,1.3601142857142858,2.150057142857143,2.370571428571429,2.44,2.422142857142857,2.782857142857143,2.645714285714285,2.4689,1.8057142857142856,1.7734857142857143,1.9863142857142857,4.69
29-2081.00,"Opticians, Dispensing",3.0,4.79,3.26,4.79,3.71,1.62,5.0,2.0,5.0,3.79,2.0028571428571427,2.9835142857142856,2.114028571428572,1.6875,2.7098714285714287,1.9642857142857144,2.87,2.7142857142857144,3.3819142857142857,3.3005142857142857,2.662857142857143,2.7197714285714287,2.7142857142857144,1.8057142857142856,2.743428571428572,2.818514285714285,3.9491,1.9776,2.9475,2.821428571428571,2.225714285714286,2.375,2.25,2.645714285714285,2.071942857142857,1.78,1.9642857142857144,2.7314285714285718,3.83
29-2091.00,Orthotists and Prosthetists,2.86,4.52,3.42,3.86,3.19,1.71,4.9,2.33,4.9,4.1,2.044642857142857,3.838685714285715,2.0656,1.5892857142857142,2.294428571428571,2.6185714285714288,3.2050000000000005,2.765714285714286,1.7542857142857142,3.0270714285714284,3.091428571428572,2.537,3.091428571428572,1.9842857142857144,2.5062,2.36,3.5543142857142858,1.905,2.3546714285714287,2.343,2.354914285714286,2.4035714285714285,2.524285714285714,2.765714285714286,2.2192,1.6875,1.8914285714285717,2.7664,4.1
29-2092.00,Hearing Aid Specialists,3.09,4.68,3.27,4.9,3.23,1.1,4.1,2.33,4.65,3.45,1.8571428571428568,3.457428571428572,1.5114571428571428,1.3214285714285714,1.3888,2.044642857142857,2.5907142857142857,2.2308,2.840985714285714,3.226771428571429,2.662857142857143,2.384328571428572,2.662857142857143,2.1607142857142856,1.9547142857142856,2.2333285714285718,3.301228571428572,1.2553857142857143,1.4285571428571429,1.6697571428571427,2.596342857142857,2.4035714285714285,2.4035714285714285,2.596342857142857,1.775542857142857,1.6875,1.9842857142857144,2.474,3.98
29-2099.01,Neurodiagnostic Technologists,2.77,4.61,3.19,4.32,3.58,2.58,4.97,1.87,4.58,3.1,1.822857142857143,3.973300000000001,2.1620714285714286,1.4179428571428572,2.181714285714286,2.0028571428571427,3.036571428571429,2.596342857142857,1.2950142857142857,3.1465428571428573,2.6950857142857143,2.312457142857143,2.765714285714286,1.9449142857142856,2.0589142857142857,2.1098,2.8699428571428576,2.0063,2.4036,2.7179,2.0608,2.0028571428571427,1.9449142857142856,2.7142857142857144,2.141714285714285,1.32,1.25,1.8269428571428568,4.52
29-2099.05,Ophthalmic Medical Technologists,3.15,4.65,3.6,4.05,3.8,2.0,4.9,1.8,4.45,3.5,1.9449142857142856,3.3646857142857143,2.1335714285714285,1.7036571428571428,2.1157142857142857,2.216428571428572,2.9485714285714284,2.645714285714285,1.1639285714285714,3.004285714285714,2.645714285714285,1.8142857142857145,2.7142857142857144,1.9085714285714288,1.6170714285714285,2.333928571428572,2.9800000000000004,1.6717857142857142,2.5357142857142856,2.552142857142857,2.327857142857143,2.422142857142857,2.0608,2.645714285714285,2.295,1.4179428571428572,1.6875,2.1,4.5
29-2099.08,Patient Representatives,3.7,5.0,3.8,4.92,3.91,1.91,4.83,1.67,5.0,3.66,2.3906285714285715,3.6174571428571434,2.1041714285714286,1.655,1.4193285714285713,2.7142857142857144,3.4767857142857146,2.645714285714285,1.6364285714285711,3.655,2.8571428571428568,2.7028,2.782857142857143,1.9077714285714285,1.5774285714285714,2.382142857142857,2.644,1.1911,1.841685714285714,2.1746857142857143,2.422142857142857,2.4732142857142856,2.662857142857143,2.782857142857143,2.464428571428571,1.8914285714285717,2.354914285714286,2.7080571428571427,4.76
29-9091.00,Athletic Trainers,3.59,4.87,3.59,3.94,3.63,2.29,4.88,3.38,4.38,3.92,1.9085714285714288,4.442114285714285,1.825942857142857,1.7036571428571428,1.6308571428571428,2.571428571428571,2.6,2.645714285714285,1.1122857142857143,3.225542857142857,2.4971428571428573,1.8368714285714287,2.7142857142857144,2.4035714285714285,1.854085714285714,1.8496,1.754457142857143,1.1771,2.6445,2.2208,2.5428571428571427,2.5428571428571427,2.354914285714286,2.7142857142857144,1.8598857142857144,1.625,1.9285714285714288,2.111814285714286,4.8
29-9092.00,Genetic Counselors,2.65,4.57,2.77,4.17,2.91,1.3,5.0,2.61,5.0,4.64,1.8571428571428568,3.5333,1.5949714285714287,1.7734857142857143,1.5944714285714283,2.645714285714285,3.1775857142857142,2.596342857142857,1.1063142857142858,3.3,3.091428571428572,4.2538,3.142857142857143,1.9842857142857144,2.685314285714285,2.02,2.7275714285714283,1.3818285714285714,1.9741,2.7944285714285715,2.375,2.44,1.9449142857142856,2.7142857142857144,1.7601428571428572,1.8571428571428568,1.8571428571428568,3.1873,3.91
29-9093.00,Surgical Assistants,3.33,4.76,4.25,3.99,3.15,1.98,4.43,1.96,3.72,2.66,2.105,4.635385714285714,2.128,1.4179428571428572,1.9568857142857143,2.023657142857143,3.438285714285714,2.524285714285714,1.5324,3.618,2.782857142857143,2.3895142857142857,2.596342857142857,1.6665142857142858,2.154528571428571,2.146142857142857,2.8934285714285712,1.171,2.1045,2.6517571428571425,2.5428571428571427,2.375,2.105,2.662857142857143,2.0371428571428574,1.655,1.655,1.9857142857142855,4.7
29-9099.01,Midwives,2.71,4.52,3.7,4.25,2.69,1.37,4.71,2.52,4.66,3.81,2.4035714285714285,4.300171428571428,2.5352571428571427,1.595,2.3562857142857143,3.1750857142857143,3.182871428571429,2.571428571428571,2.112271428571429,3.664671428571429,2.877142857142857,2.636614285714286,2.821428571428571,2.125,2.7403571428571425,2.8079714285714283,2.932571428571429,1.8134714285714288,2.6391,2.8925714285714283,2.422142857142857,2.2928571428571427,2.4732142857142856,2.7207142857142856,2.074128571428571,1.6063428571428573,1.8571428571428568,3.0494714285714286,4.59
31-1121.00,Home Health Aides,2.82,4.37,3.76,3.33,2.96,2.13,4.21,1.63,3.85,3.07,1.8571428571428568,3.852228571428571,1.650957142857143,1.4017857142857142,1.2744285714285717,2.1607142857142856,3.1573,1.9085714285714288,1.1736428571428572,2.7995714285714284,2.4732142857142856,1.8056,2.596342857142857,1.9085714285714288,1.5737142857142858,2.0528571428571434,2.053,1.2064714285714286,1.96,1.7158857142857142,2.0028571428571427,2.0028571428571427,2.265085714285714,2.422142857142857,1.8480571428571428,1.7385714285714284,1.872228571428572,1.426214285714286,4.21
31-1122.00,Personal Care Aides,3.0,4.3,3.14,3.62,2.74,1.93,4.27,1.94,3.74,2.71,1.872228571428572,4.4195714285714285,2.734857142857143,1.3571428571428572,1.9665714285714289,2.283657142857143,2.943314285714286,1.8571428571428568,2.1554,3.550514285714286,2.4893714285714283,2.369714285714286,2.337142857142857,1.7142857142857144,1.714,2.2696428571428573,2.9554285714285715,1.5507142857142855,2.4948,3.0286,1.9449142857142856,1.9449142857142856,2.662857142857143,2.02,2.7066285714285714,1.4179428571428572,1.4691999999999998,2.747285714285714,3.95
31-1131.00,Nursing Assistants,3.18,4.83,4.16,3.67,4.04,3.49,3.85,2.23,2.94,2.75,1.9085714285714288,3.319085714285714,1.9916,1.268571428571429,1.3538285714285714,2.216428571428572,2.5963000000000003,1.9085714285714288,1.2332857142857143,2.7370714285714284,2.596342857142857,1.731,2.4732142857142856,1.5614285714285714,1.4652142857142856,2.038685714285714,1.6102,1.3062857142857145,1.7039428571428572,2.073828571428572,1.822857142857143,2.071428571428572,2.662857142857143,2.1228571428571428,1.942857142857143,1.22,1.25,1.2649142857142857,4.66
