O*NET-SOC Code,Title,Category Flexibility Combined,Mathematical Reasoning Combined,Updating and Using Relevant Knowledge Combined,Selective Attention Combined,Mathematics Combined,Complex Problem Solving Combined,Science Combined,Learning Strategies Combined,Deductive Reasoning Combined,Written Comprehension Combined,Inductive Reasoning Combined,Critical Thinking Combined,Reading Comprehension Combined,Time Management Combined,Active Learning Combined,Visualization Combined,Time Sharing Combined,Information Ordering Combined,Perceptual Speed Combined,Equipment Selection Combined,Flexibility of Closure Combined,"Organizing, Planning, and Prioritizing Work Combined",Speed of Closure Combined,Problem Sensitivity Combined,Memorization Combined,Written Expression Combined,Number Facility Combined,Writing Combined,Scheduling Work and Activities Combined
29-9093.00,Surgical Assistants,1.9085714285714288,1.5357142857142858,3.5646142857142853,2.25,1.5614285714285714,2.0028571428571427,1.6063428571428573,1.9449142857142856,2.2928571428571427,2.4732142857142856,2.2928571428571427,2.31,2.4971428571428573,1.7385714285714284,1.8914285714285717,1.9842857142857144,1.822857142857143,2.31,2.19,1.12,2.086428571428572,2.967857142857143,1.8571428571428568,2.596342857142857,1.8571428571428568,2.125,1.655,2.023657142857143,1.8217857142857143
29-9099.01,Midwives,2.044642857142857,1.4249999999999998,3.284957142857144,2.2471428571428573,1.4464285714285716,2.105,1.7734857142857143,2.086428571428572,2.98,2.6950857142857143,2.877142857142857,2.7142857142857144,2.5907142857142857,1.822857142857143,2.2308,1.6665142857142858,1.6875,2.3392857142857144,1.8571428571428568,1.0442857142857145,2.023657142857143,3.1270857142857142,1.7200000000000002,3.1942857142857144,1.7200000000000002,2.4285714285714284,1.4464285714285716,2.096342857142857,2.8294428571428574
31-1121.00,Home Health Aides,1.822857142857143,1.32,2.5808,1.8571428571428568,1.3571428571428572,1.8571428571428568,1.077942857142857,1.8571428571428568,2.0028571428571427,1.8571428571428568,2.0608,2.105,2.044642857142857,1.9085714285714288,1.8571428571428568,1.7200000000000002,1.822857142857143,1.9642857142857144,1.5207142857142857,1.0,1.7734857142857143,2.502557142857143,1.5207142857142857,2.375,1.3008,1.9085714285714288,1.32,1.872228571428572,2.068342857142857
31-1122.00,Personal Care Aides,1.7385714285714284,1.25,2.768,1.7142857142857144,1.25,1.6391999999999998,1.0803571428571428,1.6875,1.9642857142857144,1.9642857142857144,1.822857142857143,2.0028571428571427,1.8057142857142856,1.7857142857142856,1.7385714285714284,1.4017857142857142,1.6391999999999998,1.8571428571428568,1.4179428571428572,1.0,1.4179428571428572,3.211428571428572,1.32,2.178571428571429,1.3785714285714286,1.822857142857143,1.3008,1.7734857142857143,2.2311999999999994
31-1131.00,Nursing Assistants,1.8571428571428568,1.32,2.5322285714285715,1.7385714285714284,1.3008,1.5207142857142857,1.0942857142857143,1.4179428571428572,1.9085714285714288,1.9085714285714288,1.8571428571428568,1.9449142857142856,1.9085714285714288,1.604285714285714,1.7385714285714284,1.2857142857142856,1.4179428571428572,1.9085714285714288,1.4017857142857142,1.0135714285714286,1.4017857142857142,2.275428571428572,1.32,2.2342857142857144,1.3785714285714286,1.872228571428572,1.32,1.6875,1.7301428571428572
31-1132.00,Orderlies,1.6875,1.1408,1.9367,1.4179428571428572,1.0942857142857143,1.289285714285714,1.0089285714285714,1.32,1.7385714285714284,1.6875,1.6714285714285717,1.5300000000000002,1.4285714285714286,1.4542857142857144,1.3008,1.3125,1.3392000000000002,1.595,1.3571428571428572,1.0089285714285714,1.32,2.253042857142857,1.3008,1.935,1.3125,1.5300000000000002,1.1785714285714286,1.5207142857142857,1.2476285714285713
31-1133.00,Psychiatric Aides,1.8571428571428568,1.3008,3.0259428571428573,1.9449142857142856,1.3008,1.9085714285714288,1.0803571428571428,1.837942857142857,2.216428571428572,2.178571428571429,2.1142857142857143,2.1492,1.9842857142857144,1.7734857142857143,1.9642857142857144,1.4179428571428572,1.7734857142857143,2.0028571428571427,1.8571428571428568,1.0,1.8571428571428568,2.7794,1.625,2.596342857142857,1.32,1.9449142857142856,1.3008,1.9085714285714288,2.0126285714285714
31-2011.00,Occupational Therapy Assistants,1.8914285714285717,1.2857142857142856,3.450285714285714,1.8571428571428568,1.3392000000000002,1.8571428571428568,1.157142857142857,2.044642857142857,2.2308,2.4522285714285714,2.0028571428571427,2.1492,2.4522285714285714,2.0285714285714285,2.044642857142857,1.6063428571428573,1.7385714285714284,2.105,1.7200000000000002,1.0206285714285714,1.5614285714285714,3.0876,1.3785714285714286,2.571428571428571,1.4928571428571429,2.4732142857142856,1.302857142857143,2.086428571428572,2.2987
31-2012.00,Occupational Therapy Aides,1.8571428571428568,1.231428571428571,2.6535714285714285,1.6063428571428573,1.25,1.872228571428572,1.0664285714285715,1.8571428571428568,2.0028571428571427,1.9449142857142856,1.8571428571428568,2.086428571428572,2.023657142857143,1.822857142857143,1.8571428571428568,1.3808,1.655,1.9085714285714288,1.4017857142857142,1.0135714285714286,1.4906285714285716,2.826742857142857,1.32,2.375,1.32,1.9449142857142856,1.268571428571429,1.9085714285714288,2.4825142857142857
31-2021.00,Physical Therapist Assistants,1.8571428571428568,1.302857142857143,3.424471428571428,1.9642857142857144,1.3571428571428572,1.9085714285714288,1.4179428571428572,1.837942857142857,2.1635714285714283,2.524285714285714,2.044642857142857,2.2471428571428573,2.2471428571428573,1.8571428571428568,2.0028571428571427,1.8571428571428568,1.7385714285714284,1.9449142857142856,1.8571428571428568,1.2592,1.7200000000000002,2.4174,1.5614285714285714,2.524285714285714,1.36,2.044642857142857,1.302857142857143,2.0028571428571427,1.947314285714286
31-2022.00,Physical Therapist Aides,1.7734857142857143,1.25,3.0959714285714286,1.822857142857143,1.268571428571429,1.7036571428571428,1.1734857142857142,1.6665142857142858,1.7734857142857143,1.8571428571428568,1.8571428571428568,1.8914285714285717,1.9085714285714288,1.68,1.8571428571428568,1.44,1.4435714285714285,1.8571428571428568,1.595,1.0089285714285714,1.5300000000000002,2.371428571428571,1.32,1.9642857142857144,1.3785714285714286,1.822857142857143,1.2857142857142856,1.8571428571428568,1.9682
31-9011.00,Massage Therapists,1.6875,1.16,2.474285714285714,1.9085714285714288,1.2142857142857144,1.7857142857142856,1.1071428571428572,1.7200000000000002,1.9449142857142856,1.9449142857142856,1.8571428571428568,1.9285714285714288,1.8914285714285717,1.6391999999999998,1.8571428571428568,1.268571428571429,1.4017857142857142,1.8057142857142856,1.268571428571429,1.0,1.4017857142857142,2.3200000000000003,1.3392000000000002,2.1492,1.32,1.9085714285714288,1.1408,1.822857142857143,1.839314285714286
31-9091.00,Dental Assistants,1.8914285714285717,1.32,3.064214285714286,1.8571428571428568,1.32,1.822857142857143,1.25,1.5357142857142858,2.105,2.2071428571428573,1.8571428571428568,1.8914285714285717,2.044642857142857,1.655,1.9449142857142856,1.5165142857142857,1.822857142857143,1.9642857142857144,1.6391999999999998,1.25,1.4435714285714285,2.8813142857142857,1.3392000000000002,1.9842857142857144,1.302857142857143,1.9085714285714288,1.4179428571428572,1.8571428571428568,2.86
31-9092.00,Medical Assistants,1.9449142857142856,1.6875,3.9797,1.7200000000000002,1.6063428571428573,1.822857142857143,1.5207142857142857,1.9449142857142856,2.25,2.607142857142857,2.044642857142857,2.354914285714286,2.571428571428571,1.822857142857143,2.086428571428572,1.4179428571428572,1.8057142857142856,2.0028571428571427,1.822857142857143,1.0885714285714283,1.9449142857142856,3.3831999999999995,1.5614285714285714,2.5428571428571427,1.7385714285714284,2.422142857142857,1.8057142857142856,2.105,2.5701142857142854
31-9093.00,Medical Equipment Preparers,1.9085714285714288,1.268571428571429,3.490714285714285,1.7734857142857143,1.4017857142857142,1.625,1.1257142857142857,1.655,2.0028571428571427,1.9449142857142856,1.7485714285714289,2.0285714285714285,1.872228571428572,1.7857142857142856,1.8571428571428568,1.9285714285714288,1.6875,1.9642857142857144,2.0028571428571427,1.2857142857142856,1.822857142857143,3.650057142857143,1.3571428571428572,2.225714285714286,1.2857142857142856,1.8035714285714288,1.32,1.7385714285714284,2.0411
31-9094.00,Medical Transcriptionists,1.9085714285714288,1.1885714285714286,2.665714285714286,1.9449142857142856,1.1071428571428572,1.5785714285714287,1.0442857142857145,1.3392000000000002,1.8571428571428568,2.8363428571428573,1.8571428571428568,1.8914285714285717,2.7142857142857144,1.7857142857142856,1.7734857142857143,1.12,1.32,1.9642857142857144,1.822857142857143,1.0,1.7734857142857143,2.569257142857143,1.3785714285714286,1.8571428571428568,1.32,2.6950857142857143,1.231428571428571,2.4893714285714283,1.8904285714285716
31-9095.00,Pharmacy Aides,1.7857142857142856,1.604285714285714,3.257142857142857,1.5207142857142857,1.51,1.595,1.0357142857142856,1.4821428571428572,1.8571428571428568,2.0028571428571427,1.6875,1.822857142857143,2.044642857142857,1.5207142857142857,1.6714285714285717,1.3392000000000002,1.4906285714285716,1.8328571428571427,1.7036571428571428,1.0206285714285714,1.4179428571428572,2.1246428571428573,1.22,1.9642857142857144,1.268571428571429,1.7857142857142856,1.5207142857142857,1.625,1.7917
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,1.8057142857142856,1.5300000000000002,2.422014285714286,1.7485714285714289,1.655,1.604285714285714,1.5508,1.3392000000000002,1.9085714285714288,1.8571428571428568,1.8571428571428568,2.0028571428571427,1.9449142857142856,1.68,1.8057142857142856,1.3785714285714286,1.4285714285714286,1.9642857142857144,1.6171428571428572,1.0664285714285715,1.822857142857143,2.8321571428571426,1.302857142857143,2.205357142857143,1.32,1.9642857142857144,1.5300000000000002,1.9842857142857144,1.9650571428571428
31-9097.00,Phlebotomists,1.9449142857142856,1.3571428571428572,3.395142857142857,1.8571428571428568,1.3392000000000002,1.5508,1.4179428571428572,1.8057142857142856,2.105,2.3857142857142857,1.9085714285714288,2.044642857142857,1.9842857142857144,1.8571428571428568,1.8571428571428568,1.5614285714285714,1.4542857142857144,2.044642857142857,1.8571428571428568,1.1071428571428572,1.9449142857142856,3.265285714285714,1.32,2.1677714285714287,1.3785714285714286,1.9085714285714288,1.3392000000000002,1.9085714285714288,2.6302
31-9099.01,Speech-Language Pathology Assistants,1.7734857142857143,1.3392000000000002,2.7931,1.7200000000000002,1.268571428571429,2.0028571428571427,1.231428571428571,2.0,2.2071428571428573,2.645714285714285,2.2071428571428573,2.096342857142857,2.571428571428571,1.7734857142857143,1.9449142857142856,1.3785714285714286,1.7857142857142856,2.265085714285714,1.7200000000000002,1.0089285714285714,1.7734857142857143,3.0597,1.6875,2.4522285714285714,1.542142857142857,2.645714285714285,1.36,1.9842857142857144,2.343742857142857
31-9099.02,Endoscopy Technicians,1.9449142857142856,1.32,3.1522857142857146,1.9449142857142856,1.2857142857142856,1.8571428571428568,1.1339285714285714,1.625,2.0028571428571427,2.354914285714286,1.8571428571428568,2.0608,2.4971428571428573,1.822857142857143,1.9842857142857144,1.7734857142857143,1.7200000000000002,1.9642857142857144,1.8571428571428568,1.4179428571428572,1.8571428571428568,2.5232,1.3392000000000002,2.3906285714285715,1.4821428571428572,1.9085714285714288,1.32,1.9085714285714288,1.789942857142857
33-1011.00,First-Line Supervisors of Correctional Officers,1.8571428571428568,1.32,2.6662857142857144,2.096342857142857,1.32,2.044642857142857,1.0357142857142856,1.9449142857142856,2.7142857142857144,2.596342857142857,2.524285714285714,2.7142857142857144,2.571428571428571,2.2471428571428573,2.044642857142857,1.4464285714285716,1.8571428571428568,2.0608,1.9449142857142856,1.0,1.9842857142857144,3.1726,1.6875,2.7142857142857144,1.5508,2.571428571428571,1.4435714285714285,2.2928571428571427,2.8944
33-1012.00,First-Line Supervisors of Police and Detectives,2.1635714285714283,1.6063428571428573,3.4011571428571425,2.1607142857142856,1.4928571428571429,2.571428571428571,1.0357142857142856,2.571428571428571,2.6950857142857143,2.7142857142857144,2.645714285714285,2.7142857142857144,2.7142857142857144,2.3857142857142857,2.645714285714285,1.7200000000000002,1.837942857142857,2.524285714285714,1.8571428571428568,1.062857142857143,2.096342857142857,3.063285714285714,1.8571428571428568,2.765714285714286,1.8571428571428568,2.645714285714285,1.5892857142857142,2.571428571428571,2.6298714285714286
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.1492,1.5508,3.700014285714286,2.125,1.5614285714285714,2.2071428571428573,1.0992,2.06,2.4732142857142856,2.4522285714285714,2.422142857142857,2.5428571428571427,2.4035714285714285,2.3392857142857144,2.0028571428571427,1.9842857142857144,1.8914285714285717,2.4035714285714285,2.086428571428572,1.335714285714286,2.0342857142857143,3.574771428571429,1.9285714285714288,2.613485714285714,1.8728571428571428,2.4035714285714285,1.5614285714285714,2.086428571428572,3.289571428571428
33-1091.00,First-Line Supervisors of Security Workers,1.8571428571428568,1.32,2.381628571428572,2.3392857142857144,1.25,2.265085714285714,1.0089285714285714,2.0,2.44,2.327857142857143,2.662857142857143,2.596342857142857,2.645714285714285,2.265085714285714,1.9085714285714288,1.5614285714285714,1.655,2.1142857142857143,1.9257142857142855,1.0885714285714283,2.31,2.8693,2.125,2.662857142857143,1.655,2.354914285714286,1.3785714285714286,2.4035714285714285,2.1664000000000003
33-2011.00,Firefighters,1.9842857142857144,1.6364285714285711,3.2557,1.872228571428572,1.6665142857142858,1.9642857142857144,1.268571428571429,1.8057142857142856,2.524285714285714,2.1492,2.4522285714285714,2.5428571428571427,1.9842857142857144,1.8328571428571427,2.2071428571428573,2.125,1.7200000000000002,2.25,2.19,1.7385714285714284,2.3857142857142857,2.6761,1.9842857142857144,3.005714285714286,1.837942857142857,2.0,1.6063428571428573,1.8728571428571428,1.949242857142857
33-2021.00,Fire Inspectors and Investigators,2.2928571428571427,1.4435714285714285,3.7181,2.1492,1.5892857142857142,1.9842857142857144,1.1885714285714286,1.8914285714285717,2.645714285714285,2.7142857142857144,2.524285714285714,2.3392857142857144,2.2308,1.8914285714285717,1.9449142857142856,1.7200000000000002,1.6364285714285711,2.422142857142857,1.837942857142857,1.0042857142857142,2.3392857142857144,3.0941,1.6364285714285711,2.729371428571429,1.6665142857142858,2.7142857142857144,1.51,2.2928571428571427,2.6697
33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.8914285714285717,1.5165142857142857,2.8280000000000003,1.8914285714285717,1.3808,2.1607142857142856,1.22,1.9449142857142856,2.354914285714286,2.25,2.2928571428571427,2.662857142857143,2.023657142857143,2.023657142857143,1.9285714285714288,1.7200000000000002,1.6665142857142858,1.9449142857142856,2.044642857142857,1.2464285714285714,2.3857142857142857,3.3081142857142862,1.9842857142857144,2.765714285714286,1.4017857142857142,2.086428571428572,1.6063428571428573,1.9085714285714288,2.229685714285714
33-3011.00,Bailiffs,1.36,1.0271428571428571,3.421571428571428,2.225714285714286,1.0535714285714286,1.6391999999999998,1.0,1.32,1.9085714285714288,1.8571428571428568,1.8571428571428568,1.8914285714285717,1.7734857142857143,1.68,1.5300000000000002,1.197142857142857,1.5785714285714287,1.822857142857143,1.4435714285714285,1.0,1.4435714285714285,2.746942857142857,1.4435714285714285,2.596342857142857,1.3008,1.5625,1.0942857142857143,1.4017857142857142,1.7776
33-3012.00,Correctional Officers and Jailers,1.8057142857142856,1.268571428571429,2.9762000000000004,2.275,1.2857142857142856,1.9257142857142855,1.0206285714285714,1.8571428571428568,2.375,2.02,2.4732142857142856,2.422142857142857,2.354914285714286,1.8571428571428568,2.0028571428571427,1.8057142857142856,1.8571428571428568,1.9642857142857144,1.8571428571428568,1.0714285714285714,2.044642857142857,2.857857142857143,1.7734857142857143,2.7142857142857144,1.51,1.8571428571428568,1.3392000000000002,1.8571428571428568,2.002142857142857
33-3021.00,Detectives and Criminal Investigators,2.354914285714286,1.51,3.482485714285715,2.044642857142857,1.3571428571428572,2.4893714285714283,1.1885714285714286,1.7200000000000002,2.894285714285714,2.7142857142857144,2.989371428571429,2.8363428571428573,2.6950857142857143,1.8914285714285717,2.2071428571428573,1.7734857142857143,2.0028571428571427,2.596342857142857,1.9642857142857144,1.0535714285714286,2.354914285714286,3.182928571428571,2.1492,2.9522285714285714,1.8057142857142856,2.422142857142857,1.4435714285714285,2.2308,2.3002857142857143
33-3021.02,Police Identification and Records Officers,2.3192,1.6171428571428572,3.5488,1.8571428571428568,1.2857142857142856,1.8571428571428568,1.1071428571428572,1.75,2.645714285714285,2.596342857142857,2.645714285714285,2.524285714285714,2.571428571428571,1.8571428571428568,1.8571428571428568,1.7200000000000002,1.75,2.645714285714285,1.8571428571428568,1.0,2.3392857142857144,2.8368,1.4691999999999998,2.3392857142857144,1.32,2.571428571428571,1.4435714285714285,2.044642857142857,1.8874
33-3021.06,Intelligence Analysts,2.3392857142857144,1.7734857142857143,3.622,1.8571428571428568,1.7200000000000002,2.354914285714286,1.22,1.8571428571428568,2.98,3.117142857142857,3.205357142857143,2.877142857142857,3.265714285714286,1.8571428571428568,2.4971428571428573,1.6875,1.4691999999999998,2.7142857142857144,1.8914285714285717,1.0,2.645714285714285,3.1159857142857144,2.0342857142857143,2.8363428571428573,1.6364285714285711,2.98,1.6364285714285711,2.7142857142857144,1.8103428571428573
33-3031.00,Fish and Game Wardens,1.9449142857142856,1.4435714285714285,3.2528,1.9285714285714288,1.6665142857142858,2.105,1.6875,1.8057142857142856,2.4732142857142856,2.4035714285714285,2.782857142857143,2.645714285714285,2.542057142857143,1.8571428571428568,2.0,1.51,1.8571428571428568,1.9449142857142856,1.7385714285714284,1.157142857142857,2.125,3.301428571428572,1.8571428571428568,2.765714285714286,1.4435714285714285,2.3392857142857144,1.4464285714285716,2.023657142857143,2.886571428571429
33-3041.00,Parking Enforcement Workers,1.6391999999999998,1.2142857142857144,2.4575714285714287,1.6428571428571428,1.28,1.595,1.0,1.4249999999999998,1.8571428571428568,1.8571428571428568,1.7857142857142856,1.9085714285714288,1.822857142857143,1.7485714285714289,1.6391999999999998,1.3392000000000002,1.4906285714285716,1.9642857142857144,1.7142857142857144,1.12,1.4017857142857142,2.6428000000000003,1.3785714285714286,1.9449142857142856,1.4017857142857142,1.7571428571428571,1.25,1.6391999999999998,2.0557714285714286
33-3051.00,Police and Sheriff's Patrol Officers,2.19,1.335714285714286,3.524171428571428,2.044642857142857,1.3785714285714286,1.9257142857142855,1.0336571428571428,1.6942857142857144,2.912857142857143,2.5428571428571427,2.801428571428572,2.524285714285714,2.4522285714285714,1.9642857142857144,2.327857142857143,1.6063428571428573,1.9285714285714288,2.422142857142857,1.9842857142857144,1.0178571428571428,2.3392857142857144,2.9490142857142856,1.9257142857142855,3.125,1.8914285714285717,2.25,1.4435714285714285,2.125,2.3191428571428574
33-3051.04,Customs and Border Protection Officers,1.837942857142857,1.4179428571428572,3.490171428571429,2.086428571428572,1.3785714285714286,1.9085714285714288,1.1408,1.6665142857142858,2.645714285714285,2.645714285714285,2.7142857142857144,2.662857142857143,2.596342857142857,1.9285714285714288,2.0608,1.51,1.7857142857142856,2.1492,2.0028571428571427,1.0,2.1492,2.4331428571428573,1.6875,2.765714285714286,1.5625,2.4035714285714285,1.4464285714285716,2.4035714285714285,2.040914285714286
33-3052.00,Transit and Railroad Police,1.8571428571428568,1.32,3.187428571428572,2.044642857142857,1.2857142857142856,2.178571428571429,1.0020571428571428,1.8728571428571428,2.524285714285714,2.105,2.596342857142857,2.3906285714285715,1.9842857142857144,1.8914285714285717,1.9642857142857144,1.6665142857142858,1.7857142857142856,2.02,1.8571428571428568,1.0,2.1492,2.5553142857142856,1.9449142857142856,2.782857142857143,1.4435714285714285,2.2767857142857144,1.302857142857143,1.9642857142857144,2.054428571428572
33-9011.00,Animal Control Workers,1.8571428571428568,1.25,2.9730857142857143,1.8571428571428568,1.1428571428571428,1.7734857142857143,1.0020571428571428,1.6875,2.1677714285714287,1.9657142857142855,2.205357142857143,2.25,1.8571428571428568,1.8571428571428568,1.7734857142857143,1.2857142857142856,1.8057142857142856,1.8571428571428568,1.32,1.0,1.7200000000000002,3.3170285714285708,1.2857142857142856,2.662857142857143,1.2857142857142856,1.8571428571428568,1.2142857142857144,1.8571428571428568,2.4949714285714286
33-9021.00,Private Detectives and Investigators,1.9449142857142856,1.4821428571428572,3.2119000000000004,2.105,1.3785714285714286,2.178571428571429,1.0442857142857145,1.4542857142857144,2.645714285714285,2.645714285714285,2.8363428571428573,2.6950857142857143,2.645714285714285,1.8571428571428568,2.1492,1.4017857142857142,1.655,2.2071428571428573,1.8571428571428568,1.0135714285714286,2.125,2.702057142857143,1.6875,2.765714285714286,1.3392000000000002,2.645714285714285,1.4691999999999998,2.354914285714286,2.3542571428571426
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1.7036571428571428,1.2208,3.4963714285714285,2.7142857142857144,1.28,1.7142857142857144,1.0089285714285714,1.6171428571428572,2.25,1.9449142857142856,2.4732142857142856,2.4732142857142856,2.125,1.8057142857142856,1.9449142857142856,1.4017857142857142,1.9085714285714288,1.9449142857142856,2.105,1.0,2.31,3.052357142857143,2.023657142857143,2.912857142857143,1.3392000000000002,2.225714285714286,1.24,1.9449142857142856,2.130928571428571
33-9032.00,Security Guards,1.3571428571428572,1.16,2.8491,2.3192,1.1785714285714286,1.5508,1.0442857142857145,1.5207142857142857,1.9642857142857144,1.8571428571428568,1.8571428571428568,1.9085714285714288,1.8571428571428568,1.4542857142857144,1.7385714285714284,1.4435714285714285,1.6391999999999998,1.8914285714285717,1.8057142857142856,1.0,1.9449142857142856,3.399428571428572,1.51,2.5428571428571427,1.3571428571428572,1.6714285714285717,1.16,1.6875,2.511542857142857
33-9091.00,Crossing Guards and Flaggers,1.3706285714285715,1.0206285714285714,1.6288857142857145,1.872228571428572,1.0549142857142857,1.3706285714285715,1.0,1.1106285714285715,1.7485714285714289,1.394285714285714,1.7036571428571428,1.625,1.3571428571428572,1.231428571428571,1.289285714285714,1.157142857142857,1.625,1.6391999999999998,1.3571428571428572,1.0,1.197142857142857,1.592857142857143,1.197142857142857,2.1142857142857143,1.1428571428571428,1.345,1.0357142857142856,1.25,1.605985714285714
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.51,1.0535714285714286,2.478485714285714,2.044642857142857,1.0336571428571428,1.7485714285714289,1.0442857142857145,1.9085714285714288,1.9449142857142856,1.7200000000000002,1.8571428571428568,1.8571428571428568,1.7734857142857143,1.3706285714285715,1.6875,1.2857142857142856,1.8571428571428568,1.822857142857143,1.8571428571428568,1.0271428571428571,2.096342857142857,2.198928571428572,1.8571428571428568,2.765714285714286,1.4017857142857142,1.6063428571428573,1.1071428571428572,1.5614285714285714,1.6278857142857144
33-9093.00,Transportation Security Screeners,1.9085714285714288,1.2142857142857144,2.5503,2.4035714285714285,1.2036571428571428,1.6875,1.1071428571428572,1.5892857142857142,2.2071428571428573,1.9449142857142856,2.25,2.125,1.8571428571428568,1.4906285714285716,1.8057142857142856,1.6364285714285711,1.7200000000000002,2.044642857142857,2.1635714285714283,1.2036571428571428,2.3857142857142857,1.6031,1.7734857142857143,2.729371428571429,1.5614285714285714,1.655,1.2142857142857144,1.7036571428571428,1.7115714285714287
33-9099.02,Retail Loss Prevention Specialists,1.8571428571428568,1.4542857142857144,3.052857142857143,2.19,1.6364285714285711,1.822857142857143,1.0089285714285714,1.7385714285714284,2.225714285714286,2.1142857142857143,2.31,2.422142857142857,2.1635714285714283,1.7857142857142856,1.9642857142857144,1.5614285714285714,1.4821428571428572,1.9642857142857144,1.6875,1.0065142857142857,2.0028571428571427,3.2807142857142857,1.655,2.551428571428572,1.4821428571428572,2.023657142857143,1.5165142857142857,1.9842857142857144,2.4328000000000003
35-1011.00,Chefs and Head Cooks,2.044642857142857,1.8571428571428568,2.150714285714286,2.105,1.8571428571428568,2.125,1.1071428571428572,2.044642857142857,2.6950857142857143,2.1607142857142856,2.327857142857143,2.524285714285714,2.25,2.596342857142857,2.275,2.0028571428571427,2.044642857142857,2.607142857142857,1.9285714285714288,1.3008,1.7734857142857143,3.1357714285714287,1.4017857142857142,2.8363428571428573,1.8571428571428568,2.023657142857143,1.9085714285714288,1.9449142857142856,2.656085714285714
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1.8571428571428568,1.7200000000000002,2.347514285714286,1.8571428571428568,1.8571428571428568,1.8571428571428568,1.0,1.9449142857142856,2.178571428571429,2.1357142857142857,1.8571428571428568,2.1357142857142857,2.1635714285714283,2.096342857142857,1.8914285714285717,1.8571428571428568,1.8571428571428568,1.8571428571428568,1.7734857142857143,1.0135714285714286,1.655,2.7081142857142857,1.32,2.283657142857143,1.7200000000000002,1.8571428571428568,1.8057142857142856,1.8914285714285717,2.585285714285714
35-2011.00,"Cooks, Fast Food",1.36,1.16,1.7894285714285714,1.7036571428571428,1.231428571428571,1.302857142857143,1.0,1.231428571428571,1.7385714285714284,1.7385714285714284,1.4435714285714285,1.5508,1.6063428571428573,1.4542857142857144,1.4435714285714285,1.2142857142857144,1.5785714285714287,1.872228571428572,1.3008,1.0,1.197142857142857,1.7040000000000002,1.28,1.7036571428571428,1.2857142857142856,1.3706285714285715,1.231428571428571,1.2857142857142856,1.3342857142857143
35-2012.00,"Cooks, Institution and Cafeteria",1.9085714285714288,1.5300000000000002,1.8925714285714288,1.8571428571428568,1.7385714285714284,1.822857142857143,1.0,1.6875,1.9085714285714288,1.8571428571428568,1.8571428571428568,1.822857142857143,1.7734857142857143,1.8571428571428568,1.7734857142857143,1.7857142857142856,1.8571428571428568,1.9449142857142856,1.625,1.0442857142857145,1.3571428571428572,2.466742857142857,1.268571428571429,1.9449142857142856,1.3392000000000002,1.7036571428571428,1.6364285714285711,1.655,1.681
35-2013.00,"Cooks, Private Household",1.8571428571428568,1.2857142857142856,2.1136,1.8571428571428568,1.3571428571428572,1.822857142857143,1.0271428571428571,1.595,1.9449142857142856,1.8571428571428568,1.8571428571428568,2.0028571428571427,1.8571428571428568,1.8571428571428568,1.8057142857142856,1.5508,1.4179428571428572,1.9085714285714288,1.5207142857142857,1.0942857142857143,1.4542857142857144,2.936685714285714,1.32,2.0028571428571427,1.32,1.7036571428571428,1.3785714285714286,1.7385714285714284,1.8670857142857145
35-2014.00,"Cooks, Restaurant",1.7734857142857143,1.268571428571429,1.217,1.822857142857143,1.4249999999999998,1.394285714285714,1.0206285714285714,1.302857142857143,1.7385714285714284,1.6364285714285711,1.51,1.8914285714285717,1.625,1.8571428571428568,1.6875,1.595,1.8571428571428568,1.8571428571428568,1.8571428571428568,1.0942857142857143,1.4691999999999998,1.5224571428571427,1.2857142857142856,1.9085714285714288,1.32,1.4435714285714285,1.3785714285714286,1.3785714285714286,1.0897
35-2015.00,"Cooks, Short Order",1.7385714285714284,1.28,1.8717142857142852,1.7857142857142856,1.32,1.5207142857142857,1.0,1.2857142857142856,1.595,1.5625,1.5207142857142857,1.7734857142857143,1.7208,1.9449142857142856,1.4691999999999998,1.3785714285714286,1.822857142857143,1.9085714285714288,1.6364285714285711,1.0135714285714286,1.3706285714285715,1.7379571428571428,1.302857142857143,1.7485714285714289,1.4542857142857144,1.3008,1.335714285714286,1.3785714285714286,1.5934428571428572
35-2021.00,Food Preparation Workers,1.6063428571428573,1.1734857142857142,1.420828571428571,1.4628571428571429,1.25,1.2857142857142856,1.0,1.2857142857142856,1.4906285714285716,1.3785714285714286,1.4285714285714286,1.5,1.4628571428571429,1.605714285714286,1.268571428571429,1.268571428571429,1.3008,1.625,1.268571428571429,1.0020571428571428,1.268571428571429,1.8839285714285712,1.25,1.4906285714285716,1.22,1.22,1.231428571428571,1.22,1.154114285714286
