O*NET-SOC Code,Title,E-Mail,Processing Information Combined,Management of Material Resources Combined,"Estimating the Quantifiable Characteristics of Products, Events, or Information Combined","Inspecting Equipment, Structures, or Materials Combined",Systems Analysis Combined,Monitoring and Controlling Resources Combined,"Monitoring Processes, Materials, or Surroundings Combined",Programming Combined,Operations Analysis Combined,Management of Financial Resources Combined,"Judging the Qualities of Objects, Services, or People Combined",Working with Computers Combined,Evaluating Information to Determine Compliance with Standards Combined,"Identifying Objects, Actions, and Events Combined",Analyzing Data or Information Combined,Monitoring Combined,Quality Control Analysis Combined,Operations Monitoring Combined,Performing Administrative Activities Combined,Documenting/Recording Information Combined,Systems Evaluation Combined,Getting Information Combined
33-1012.00,First-Line Supervisors of Police and Detectives,4.95,2.930142857142857,1.5892857142857142,2.1005,1.986857142857143,1.9842857142857144,2.4297142857142857,2.5421428571428573,1.0357142857142856,1.3392000000000002,1.5892857142857142,2.495457142857143,2.6104000000000003,2.9175571428571425,3.043428571428572,2.7315428571428573,2.7142857142857144,1.3392000000000002,1.4821428571428572,3.191642857142857,3.5553142857142856,1.9842857142857144,3.257
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,4.55,2.9149714285714285,1.51,2.7472000000000003,3.565257142857144,1.7200000000000002,2.9023142857142856,3.877828571428571,1.0942857142857143,1.147857142857143,1.25,3.187342857142857,2.138285714285714,2.7639285714285715,3.604528571428572,2.507142857142857,2.354914285714286,1.4821428571428572,1.7857142857142856,2.9313714285714285,3.311971428571429,1.822857142857143,3.3280857142857143
33-1091.00,First-Line Supervisors of Security Workers,4.91,2.4874285714285715,1.4691999999999998,1.8164571428571428,2.216285714285714,1.7857142857142856,1.4338428571428572,3.14,1.077942857142857,1.1885714285714286,1.5165142857142857,2.1502857142857144,2.7234285714285718,2.5944571428571432,4.132,1.9645857142857144,2.524285714285714,1.4179428571428572,1.3706285714285715,1.6116142857142857,2.329428571428571,1.6875,2.7709714285714284
33-2011.00,Firefighters,3.95,2.5371571428571427,1.3008,2.4518857142857144,3.361685714285714,1.6714285714285717,1.9984,3.5280000000000005,1.0357142857142856,1.0336571428571428,1.147857142857143,2.6414857142857144,1.8141714285714283,2.3357,3.285714285714286,2.1781,2.25,1.7385714285714284,2.0028571428571427,1.8034,2.944342857142857,1.7385714285714284,2.8977142857142857
33-2021.00,Fire Inspectors and Investigators,4.9,2.742142857142857,1.32,2.1376,3.197,1.75,1.7328571428571429,2.8850714285714285,1.0885714285714283,1.22,1.28,2.5190714285714284,2.3440000000000003,3.677028571428572,3.3761714285714284,2.6606000000000005,2.086428571428572,1.595,1.6063428571428573,2.176685714285714,3.1488714285714288,1.7857142857142856,3.1452
33-2022.00,Forest Fire Inspectors and Prevention Specialists,4.73,2.261857142857143,1.25,2.0260714285714285,2.7544,1.78,2.1296285714285714,3.567785714285715,1.0549142857142857,1.0885714285714283,1.1408,2.321485714285714,1.9829714285714284,2.3949714285714285,3.266885714285714,1.8885142857142856,2.1492,1.4017857142857142,1.6063428571428573,1.9652571428571428,2.736,1.837942857142857,2.6657714285714285
33-3011.00,Bailiffs,3.62,2.4287857142857145,1.0206285714285714,1.5624,2.3621714285714286,1.1734857142857142,1.416,3.592942857142857,1.0042857142857142,1.0042857142857142,1.0089285714285714,2.752,2.1491571428571428,2.295857142857143,3.289,2.265657142857143,2.105,1.1408,1.2142857142857144,1.857828571428572,2.856142857142857,1.0535714285714286,2.834357142857143
33-3012.00,Correctional Officers and Jailers,4.49,2.3399428571428573,1.077942857142857,1.7372285714285711,2.3098571428571426,1.655,2.1953714285714283,2.955542857142857,1.0442857142857145,1.0271428571428571,1.0535714285714286,2.117142857142857,2.4692285714285718,2.5985142857142858,2.675142857142857,1.9302857142857144,2.607142857142857,1.3785714285714286,1.5625,2.296685714285714,3.0126142857142857,1.4906285714285716,2.6578428571428576
33-3021.00,Detectives and Criminal Investigators,4.88,3.1172000000000004,1.1734857142857142,1.6683,1.897571428571429,1.5785714285714287,1.4909142857142856,2.7176,1.12,1.077942857142857,1.12,2.5265714285714287,2.7172,2.628114285714286,3.2701,2.8637714285714284,2.2308,1.3571428571428572,1.4542857142857144,2.067657142857142,3.3065714285714285,1.8057142857142856,3.783628571428572
33-3021.02,Police Identification and Records Officers,4.77,2.982485714285714,1.0549142857142857,1.8822857142857143,1.8661714285714288,1.6063428571428573,1.5442428571428573,2.7797,1.0089285714285714,1.0357142857142856,1.0549142857142857,2.122,2.4079,2.5276000000000005,3.2445714285714287,2.415857142857143,1.8571428571428568,1.268571428571429,1.5614285714285714,2.080457142857143,3.2797,1.302857142857143,3.4577714285714287
33-3021.06,Intelligence Analysts,5.0,3.8536000000000006,1.0357142857142856,1.4968571428571429,1.1749428571428573,1.7734857142857143,1.1078857142857144,2.6272,1.147857142857143,1.302857142857143,1.0357142857142856,1.839142857142857,2.9906571428571427,2.4198142857142857,3.1597,3.823771428571429,2.086428571428572,1.0020571428571428,1.147857142857143,2.303571428571429,2.92,1.8571428571428568,3.627
33-3031.00,Fish and Game Wardens,4.84,2.954957142857143,1.0549142857142857,2.124914285714285,2.4665142857142857,1.9842857142857144,1.585357142857143,3.3591571428571427,1.0357142857142856,1.4928571428571429,1.0664285714285715,2.2138857142857145,2.2335714285714285,3.492742857142857,3.4528571428571437,2.294857142857144,2.19,1.5892857142857142,1.7485714285714289,1.902,3.1792,1.9285714285714288,3.4330857142857147
33-3041.00,Parking Enforcement Workers,2.82,2.640571428571429,1.0206285714285714,1.7043714285714284,2.5392,1.3392000000000002,1.519342857142857,2.5464571428571428,1.0535714285714286,1.0135714285714286,1.0206285714285714,2.7316000000000003,2.2857142857142856,2.69,2.5983428571428573,2.2699,1.9642857142857144,1.32,1.4179428571428572,1.777,2.782,1.28,2.5393714285714286
33-3051.00,Police and Sheriff's Patrol Officers,4.22,3.0683,1.157142857142857,1.7816714285714288,2.2321,1.5614285714285714,1.5507142857142855,3.285142857142857,1.0535714285714286,1.0042857142857142,1.1339285714285714,2.929857142857143,2.631457142857143,3.1188571428571428,3.6550857142857143,2.6834,2.25,1.1071428571428572,1.4906285714285716,2.5030857142857146,3.3195428571428574,1.4928571428571429,3.527057142857143
33-3051.04,Customs and Border Protection Officers,5.0,3.617085714285714,1.12,2.453242857142857,2.3863142857142856,1.5508,1.7705428571428572,3.2736285714285707,1.0357142857142856,1.0442857142857145,1.0803571428571428,3.383714285714286,3.480585714285714,3.599657142857144,3.7864857142857145,3.4356857142857145,2.4035714285714285,1.3008,1.4435714285714285,2.4848,3.4531428571428573,1.4928571428571429,3.8392
33-3052.00,Transit and Railroad Police,4.96,2.7439714285714287,1.16,1.8073714285714289,1.546,1.7857142857142856,1.5394285714285716,2.7782285714285715,1.0664285714285715,1.22,1.16,1.953028571428572,2.068,2.261628571428571,2.4571428571428573,1.8388,2.19,1.231428571428571,1.5625,1.8674285714285717,3.5550000000000006,1.4435714285714285,2.7142857142857144
33-9011.00,Animal Control Workers,4.92,2.9890000000000003,1.0803571428571428,1.6063428571428573,2.2554857142857143,1.2857142857142856,1.9457142857142855,2.588857142857143,1.0020571428571428,1.0357142857142856,1.0549142857142857,2.3350857142857144,2.365,2.864285714285714,2.894285714285714,2.592914285714285,1.8571428571428568,1.1071428571428572,1.25,2.4522285714285714,3.4190571428571435,1.2857142857142856,3.198785714285714
33-9021.00,Private Detectives and Investigators,4.8,2.9832,1.1257142857142857,1.7945714285714285,1.7482857142857142,1.7734857142857143,1.7332,2.681971428571429,1.1071428571428572,1.1885714285714286,1.12,2.7507,2.6461428571428574,2.787785714285714,3.170285714285714,3.085942857142857,2.19,1.1339285714285714,1.1106285714285715,2.704085714285714,3.3,1.7200000000000002,3.4535714285714283
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,4.66,3.110028571428572,1.0549142857142857,2.3794000000000004,2.415,1.4821428571428572,1.4183285714285714,3.807742857142857,1.0206285714285714,1.0357142857142856,1.0549142857142857,2.933071428571429,3.1616571428571425,3.3632142857142857,3.510357142857143,2.628571428571429,2.729371428571429,1.335714285714286,1.4179428571428572,1.897542857142857,3.7054,1.4691999999999998,3.3321142857142854
33-9032.00,Security Guards,4.33,2.8126857142857142,1.0271428571428571,2.228585714285714,2.7525571428571425,1.1785714285714286,1.9384,2.604914285714285,1.0042857142857142,1.0442857142857145,1.0271428571428571,2.2272857142857143,3.065928571428572,2.728,3.358057142857142,2.512928571428572,2.0608,1.1785714285714286,1.4017857142857142,2.269,3.172514285714286,1.197142857142857,3.7975142857142856
33-9091.00,Crossing Guards and Flaggers,1.92,1.5252142857142856,1.0357142857142856,1.4443714285714284,1.4943428571428572,1.1106285714285715,1.1131428571428572,1.8930571428571428,1.0,1.0089285714285714,1.0206285714285714,1.5807857142857142,1.21,1.6308571428571428,1.6518285714285714,1.4867,1.7036571428571428,1.0089285714285714,1.0549142857142857,1.272,1.4480714285714285,1.0803571428571428,2.0368000000000004
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",4.18,1.8033142857142856,1.0135714285714286,1.585,2.272085714285714,1.1408,1.6878714285714287,2.575828571428572,1.0,1.0089285714285714,1.0020571428571428,1.7657142857142858,1.452142857142857,1.576257142857143,2.3621714285714286,1.4000857142857142,2.375,1.1885714285714286,1.2000000000000002,1.4278,2.434214285714286,1.197142857142857,2.254
33-9093.00,Transportation Security Screeners,3.85,1.734885714285714,1.1408,1.5852857142857144,2.1105714285714283,1.32,1.4422857142857142,2.198114285714285,1.062857142857143,1.1734857142857142,1.0885714285714283,1.7369285714285714,1.697142857142857,2.4052285714285717,2.923757142857143,1.7188285714285714,2.0608,1.5357142857142858,1.7200000000000002,1.4455,1.8989714285714283,1.4691999999999998,2.8906
33-9099.02,Retail Loss Prevention Specialists,4.38,3.5451428571428574,1.1885714285714286,2.0401714285714285,2.164771428571429,1.7857142857142856,1.6490714285714287,3.2411000000000003,1.0885714285714283,1.0407142857142857,1.231428571428571,2.4942714285714285,2.6212857142857144,3.474057142857144,3.3618,3.200885714285714,2.25,1.4435714285714285,1.5508,2.1894142857142858,3.213942857142857,1.8057142857142856,3.1918571428571423
35-1011.00,Chefs and Head Cooks,4.88,1.9657142857142855,2.086428571428572,1.814542857142857,2.0064,1.8571428571428568,2.7847285714285714,2.196871428571429,1.0357142857142856,1.6063428571428573,1.9842857142857144,2.0189285714285714,2.0260714285714285,2.114028571428572,2.6763285714285714,1.953828571428572,2.765714285714286,2.0028571428571427,1.7036571428571428,1.96,1.8401,1.8914285714285717,2.6794857142857147
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,3.07,1.778771428571429,1.8571428571428568,1.988628571428572,2.454014285714285,1.8571428571428568,2.3035,2.467085714285714,1.0089285714285714,1.12,1.7734857142857143,2.3845,2.4171428571428573,2.569642857142857,2.8453857142857144,2.160942857142857,2.645714285714285,1.7385714285714284,1.4435714285714285,2.604742857142857,2.0305,1.8914285714285717,3.1696
35-2011.00,"Cooks, Fast Food",1.63,1.5801142857142858,1.0271428571428571,1.1500857142857142,1.2457857142857145,1.1785714285714286,1.3773714285714287,1.4968,1.0,1.0135714285714286,1.0549142857142857,1.3869142857142858,1.345257142857143,1.2035428571428572,1.7307142857142854,1.2596857142857143,1.5207142857142857,1.1339285714285714,1.28,1.0865571428571428,1.3002,1.16,1.72
35-2012.00,"Cooks, Institution and Cafeteria",2.07,1.8774714285714285,1.6063428571428573,1.7529142857142856,1.948642857142857,1.4285714285714286,1.6152142857142855,2.22,1.0,1.2036571428571428,1.335714285714286,2.0336,1.2069142857142858,2.154642857142857,2.6008,1.7356142857142856,1.9085714285714288,1.7571428571428571,1.7208,1.2965714285714287,1.6881142857142857,1.4179428571428572,2.660285714285714
35-2013.00,"Cooks, Private Household",4.42,1.7963428571428572,1.7734857142857143,1.7817142857142856,1.5537571428571428,1.3571428571428572,2.2440571428571428,2.045714285714286,1.0135714285714286,1.32,1.51,1.68,1.517,1.863142857142857,2.330285714285714,1.3808,1.8571428571428568,1.335714285714286,1.4691999999999998,2.1118571428571427,1.5391428571428571,1.3571428571428572,2.701942857142857
35-2014.00,"Cooks, Restaurant",1.73,1.5520857142857143,1.25,1.1344,1.374657142857143,1.3706285714285715,1.174,1.5502857142857145,1.0,1.0442857142857145,1.231428571428571,1.4625,1.0507428571428572,1.3355714285714286,1.7085571428571429,1.047928571428571,1.8914285714285717,1.4435714285714285,1.4821428571428572,1.0435714285714286,1.0380714285714283,1.302857142857143,1.5610000000000002
35-2015.00,"Cooks, Short Order",1.14,1.999428571428572,1.231428571428571,1.6345857142857143,1.6135142857142857,1.12,1.1663428571428571,1.5950285714285712,1.0,1.0,1.1071428571428572,1.7683999999999995,1.1225714285714286,1.828,1.8299,1.3172,1.7036571428571428,1.289285714285714,1.289285714285714,1.0066285714285714,1.1313,1.22,2.117714285714285
35-2021.00,Food Preparation Workers,1.99,1.4633714285714283,1.0357142857142856,1.8735142857142857,1.5742857142857145,1.2142857142857144,1.407657142857143,1.8728714285714283,1.0,1.0,1.0357142857142856,1.3999857142857142,1.104342857142857,1.9065000000000003,1.9065714285714288,1.3272571428571427,1.4028571428571428,1.28,1.268571428571429,1.170057142857143,1.2962142857142858,1.1734857142857142,2.3188000000000004
35-3011.00,Bartenders,1.97,1.5986285714285715,1.4179428571428572,1.7479,1.8196857142857144,1.3571428571428572,2.245857142857143,1.8251,1.0089285714285714,1.0,1.3571428571428572,1.8724857142857143,1.4597857142857142,1.7820999999999998,2.1327,1.495428571428571,1.8571428571428568,1.335714285714286,1.2857142857142856,1.4646,1.6945714285714286,1.3785714285714286,2.0216285714285718
35-3023.00,Fast Food and Counter Workers,2.02,1.4633857142857143,1.12,1.1472,1.309414285714286,1.231428571428571,1.0950857142857142,1.5908571428571427,1.0020571428571428,1.0,1.0357142857142856,1.3031714285714286,1.4071,1.24,1.436114285714286,1.2664,1.604285714285714,1.0885714285714283,1.231428571428571,1.0539142857142858,1.1722,1.2036571428571428,1.949757142857143
35-3023.01,Baristas,2.5,1.5492571428571429,1.1408,1.6610285714285715,1.7336999999999998,1.147857142857143,1.7559999999999998,1.9491714285714288,1.0,1.0042857142857142,1.12,1.8599714285714288,1.4482285714285714,1.5391714285714286,2.3750857142857145,1.3636,1.7142857142857144,1.335714285714286,1.51,1.24,1.4602,1.1339285714285714,1.986
35-3031.00,Waiters and Waitresses,1.81,1.342,1.0803571428571428,1.4597857142857142,1.5293285714285716,1.2142857142857144,1.2570285714285714,1.7094571428571428,1.0020571428571428,1.0,1.0549142857142857,2.167957142857143,1.7457142857142856,1.7907142857142857,2.584,1.2847428571428572,1.7485714285714289,1.2464285714285714,1.16,1.0918714285714286,1.0237714285714286,1.197142857142857,1.8431428571428567
35-3041.00,"Food Servers, Nonrestaurant",2.73,2.047357142857143,1.1257142857142857,1.3661714285714286,2.0076,1.1785714285714286,1.7872,2.2781714285714285,1.0020571428571428,1.0442857142857145,1.1257142857142857,1.719085714285714,1.6814285714285715,2.0227857142857144,3.0618,2.0168,1.5625,1.32,1.2208,1.3434,1.6802,1.16,2.761128571428572
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,1.77,1.5828000000000002,1.16,1.4384285714285716,1.4073142857142855,1.16,1.6369714285714283,1.5978571428571429,1.0020571428571428,1.0042857142857142,1.197142857142857,1.8033,1.8772,1.4363571428571429,2.1809857142857143,1.3922285714285714,1.5693714285714286,1.2142857142857144,1.24,1.2585142857142857,1.322542857142857,1.16,1.9730714285714288
35-9021.00,Dishwashers,2.14,1.2413571428571428,1.0357142857142856,1.3371142857142857,1.4642,1.1106285714285715,1.4067142857142856,1.6399,1.0,1.0,1.0357142857142856,1.6204,1.2252857142857143,1.5206428571428572,1.6699714285714289,1.286,1.4285714285714286,1.394285714285714,1.4285714285714286,1.2464285714285714,1.1676714285714285,1.1106285714285715,1.391142857142857
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1.58,1.6090000000000002,1.0020571428571428,1.5546285714285717,1.5215,1.25,1.3996285714285714,1.7813714285714288,1.0,1.0,1.0020571428571428,1.9364571428571429,1.2522571428571427,1.4929,2.2198,1.264657142857143,1.6391999999999998,1.1428571428571428,1.0803571428571428,1.1142857142857143,1.3380999999999998,1.1734857142857142,1.9438
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,4.61,2.599557142857143,1.75,2.314114285714286,3.2819714285714285,1.4179428571428572,2.524342857142857,2.7082,1.0,1.1885714285714286,1.4928571428571429,2.726714285714285,2.483514285714286,2.5235000000000003,2.868785714285714,2.056,2.2471428571428573,1.7485714285714289,1.3571428571428572,2.5457714285714284,2.199714285714286,1.5508,3.0388571428571427
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4.1,2.429942857142857,1.7734857142857143,2.058985714285714,2.7512,1.7734857142857143,2.7527714285714286,2.9727428571428574,1.0664285714285715,1.3392000000000002,1.4017857142857142,2.495857142857143,1.716857142857143,2.7706714285714287,2.8689142857142858,1.81,2.607142857142857,1.872228571428572,1.8571428571428568,1.8426285714285715,2.5,1.7734857142857143,2.900114285714285
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",3.37,1.964114285714286,1.0442857142857145,1.7009714285714284,2.1895,1.197142857142857,1.7458285714285715,2.354971428571429,1.0089285714285714,1.0020571428571428,1.0271428571428571,1.8888,1.6511999999999998,1.7905000000000002,2.184342857142857,1.6475142857142857,1.5625,1.2142857142857144,1.3571428571428572,1.3458,1.762,1.157142857142857,2.2210714285714284
37-2012.00,Maids and Housekeeping Cleaners,1.59,1.5515714285714286,1.1106285714285715,1.2241142857142857,1.5787857142857142,1.1428571428571428,1.3744,1.715,1.0,1.0042857142857142,1.0549142857142857,1.3816857142857142,1.098742857142857,1.5022000000000002,1.6326571428571426,1.2465,1.5,1.25,1.197142857142857,1.0632,1.448,1.1428571428571428,1.8473
37-2021.00,Pest Control Workers,1.66,1.9876571428571428,1.32,1.7879142857142858,2.728,1.7036571428571428,1.5717142857142856,2.5265285714285715,1.0,1.157142857142857,1.32,1.6541714285714286,1.3042857142857145,1.9614,2.8283,1.6164571428571428,2.1228571428571428,1.5508,1.7857142857142856,1.5342857142857145,2.176685714285714,1.4628571428571429,2.7112857142857143
37-3011.00,Landscaping and Groundskeeping Workers,1.5,1.372,1.0357142857142856,1.4515,2.029,1.2036571428571428,1.1996142857142855,1.79,1.0,1.0089285714285714,1.0020571428571428,1.6450285714285715,1.0107142857142857,2.0338857142857147,1.9502285714285716,1.2742857142857142,1.4028571428571428,1.2857142857142856,1.5625,1.0624,1.1112857142857142,1.2036571428571428,2.080857142857143
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",2.64,2.0385142857142857,1.157142857142857,1.9504,2.626657142857143,1.32,1.8386428571428568,2.9897714285714283,1.0,1.0135714285714286,1.12,2.108414285714286,1.3480857142857143,2.224,2.7501,1.6994,1.7385714285714284,1.4435714285714285,1.822857142857143,1.606042857142857,2.542428571428572,1.32,2.518
37-3013.00,Tree Trimmers and Pruners,1.93,1.789942857142857,1.1257142857142857,2.028928571428572,3.6981428571428574,1.3571428571428572,1.5659714285714286,2.902857142857143,1.0,1.0206285714285714,1.1257142857142857,2.185142857142857,1.0653714285714286,2.262857142857144,2.5686285714285715,1.6217714285714286,1.9085714285714288,1.655,2.1228571428571428,1.178,1.2965285714285717,1.231428571428571,2.674957142857143
39-1013.00,First-Line Supervisors of Gambling Services Workers,4.6,1.9193,1.1408,1.3574142857142857,1.4995428571428573,1.7485714285714289,1.1786,1.8614285714285717,1.157142857142857,1.062857142857143,1.157142857142857,1.7476285714285715,2.1438,2.154785714285714,1.9548,1.5518714285714283,2.4893714285714283,1.24,1.394285714285714,1.7047857142857143,1.9861428571428568,1.7200000000000002,2.1907428571428573
39-1022.00,First-Line Supervisors of Personal Service Workers,4.43,2.294442857142857,1.32,1.7986,2.3588571428571425,1.822857142857143,1.710942857142857,2.752685714285714,1.0089285714285714,1.157142857142857,1.3008,2.295,2.5610285714285714,2.609228571428571,3.212457142857143,2.092842857142857,2.1635714285714283,1.5785714285714287,1.3785714285714286,2.4432,2.4731714285714284,1.822857142857143,3.1426857142857143
39-2011.00,Animal Trainers,3.81,1.6784142857142856,1.25,1.495,1.4554,1.7036571428571428,1.7435999999999998,2.2222857142857144,1.0020571428571428,1.1071428571428572,1.1607142857142858,2.529428571428572,1.5508,1.8792,2.7000571428571427,1.567857142857143,2.06,1.3392000000000002,1.2142857142857144,1.9131142857142855,2.1963285714285714,1.7036571428571428,2.474
39-2021.00,Animal Caretakers,3.37,2.197,1.0942857142857143,1.5107428571428572,1.9872142857142856,1.28,1.5172428571428571,2.54,1.0089285714285714,1.0,1.0803571428571428,1.8964571428571428,1.6396571428571427,1.735085714285714,2.4534,1.4483142857142857,1.872228571428572,1.2142857142857144,1.1734857142857142,1.5383285714285713,1.9767142857142856,1.2592,2.5354857142857146
39-3011.00,Gambling Dealers,2.01,1.3718,1.0089285714285714,1.039928571428571,1.1192285714285717,1.062857142857143,1.1769142857142858,1.3326142857142855,1.0,1.0,1.0357142857142856,1.4851,1.0677571428571428,1.450214285714286,1.4968571428571429,1.1562142857142856,1.8571428571428568,1.0885714285714283,1.077942857142857,1.0643285714285715,1.1565857142857143,1.0992,1.7012285714285715
39-3012.00,Gambling and Sports Book Writers and Runners,1.51,2.2064,1.0942857142857143,1.3041857142857145,1.6194,1.22,1.2943428571428572,1.938542857142857,1.0206285714285714,1.0020571428571428,1.12,1.4777285714285713,1.5699999999999998,1.6058285714285714,1.9765,1.2937714285714286,1.9449142857142856,1.2036571428571428,1.25,1.572142857142857,1.453,1.1257142857142857,2.3870000000000005
39-3021.00,Motion Picture Projectionists,3.55,1.5617714285714286,1.0357142857142856,1.1714285714285717,2.084257142857143,1.2000000000000002,1.2622857142857145,2.082228571428572,1.0336571428571428,1.2036571428571428,1.0,1.4542857142857142,2.341228571428571,1.3594285714285714,1.8130857142857144,1.2185857142857142,1.7734857142857143,1.655,1.9085714285714288,1.2484,1.256857142857143,1.1792,2.1766
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",2.28,1.3318857142857143,1.0,1.3007714285714285,1.5015999999999998,1.197142857142857,1.306857142857143,1.5335714285714286,1.0206285714285714,1.0135714285714286,1.0,1.4609142857142856,1.4565714285714286,1.3168,1.9814857142857143,1.2555428571428573,1.655,1.231428571428571,1.25,1.3413142857142857,1.525,1.197142857142857,2.0059714285714287
39-3091.00,Amusement and Recreation Attendants,2.45,1.8254857142857144,1.0271428571428571,1.2155285714285713,2.194514285714286,1.16,1.2129142857142856,1.6325714285714286,1.0089285714285714,1.0042857142857142,1.0,1.6753714285714287,1.6592,1.705657142857143,1.8136,1.3923142857142856,1.6391999999999998,1.1734857142857142,1.4435714285714285,1.409642857142857,1.5881714285714286,1.16,1.8405
39-3092.00,Costume Attendants,3.84,1.8866,1.197142857142857,1.7882285714285715,1.8328571428571427,1.2592,1.650857142857143,2.096457142857143,1.0,1.3392000000000002,1.1734857142857142,1.874342857142857,1.384,1.3098857142857143,2.485257142857143,1.5177,1.9085714285714288,1.2142857142857144,1.157142857142857,1.3538285714285714,1.6150285714285717,1.345,2.6936857142857145
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",1.18,1.1982142857142857,1.0178571428571428,1.0845714285714283,1.210457142857143,1.0,1.2785714285714285,1.5766142857142855,1.0,1.0089285714285714,1.0,1.7039285714285717,1.049942857142857,1.3390857142857144,1.6171428571428572,1.09,1.595,1.0089285714285714,1.0549142857142857,1.042,1.0382857142857145,1.0206285714285714,2.1562
39-4011.00,Embalmers,4.65,3.006,1.1785714285714286,1.9686857142857144,2.185,1.3392000000000002,1.6806285714285716,3.004,1.0089285714285714,1.268571428571429,1.16,2.3716,1.866142857142857,3.0541714285714288,3.0551857142857144,1.91,1.8914285714285717,1.335714285714286,1.5300000000000002,1.9093714285714287,3.0508714285714285,1.3392000000000002,2.5484
39-4021.00,Funeral Attendants,3.28,1.524571428571429,1.0442857142857145,1.2473714285714286,1.7257142857142858,1.231428571428571,1.3410857142857142,2.021871428571429,1.0089285714285714,1.0549142857142857,1.0442857142857145,1.5610142857142857,1.4221428571428572,1.6037428571428571,1.9421714285714289,1.3785142857142856,1.8571428571428568,1.2142857142857144,1.28,1.3931714285714287,1.8207,1.1106285714285715,2.2342857142857144
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3.67,2.3691714285714287,1.5357142857142858,1.6568571428571426,1.8650285714285717,1.8571428571428568,2.1883142857142857,1.8583571428571428,1.0206285714285714,1.4691999999999998,1.6063428571428573,2.2408,2.276714285714286,2.2909,2.1268,1.6055,1.9657142857142855,1.5357142857142858,1.6875,2.793571428571428,2.9524285714285714,1.8728571428571428,2.9839
39-5011.00,Barbers,1.6,1.745,1.16,1.4315714285714285,1.7972285714285716,1.0942857142857143,1.2886,1.529,1.0,1.2000000000000002,1.12,2.0292285714285714,1.0344,1.9051428571428568,1.5248000000000002,1.4834285714285715,1.7385714285714284,1.2036571428571428,1.2142857142857144,1.1186857142857145,1.1014285714285714,1.0664285714285715,1.819542857142857
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",2.2,1.5103428571428572,1.1408,1.6336,1.4481857142857144,1.3785714285714286,1.5442857142857145,2.0782857142857143,1.0206285714285714,1.4028571428571428,1.0535714285714286,1.4620000000000002,1.713142857142857,1.5942142857142858,1.9975428571428568,1.8257142857142856,1.8571428571428568,1.0885714285714283,1.231428571428571,1.6393714285714287,2.088442857142857,1.4017857142857142,2.0323
39-5091.00,"Makeup Artists, Theatrical and Performance",4.79,1.8635714285714289,1.6875,1.6156,1.86,1.4542857142857144,2.243142857142857,2.549428571428572,1.0206285714285714,1.4691999999999998,1.8057142857142856,1.8820714285714288,1.520342857142857,1.5825,1.896,1.444,1.9842857142857144,1.4249999999999998,1.1785714285714286,2.184,2.110857142857143,1.4179428571428572,2.979714285714285
39-5092.00,Manicurists and Pedicurists,1.25,1.1224,1.0357142857142856,1.1901428571428572,1.399,1.25,1.3114428571428571,1.1099428571428571,1.0,1.0357142857142856,1.0206285714285714,1.6806,1.15,1.268457142857143,1.3138571428571428,1.0394285714285714,1.4906285714285716,1.147857142857143,1.062857142857143,1.120342857142857,1.1789142857142858,1.25,1.415
39-5093.00,Shampooers,1.29,1.5667428571428572,1.0206285714285714,1.546,1.7704,1.0535714285714286,1.32,2.3602857142857143,1.0,1.0042857142857142,1.0271428571428571,1.542142857142857,1.1028571428571428,1.3370714285714285,1.772757142857143,1.3283285714285715,1.595,1.0442857142857145,1.2592,1.390342857142857,1.3177714285714286,1.0535714285714286,1.6949285714285716
39-5094.00,Skincare Specialists,3.29,1.6438,1.1071428571428572,1.7911428571428571,2.2271714285714284,1.394285714285714,1.7891714285714286,3.4182857142857146,1.0135714285714286,1.25,1.0535714285714286,2.4228571428571426,1.8928000000000005,2.218,2.4149571428571432,1.5182571428571427,2.0028571428571427,1.2208,1.2592,2.4417142857142853,1.4648285714285714,1.335714285714286,2.245857142857143
39-6011.00,Baggage Porters and Bellhops,2.71,2.169142857142857,1.1257142857142857,1.6849428571428573,2.683814285714286,1.32,1.6184571428571428,2.4490857142857143,1.0089285714285714,1.0042857142857142,1.1257142857142857,2.2427714285714284,1.7347,1.933428571428572,2.894428571428572,1.7186285714285714,1.604285714285714,1.231428571428571,1.4179428571428572,1.5189714285714286,2.1594,1.302857142857143,3.0746
