O*NET-SOC Code,Title,Alias
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Category: Legal & Government
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Legal and Government
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Legal & Government
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Legal&Government
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Janitors and Cleaners Except Maids and Housekeeping Cleaners
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Janitors and Cleaners, Except Maids and Housekeeping Cleaner"
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Janitors & Cleaners, Except Maids & Housekeeping Cleaners"
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Janitors / Cleaners, Except Maids / Housekeeping Cleaners"
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Category: Business & Management
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Business and Management
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Business & Management
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Business&Management
37-2012.00,Maids and Housekeeping Cleaners,M.H.C.
37-2012.00,Maids and Housekeeping Cleaners,MHC
37-2012.00,Maids and Housekeeping Cleaners,Maids and Housekeeping Cleaner
37-2012.00,Maids and Housekeeping Cleaners,Maids & Housekeeping Cleaners
37-2012.00,Maids and Housekeeping Cleaners,Maids / Housekeeping Cleaners
37-2012.00,Maids and Housekeeping Cleaners,Category: Healthcare
37-2012.00,Maids and Housekeeping Cleaners,Healthcare
37-2019.00,"Building Cleaning Workers, All Other",B.C.W.A.O.
37-2019.00,"Building Cleaning Workers, All Other",BCWAO
37-2019.00,"Building Cleaning Workers, All Other","Building Cleaning Workers, All Others"
37-2019.00,"Building Cleaning Workers, All Other",Building Cleaning Workers All Other
37-2019.00,"Building Cleaning Workers, All Other",Category: Other
37-2019.00,"Building Cleaning Workers, All Other",Other
37-2021.00,Pest Control Workers,P.C.W.
37-2021.00,Pest Control Workers,PCW
37-2021.00,Pest Control Workers,Category: Engineering
37-2021.00,Pest Control Workers,Pest Control Worker
37-2021.00,Pest Control Workers,Engineering
37-3011.00,Landscaping and Groundskeeping Workers,L.G.W.
37-3011.00,Landscaping and Groundskeeping Workers,LGW
37-3011.00,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Worker
37-3011.00,Landscaping and Groundskeeping Workers,Landscaping & Groundskeeping Workers
37-3011.00,Landscaping and Groundskeeping Workers,Landscaping / Groundskeeping Workers
37-3011.00,Landscaping and Groundskeeping Workers,Category: Manufacturing
37-3011.00,Landscaping and Groundskeeping Workers,Manufacturing
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",P.H.S.A.V.
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",PHSAV
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation","Pesticide Handlers, Sprayers, and Applicators, Vegetations"
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation","Pesticide Handlers, Sprayers, & Applicators, Vegetation"
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation","Pesticide Handlers, Sprayers, / Applicators, Vegetation"
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Pesticide Handlers Sprayers and Applicators Vegetation
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Category: Engineering
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Engineering
37-3013.00,Tree Trimmers and Pruners,T.T.P.
37-3013.00,Tree Trimmers and Pruners,TTP
37-3013.00,Tree Trimmers and Pruners,Tree Trimmers and Pruner
37-3013.00,Tree Trimmers and Pruners,Tree Trimmers & Pruners
37-3013.00,Tree Trimmers and Pruners,Tree Trimmers / Pruners
37-3013.00,Tree Trimmers and Pruners,Category: Healthcare
37-3013.00,Tree Trimmers and Pruners,Healthcare
37-3019.00,"Grounds Maintenance Workers, All Other",G.M.W.A.O.
37-3019.00,"Grounds Maintenance Workers, All Other",GMWAO
37-3019.00,"Grounds Maintenance Workers, All Other","Grounds Maintenance Workers, All Others"
37-3019.00,"Grounds Maintenance Workers, All Other",Grounds Maintenance Workers All Other
37-3019.00,"Grounds Maintenance Workers, All Other",Category: Other
37-3019.00,"Grounds Maintenance Workers, All Other",Other
39-1013.00,First-Line Supervisors of Gambling Services Workers,First-Line Supervisors of Gambling Services Worker
39-1013.00,First-Line Supervisors of Gambling Services Workers,First-Line Sups of Gambling Services Workers
39-1013.00,First-Line Supervisors of Gambling Services Workers,Category: Hospitality & Food
39-1013.00,First-Line Supervisors of Gambling Services Workers,Hospitality and Food
39-1013.00,First-Line Supervisors of Gambling Services Workers,Hospitality & Food
39-1013.00,First-Line Supervisors of Gambling Services Workers,Hospitality&Food
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",First-Line Supervisors of Entertainment and Recreation Workers Except Gambling Services
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services","First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Service"
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services","First-Line Supervisors of Entertainment & Recreation Workers, Except Gambling Services"
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services","First-Line Supervisors of Entertainment / Recreation Workers, Except Gambling Services"
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services","First-Line Sups of Entertainment and Recreation Workers, Except Gambling Services"
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Category: Business & Management
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Business and Management
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Business & Management
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Business&Management
39-1022.00,First-Line Supervisors of Personal Service Workers,First-Line Supervisors of Personal Service Worker
39-1022.00,First-Line Supervisors of Personal Service Workers,First-Line Sups of Personal Service Workers
39-1022.00,First-Line Supervisors of Personal Service Workers,Category: Business & Management
39-1022.00,First-Line Supervisors of Personal Service Workers,Business and Management
39-1022.00,First-Line Supervisors of Personal Service Workers,Business & Management
39-1022.00,First-Line Supervisors of Personal Service Workers,Business&Management
39-2011.00,Animal Trainers,A.T.
39-2011.00,Animal Trainers,AT
39-2011.00,Animal Trainers,Category: Information Technology
39-2011.00,Animal Trainers,Information Technology
39-2011.00,Animal Trainers,InformationTechnology
39-2011.00,Animal Trainers,Animal Trainer
39-2021.00,Animal Caretakers,A.C.
39-2021.00,Animal Caretakers,AC
39-2021.00,Animal Caretakers,Category: Agriculture
39-2021.00,Animal Caretakers,Animal Caretaker
39-2021.00,Animal Caretakers,Agriculture
39-3011.00,Gambling Dealers,G.D.
39-3011.00,Gambling Dealers,GD
39-3011.00,Gambling Dealers,Category: Other
39-3011.00,Gambling Dealers,Gambling Dealer
39-3011.00,Gambling Dealers,Other
39-3012.00,Gambling and Sports Book Writers and Runners,G.S.B.W.R.
39-3012.00,Gambling and Sports Book Writers and Runners,GSBWR
39-3012.00,Gambling and Sports Book Writers and Runners,Gambling and Sports Book Writers and Runner
39-3012.00,Gambling and Sports Book Writers and Runners,Gambling & Sports Book Writers & Runners
39-3012.00,Gambling and Sports Book Writers and Runners,Gambling / Sports Book Writers / Runners
39-3012.00,Gambling and Sports Book Writers and Runners,Category: Arts & Media
39-3012.00,Gambling and Sports Book Writers and Runners,Arts and Media
39-3012.00,Gambling and Sports Book Writers and Runners,Arts & Media
39-3012.00,Gambling and Sports Book Writers and Runners,Arts&Media
39-3019.00,"Gambling Service Workers, All Other",G.S.W.A.O.
39-3019.00,"Gambling Service Workers, All Other",GSWAO
39-3019.00,"Gambling Service Workers, All Other","Gambling Service Workers, All Others"
39-3019.00,"Gambling Service Workers, All Other",Gambling Service Workers All Other
39-3019.00,"Gambling Service Workers, All Other",Category: Other
39-3019.00,"Gambling Service Workers, All Other",Other
39-3021.00,Motion Picture Projectionists,M.P.P.
39-3021.00,Motion Picture Projectionists,MPP
39-3021.00,Motion Picture Projectionists,Motion Picture Projectionist
39-3021.00,Motion Picture Projectionists,Category: Manufacturing
39-3021.00,Motion Picture Projectionists,Manufacturing
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",U.L.A.T.T.
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",ULATT
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers","Ushers, Lobby Attendants, and Ticket Taker"
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Ushers Lobby Attendants and Ticket Takers
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers","Ushers, Lobby Attendants, & Ticket Takers"
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers","Ushers, Lobby Attendants, / Ticket Takers"
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Category: Other
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Other
39-3091.00,Amusement and Recreation Attendants,A.R.A.
39-3091.00,Amusement and Recreation Attendants,ARA
39-3091.00,Amusement and Recreation Attendants,Amusement and Recreation Attendant
39-3091.00,Amusement and Recreation Attendants,Amusement & Recreation Attendants
39-3091.00,Amusement and Recreation Attendants,Amusement / Recreation Attendants
39-3091.00,Amusement and Recreation Attendants,Category: Other
39-3091.00,Amusement and Recreation Attendants,Other
39-3092.00,Costume Attendants,C.A.
39-3092.00,Costume Attendants,CA
39-3092.00,Costume Attendants,Costume Attendant
39-3092.00,Costume Attendants,Category: Other
39-3092.00,Costume Attendants,Other
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants","Locker Room, Coatroom, and Dressing Room Attendant"
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Locker Room Coatroom and Dressing Room Attendants
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants","Locker Room, Coatroom, & Dressing Room Attendants"
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants","Locker Room, Coatroom, / Dressing Room Attendants"
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Category: Other
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Other
39-3099.00,"Entertainment Attendants and Related Workers, All Other","Entertainment Attendants and Related Workers, All Others"
39-3099.00,"Entertainment Attendants and Related Workers, All Other",Entertainment Attendants and Related Workers All Other
39-3099.00,"Entertainment Attendants and Related Workers, All Other","Entertainment Attendants & Related Workers, All Other"
39-3099.00,"Entertainment Attendants and Related Workers, All Other","Entertainment Attendants / Related Workers, All Other"
39-3099.00,"Entertainment Attendants and Related Workers, All Other",Category: Other
39-3099.00,"Entertainment Attendants and Related Workers, All Other",Other
39-4011.00,Embalmers,Category: Legal & Government
39-4011.00,Embalmers,Legal and Government
39-4011.00,Embalmers,Legal & Government
39-4011.00,Embalmers,Legal&Government
39-4011.00,Embalmers,Embalmer
39-4012.00,Crematory Operators,C.O.
39-4012.00,Crematory Operators,CO
39-4012.00,Crematory Operators,Crematory Operator
39-4012.00,Crematory Operators,Category: Other
39-4012.00,Crematory Operators,Other
39-4021.00,Funeral Attendants,F.A.
39-4021.00,Funeral Attendants,FA
39-4021.00,Funeral Attendants,Funeral Attendant
39-4021.00,Funeral Attendants,Category: Other
39-4021.00,Funeral Attendants,Other
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",M.U.F.A.
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",MUFA
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers","Morticians, Undertakers, and Funeral Arranger"
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Morticians Undertakers and Funeral Arrangers
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers","Morticians, Undertakers, & Funeral Arrangers"
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers","Morticians, Undertakers, / Funeral Arrangers"
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Category: Transportation
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Transportation
39-5011.00,Barbers,Category: Other
39-5011.00,Barbers,Barber
39-5011.00,Barbers,Other
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",H.H.C.
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",HHC
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists","Hairdressers, Hairstylists, and Cosmetologist"
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Hairdressers Hairstylists and Cosmetologists
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists","Hairdressers, Hairstylists, & Cosmetologists"
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists","Hairdressers, Hairstylists, / Cosmetologists"
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Category: Other
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Other
39-5091.00,"Makeup Artists, Theatrical and Performance",M.A.T.P.
39-5091.00,"Makeup Artists, Theatrical and Performance",MATP
39-5091.00,"Makeup Artists, Theatrical and Performance","Makeup Artists, Theatrical and Performances"
39-5091.00,"Makeup Artists, Theatrical and Performance",Makeup Artists Theatrical and Performance
39-5091.00,"Makeup Artists, Theatrical and Performance","Makeup Artists, Theatrical & Performance"
39-5091.00,"Makeup Artists, Theatrical and Performance","Makeup Artists, Theatrical / Performance"
39-5091.00,"Makeup Artists, Theatrical and Performance",Category: Arts & Media
39-5091.00,"Makeup Artists, Theatrical and Performance",Arts and Media
39-5091.00,"Makeup Artists, Theatrical and Performance",Arts & Media
39-5091.00,"Makeup Artists, Theatrical and Performance",Arts&Media
39-5092.00,Manicurists and Pedicurists,M.P.
39-5092.00,Manicurists and Pedicurists,MP
39-5092.00,Manicurists and Pedicurists,Manicurists and Pedicurist
39-5092.00,Manicurists and Pedicurists,Manicurists & Pedicurists
39-5092.00,Manicurists and Pedicurists,Manicurists / Pedicurists
39-5092.00,Manicurists and Pedicurists,Category: Other
39-5092.00,Manicurists and Pedicurists,Other
39-5093.00,Shampooers,Category: Other
39-5093.00,Shampooers,Shampooer
39-5093.00,Shampooers,Other
39-5094.00,Skincare Specialists,S.S.
39-5094.00,Skincare Specialists,SS
39-5094.00,Skincare Specialists,Skincare Specialist
39-5094.00,Skincare Specialists,Category: Other
39-5094.00,Skincare Specialists,Skincare Specs
39-5094.00,Skincare Specialists,Skincare
39-5094.00,Skincare Specialists,Other
39-6011.00,Baggage Porters and Bellhops,B.P.B.
39-6011.00,Baggage Porters and Bellhops,BPB
39-6011.00,Baggage Porters and Bellhops,Baggage Porters and Bellhop
39-6011.00,Baggage Porters and Bellhops,Baggage Porters & Bellhops
39-6011.00,Baggage Porters and Bellhops,Baggage Porters / Bellhops
39-6011.00,Baggage Porters and Bellhops,Category: Transportation
39-6011.00,Baggage Porters and Bellhops,Transportation
39-6012.00,Concierges,Category: Transportation
39-6012.00,Concierges,Transportation
39-6012.00,Concierges,Concierge
39-7011.00,Tour Guides and Escorts,T.G.E.
39-7011.00,Tour Guides and Escorts,TGE
39-7011.00,Tour Guides and Escorts,Tour Guides and Escort
39-7011.00,Tour Guides and Escorts,Tour Guides & Escorts
39-7011.00,Tour Guides and Escorts,Tour Guides / Escorts
39-7011.00,Tour Guides and Escorts,Category: Other
39-7011.00,Tour Guides and Escorts,Other
39-7012.00,Travel Guides,T.G.
39-7012.00,Travel Guides,TG
39-7012.00,Travel Guides,Category: Other
39-7012.00,Travel Guides,Travel Guide
39-7012.00,Travel Guides,Other
39-9011.00,Childcare Workers,C.W.
39-9011.00,Childcare Workers,CW
39-9011.00,Childcare Workers,Category: Education
39-9011.00,Childcare Workers,Childcare Worker
39-9011.00,Childcare Workers,Education
39-9011.01,Nannies,Category: Science & Research
39-9011.01,Nannies,Science and Research
39-9011.01,Nannies,Science & Research
39-9011.01,Nannies,Science&Research
39-9011.01,Nannies,Nanny
39-9031.00,Exercise Trainers and Group Fitness Instructors,E.T.G.F.I.
39-9031.00,Exercise Trainers and Group Fitness Instructors,ETGFI
39-9031.00,Exercise Trainers and Group Fitness Instructors,Exercise Trainers and Group Fitness Instructor
39-9031.00,Exercise Trainers and Group Fitness Instructors,Exercise Trainers & Group Fitness Instructors
39-9031.00,Exercise Trainers and Group Fitness Instructors,Exercise Trainers / Group Fitness Instructors
39-9031.00,Exercise Trainers and Group Fitness Instructors,Category: Education
39-9031.00,Exercise Trainers and Group Fitness Instructors,Education
39-9032.00,Recreation Workers,R.W.
39-9032.00,Recreation Workers,RW
39-9032.00,Recreation Workers,Category: Finance & Accounting
39-9032.00,Recreation Workers,Finance and Accounting
39-9032.00,Recreation Workers,Finance & Accounting
39-9032.00,Recreation Workers,Finance&Accounting
39-9032.00,Recreation Workers,Recreation Worker
39-9041.00,Residential Advisors,R.A.
39-9041.00,Residential Advisors,RA
39-9041.00,Residential Advisors,Category: Education
39-9041.00,Residential Advisors,Residential Advisor
39-9041.00,Residential Advisors,Education
39-9099.00,"Personal Care and Service Workers, All Other","Personal Care and Service Workers, All Others"
39-9099.00,"Personal Care and Service Workers, All Other",Personal Care and Service Workers All Other
39-9099.00,"Personal Care and Service Workers, All Other","Personal Care & Service Workers, All Other"
39-9099.00,"Personal Care and Service Workers, All Other","Personal Care / Service Workers, All Other"
39-9099.00,"Personal Care and Service Workers, All Other",Category: Other
39-9099.00,"Personal Care and Service Workers, All Other",Other
41-1011.00,First-Line Supervisors of Retail Sales Workers,First-Line Supervisors of Retail Sales Worker
41-1011.00,First-Line Supervisors of Retail Sales Workers,First-Line Sups of Retail Sales Workers
41-1011.00,First-Line Supervisors of Retail Sales Workers,Category: Finance & Accounting
41-1011.00,First-Line Supervisors of Retail Sales Workers,Finance and Accounting
41-1011.00,First-Line Supervisors of Retail Sales Workers,Finance & Accounting
41-1011.00,First-Line Supervisors of Retail Sales Workers,Finance&Accounting
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,First-Line Supervisors of Non-Retail Sales Worker
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,First-Line Sups of Non-Retail Sales Workers
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Category: Finance & Accounting
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Finance and Accounting
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Finance & Accounting
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Finance&Accounting
41-2011.00,Cashiers,Category: Finance & Accounting
41-2011.00,Cashiers,Finance and Accounting
41-2011.00,Cashiers,Finance & Accounting
41-2011.00,Cashiers,Finance&Accounting
41-2011.00,Cashiers,Cashier
41-2012.00,Gambling Change Persons and Booth Cashiers,G.C.P.B.C.
41-2012.00,Gambling Change Persons and Booth Cashiers,GCPBC
41-2012.00,Gambling Change Persons and Booth Cashiers,Gambling Change Persons and Booth Cashier
41-2012.00,Gambling Change Persons and Booth Cashiers,Gambling Change Persons & Booth Cashiers
41-2012.00,Gambling Change Persons and Booth Cashiers,Gambling Change Persons / Booth Cashiers
41-2012.00,Gambling Change Persons and Booth Cashiers,Category: Finance & Accounting
41-2012.00,Gambling Change Persons and Booth Cashiers,Finance and Accounting
41-2012.00,Gambling Change Persons and Booth Cashiers,Finance & Accounting
41-2012.00,Gambling Change Persons and Booth Cashiers,Finance&Accounting
41-2021.00,Counter and Rental Clerks,C.R.C.
41-2021.00,Counter and Rental Clerks,CRC
41-2021.00,Counter and Rental Clerks,Counter and Rental Clerk
41-2021.00,Counter and Rental Clerks,Counter & Rental Clerks
41-2021.00,Counter and Rental Clerks,Counter / Rental Clerks
41-2021.00,Counter and Rental Clerks,Category: Other
41-2021.00,Counter and Rental Clerks,Other
41-2022.00,Parts Salespersons,P.S.
41-2022.00,Parts Salespersons,PS
41-2022.00,Parts Salespersons,Parts Salesperson
41-2022.00,Parts Salespersons,Category: Sales
41-2022.00,Parts Salespersons,Sales
41-2031.00,Retail Salespersons,R.S.
41-2031.00,Retail Salespersons,RS
41-2031.00,Retail Salespersons,Retail Salesperson
41-2031.00,Retail Salespersons,Category: Sales
41-2031.00,Retail Salespersons,Sales
41-3011.00,Advertising Sales Agents,A.S.A.
41-3011.00,Advertising Sales Agents,ASA
41-3011.00,Advertising Sales Agents,Advertising Sales Agent
41-3011.00,Advertising Sales Agents,Category: Sales
41-3011.00,Advertising Sales Agents,Sales
41-3021.00,Insurance Sales Agents,I.S.A.
41-3021.00,Insurance Sales Agents,ISA
41-3021.00,Insurance Sales Agents,Insurance Sales Agent
41-3021.00,Insurance Sales Agents,Category: Healthcare
41-3021.00,Insurance Sales Agents,Healthcare
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents","Securities, Commodities, and Financial Services Sales Agent"
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Securities Commodities and Financial Services Sales Agents
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents","Securities, Commodities, & Financial Services Sales Agents"
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents","Securities, Commodities, / Financial Services Sales Agents"
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Category: Sales
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Sales
41-3041.00,Travel Agents,T.A.
41-3041.00,Travel Agents,TA
41-3041.00,Travel Agents,Category: Transportation
41-3041.00,Travel Agents,Transportation
41-3041.00,Travel Agents,Travel Agent
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travels"
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, & Travel"
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, / Travel"
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",Sales Representatives of Services Except Advertising Insurance Financial Services and Travel
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","Sales Reps of Services, Except Advertising, Insurance, Financial Services, and Travel"
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",Category: Sales
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",Sales
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Product"
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Sales Representatives Wholesale and Manufacturing Technical and Scientific Products
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Sales Representatives, Wholesale & Manufacturing, Technical & Scientific Products"
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Sales Representatives, Wholesale / Manufacturing, Technical / Scientific Products"
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Sales Reps Wholesale and Manufacturing, Technical and Scientific Products"
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Category: Education
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Education
41-4011.07,Solar Sales Representatives and Assessors,S.S.R.A.
41-4011.07,Solar Sales Representatives and Assessors,SSRA
41-4011.07,Solar Sales Representatives and Assessors,Solar Sales Representatives and Assessor
41-4011.07,Solar Sales Representatives and Assessors,Solar Sales Representatives & Assessors
41-4011.07,Solar Sales Representatives and Assessors,Solar Sales Representatives / Assessors
41-4011.07,Solar Sales Representatives and Assessors,Solar Sales Reps and Assessors
41-4011.07,Solar Sales Representatives and Assessors,Category: Sales
41-4011.07,Solar Sales Representatives and Assessors,Sales
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Product"
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales Representatives Wholesale and Manufacturing Except Technical and Scientific Products
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","Sales Representatives, Wholesale & Manufacturing, Except Technical & Scientific Products"
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","Sales Representatives, Wholesale / Manufacturing, Except Technical / Scientific Products"
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","Sales Reps Wholesale and Manufacturing, Except Technical and Scientific Products"
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Category: Sales
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales
41-9011.00,Demonstrators and Product Promoters,D.P.P.
41-9011.00,Demonstrators and Product Promoters,DPP
41-9011.00,Demonstrators and Product Promoters,Demonstrators and Product Promoter
41-9011.00,Demonstrators and Product Promoters,Demonstrators & Product Promoters
41-9011.00,Demonstrators and Product Promoters,Demonstrators / Product Promoters
41-9011.00,Demonstrators and Product Promoters,Category: Other
41-9011.00,Demonstrators and Product Promoters,Other
41-9012.00,Models,Category: Marketing & Communications
41-9012.00,Models,Marketing and Communications
41-9012.00,Models,Marketing & Communications
41-9012.00,Models,Marketing&Communications
41-9012.00,Models,Model
41-9021.00,Real Estate Brokers,R.E.B.
41-9021.00,Real Estate Brokers,REB
41-9021.00,Real Estate Brokers,Real Estate Broker
41-9021.00,Real Estate Brokers,Category: Other
41-9021.00,Real Estate Brokers,Other
41-9022.00,Real Estate Sales Agents,R.E.S.A.
41-9022.00,Real Estate Sales Agents,RESA
41-9022.00,Real Estate Sales Agents,Real Estate Sales Agent
41-9022.00,Real Estate Sales Agents,Category: Sales
41-9022.00,Real Estate Sales Agents,Sales
41-9031.00,Sales Engineers,S.E.
41-9031.00,Sales Engineers,SE
41-9031.00,Sales Engineers,Category: Sales
41-9031.00,Sales Engineers,Sales Engineer
41-9031.00,Sales Engineers,Sales Engs
41-9031.00,Sales Engineers,Sales
41-9041.00,Telemarketers,Category: Other
41-9041.00,Telemarketers,Telemarketer
41-9041.00,Telemarketers,Other
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers","Door-to-Door Sales Workers, News and Street Vendors, and Related Worker"
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Door-to-Door Sales Workers News and Street Vendors and Related Workers
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers","Door-to-Door Sales Workers, News & Street Vendors, & Related Workers"
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers","Door-to-Door Sales Workers, News / Street Vendors, / Related Workers"
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Category: Sales
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Sales
41-9099.00,"Sales and Related Workers, All Other",S.R.W.A.O.
41-9099.00,"Sales and Related Workers, All Other",SRWAO
41-9099.00,"Sales and Related Workers, All Other","Sales and Related Workers, All Others"
41-9099.00,"Sales and Related Workers, All Other",Sales and Related Workers All Other
41-9099.00,"Sales and Related Workers, All Other","Sales & Related Workers, All Other"
41-9099.00,"Sales and Related Workers, All Other","Sales / Related Workers, All Other"
41-9099.00,"Sales and Related Workers, All Other",Category: Sales
41-9099.00,"Sales and Related Workers, All Other",Sales
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,First-Line Supervisors of Office and Administrative Support Worker
