Member ID,Country,Full Name,Given Names,Surnames,EU Political Group,National Political Group,Multi-Part Given Name,Multi-Part Surname
197497,Estonia,Sven MIKSER,Sven,MIKSER,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sotsiaaldemokraatlik Erakond,0,0
197824,Italy,Giuseppe MILAZZO,Giuseppe,MILAZZO,European Conservatives and Reformists Group,FRATELLI D' ITALIA,0,0
28400,Spain,Francisco José MILLÁN MON,Francisco José,MILLÁN MON,Group of the European People's Party (Christian Democrats),Partido Popular,1,1
257259,Bulgaria,Nikola MINCHEV,Nikola,MINCHEV,Renew Europe Group,We continue the change – Democratic Bulgaria,0,0
24942,Spain,Ana MIRANDA PAZ,Ana,MIRANDA PAZ,Group of the Greens/European Free Alliance,Bloque Nacionalista Galego,0,1
124722,Hungary,Csaba MOLNÁR,Csaba,MOLNÁR,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Demokratikus Koalíció,0,0
245770,Spain,Irene MONTERO,Irene,MONTERO,The Left group in the European Parliament - GUE/NGL,PODEMOS,0,0
197711,Spain,Dolors MONTSERRAT,Dolors,MONTSERRAT,Group of the European People's Party (Christian Democrats),Partido Popular,0,0
257140,Italy,Carolina MORACE,Carolina,MORACE,The Left group in the European Parliament - GUE/NGL,Movimento 5 Stelle,0,0
72779,France,Nadine MORANO,Nadine,MORANO,Group of the European People's Party (Christian Democrats),Les Républicains,0,0
257151,Italy,Letizia MORATTI,Letizia,MORATTI,Group of the European People's Party (Christian Democrats),Forza Italia,0,0
257054,Portugal,Tiago MOREIRA DE SÁ,Tiago,MOREIRA DE SÁ,Patriots for Europe Group,Chega,0,1
28347,Spain,Javier MORENO SÁNCHEZ,Javier,MORENO SÁNCHEZ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español,0,1
124799,Italy,Alessandra MORETTI,Alessandra,MORETTI,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico,0,0
197647,Romania,Dan-Ştefan MOTREANU,Dan-Ştefan,MOTREANU,Group of the European People's Party (Christian Democrats),Partidul Naţional Liberal,0,0
257060,Poland,Arkadiusz MULARCZYK,Arkadiusz,MULARCZYK,European Conservatives and Reformists Group,Prawo i Sprawiedliwość,0,0
257080,Poland,Piotr MÜLLER,Piotr,MÜLLER,European Conservatives and Reformists Group,Prawo i Sprawiedliwość,0,0
257298,Ireland,Ciaran MULLOOLY,Ciaran,MULLOOLY,Renew Europe Group,Independent,0,0
124802,Romania,Siegfried MUREŞAN,Siegfried,MUREŞAN,Group of the European People's Party (Christian Democrats),Partidul Naţional Liberal,0,0
257103,Romania,Ştefan MUŞOIU,Ştefan,MUŞOIU,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partidul Social Democrat,0,0
256843,Czechia,Jana NAGYOVÁ,Jana,NAGYOVÁ,Patriots for Europe Group,ANO 2011,0,0
257111,Italy,Dario NARDELLA,Dario,NARDELLA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico,0,0
257027,Spain,Fernando NAVARRETE ROJAS,Fernando,NAVARRETE ROJAS,Group of the European People's Party (Christian Democrats),Partido Popular,0,1
88882,Romania,Victor NEGRESCU,Victor,NEGRESCU,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partidul Social Democrat,0,0
233862,Slovenia,Matjaž NEMEC,Matjaž,NEMEC,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Socialni demokrati,0,0
256847,Czechia,Danuše NERUDOVÁ,Danuše,NERUDOVÁ,Group of the European People's Party (Christian Democrats),Starostové a nezávisli,0,0
239260,Italy,Denis NESCI,Denis,NESCI,European Conservatives and Reformists Group,FRATELLI D' ITALIA,0,0
256944,Germany,Hans NEUHOFF,Hans,NEUHOFF,Europe of Sovereign Nations Group,Alternative für Deutschland,0,0
197464,Germany,Hannah NEUMANN,Hannah,NEUMANN,Group of the Greens/European Free Alliance,Bündnis 90/Die Grünen,0,0
257039,Spain,Elena NEVADO DEL CAMPO,Elena,NEVADO DEL CAMPO,Group of the European People's Party (Christian Democrats),Partido Popular,0,1
124784,Romania,Dan NICA,Dan,NICA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partidul Social Democrat,0,0
4289,Germany,Angelika NIEBLER,Angelika,NIEBLER,Group of the European People's Party (Christian Democrats),Christlich-Soziale Union in Bayern e.V.,0,0
124701,Czechia,Luděk NIEDERMAYER,Luděk,NIEDERMAYER,Group of the European People's Party (Christian Democrats),TOP 09 a Starostové,0,0
197802,Finland,Ville NIINISTÖ,Ville,NIINISTÖ,Group of the Greens/European Free Alliance,Vihreä liitto,0,0
197734,Greece,Lefteris NIKOLAOU-ALAVANOS,Lefteris,NIKOLAOU-ALAVANOS,Non-attached Members,Communist Party of Greece,0,0
256883,France,Aleksandar NIKOLIC,Aleksandar,NIKOLIC,Patriots for Europe Group,Rassemblement national,0,0
257301,Ireland,Cynthia NÍ MHURCHÚ,Cynthia,NÍ MHURCHÚ,Renew Europe Group,Fianna Fáil Party,0,1
124836,Germany,Maria NOICHL,Maria,NOICHL,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands,0,0
257044,Denmark,Rasmus NORDQVIST,Rasmus,NORDQVIST,Group of the Greens/European Free Alliance,Socialistisk Folkeparti,0,0
107212,Bulgaria,Andrey NOVAKOV,Andrey,NOVAKOV,Group of the European People's Party (Christian Democrats),Citizens for European Development of Bulgaria,0,0
257049,Poland,Mirosława NYKIEL,Mirosława,NYKIEL,Group of the European People's Party (Christian Democrats),Platforma Obywatelska,0,0
257058,Poland,Daniel OBAJTEK,Daniel,OBAJTEK,European Conservatives and Reformists Group,Prawo i Sprawiedliwość,0,0
257010,Slovakia,Ľudovít ÓDOR,Ľudovít,ÓDOR,Renew Europe Group,Progresívne Slovensko,0,0
197432,Germany,Jan-Christoph OETJEN,Jan-Christoph,OETJEN,Renew Europe Group,Freie Demokratische Partei,0,0
198076,Finland,Maria OHISALO,Maria,OHISALO,Group of the Greens/European Free Alliance,Vihreä liitto,0,0
257083,Portugal,João OLIVEIRA,João,OLIVEIRA,The Left group in the European Parliament - GUE/NGL,Partido Comunista Português,0,0
197687,France,Philippe OLIVIER,Philippe,OLIVIER,Patriots for Europe Group,Rassemblement national,0,0
30482,France,Younous OMARJEE,Younous,OMARJEE,The Left group in the European Parliament - GUE/NGL,La France Insoumise,0,0
257018,Slovakia,Branislav ONDRUŠ,Branislav,ONDRUŠ,Non-attached Members,Hlas – sociálna demokracia,0,0
257238,Ireland,Aodhán Ó RÍORDÁIN,Aodhán,Ó RÍORDÁIN,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Labour Party,0,1
2152,Italy,Leoluca ORLANDO,Leoluca,ORLANDO,Group of the Greens/European Free Alliance,Independent,0,0
257086,Poland,Jacek OZDOBA,Jacek,OZDOBA,European Conservatives and Reformists Group,Prawo i Sprawiedliwość,0,0
129073,Estonia,Urmas PAET,Urmas,PAET,Renew Europe Group,Eesti Reformierakond,0,0
256993,Spain,Leire PAJÍN,Leire,PAJÍN,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español,0,0
257135,Italy,Valentina PALMISANO,Valentina,PALMISANO,The Left group in the European Parliament - GUE/NGL,Movimento 5 Stelle,0,0
256989,Cyprus,Fidias PANAYIOTOU,Fidias,PANAYIOTOU,Non-attached Members,Independent,0,0
125093,Greece,Kostas PAPADAKIS,Kostas,PAPADAKIS,Non-attached Members,Communist Party of Greece,0,0
244571,Greece,Nikos PAPANDREOU,Nikos,PAPANDREOU,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,PASOK-KINAL,0,0
256952,Greece,Nikos PAPPAS,Nikos,PAPPAS,The Left group in the European Parliament - GUE/NGL,Coalition of the Radical Left,0,0
257040,Spain,Nicolás PASCUAL DE LA PARTE,Nicolás,PASCUAL DE LA PARTE,Group of the European People's Party (Christian Democrats),Partido Popular,0,1
36392,Italy,Aldo PATRICIELLO,Aldo,PATRICIELLO,Patriots for Europe Group,Lega,0,0
197466,Germany,Jutta PAULUS,Jutta,PAULUS,Group of the Greens/European Free Alliance,Bündnis 90/Die Grünen,0,0
110673,Portugal,Ana Miguel PEDRO,Ana Miguel,PEDRO,Group of the European People's Party (Christian Democrats),Partido do Centro Democrático Social-Partido Popular,1,0
257126,Italy,Gaetano PEDULLA',Gaetano,PEDULLA',The Left group in the European Parliament - GUE/NGL,Movimento 5 Stelle,0,0
256903,France,Thomas PELLERIN-CARLIN,Thomas,PELLERIN-CARLIN,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Place publique,0,0
30123,France,Guillaume PELTIER,Guillaume,PELTIER,European Conservatives and Reformists Group,Identité Libertés,0,0
197845,Bulgaria,Tsvetelina PENKOVA,Tsvetelina,PENKOVA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Bulgarian Socialist Party,0,0
126699,France,Gilles PENNELLE,Gilles,PENNELLE,Patriots for Europe Group,Rassemblement national,0,0
197738,Portugal,Lídia PEREIRA,Lídia,PEREIRA,Group of the European People's Party (Christian Democrats),Partido Social Democrata,0,0
257019,Spain,Alvise PÉREZ,Alvise,PÉREZ,Non-attached Members,Se Acabó la Fiesta,0,0
197573,Denmark,Kira Marie PETER-HANSEN,Kira Marie,PETER-HANSEN,Group of the Greens/European Free Alliance,Socialistisk Folkeparti,1,0
257257,Bulgaria,Hristo PETROV,Hristo,PETROV,Renew Europe Group,We continue the change – Democratic Bulgaria,0,0
257150,Italy,Michele PICARO,Michele,PICARO,European Conservatives and Reformists Group,FRATELLI D' ITALIA,0,0
124846,Italy,Pina PICIERNO,Pina,PICIERNO,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico,0,0
112744,Croatia,Tonino PICULA,Tonino,PICULA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Socijaldemokratska partija Hrvatske,0,0
256877,France,Pascale PIERA,Pascale,PIERA,Patriots for Europe Group,Rassemblement national,0,0
40599,Finland,Sirpa PIETIKÄINEN,Sirpa,PIETIKÄINEN,Group of the European People's Party (Christian Democrats),Kansallinen Kokoomus,0,0
256893,France,Pierre PIMPIE,Pierre,PIMPIE,Patriots for Europe Group,Rassemblement national,0,0
257115,Romania,Gheorghe PIPEREA,Gheorghe,PIPEREA,European Conservatives and Reformists Group,Alianța pentru Unirea Românilor,0,0
204414,Spain,Margarita DE LA PISA CARRIÓN,Margarita,DE LA PISA CARRIÓN,Patriots for Europe Group,VOX,0,1
256844,Czechia,Jaroslava POKORNÁ JERMANOVÁ,Jaroslava,POKORNÁ JERMANOVÁ,Patriots for Europe Group,ANO 2011,0,1
257145,Italy,Daniele POLATO,Daniele,POLATO,European Conservatives and Reformists Group,FRATELLI D' ITALIA,0,0
197404,Sweden,Jessica POLFJÄRD,Jessica,POLFJÄRD,Group of the European People's Party (Christian Democrats),Moderaterna,0,0
257107,Romania,Virgil-Daniel POPESCU,Virgil-Daniel,POPESCU,Group of the European People's Party (Christian Democrats),Partidul Naţional Liberal,0,0
256907,Latvia,Reinis POZŅAKS,Reinis,POZŅAKS,European Conservatives and Reformists Group,"Apvienotais saraksts — Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija",0,0
256813,Slovenia,Vladimir PREBILIČ,Vladimir,PREBILIČ,Group of the Greens/European Free Alliance,Prerod – Stranka Vladimirja Prebiliča,0,0
257128,Italy,Giusi PRINCI,Giusi,PRINCI,Group of the European People's Party (Christian Democrats),Forza Italia,0,0
197820,Italy,Nicola PROCACCINI,Nicola,PROCACCINI,European Conservatives and Reformists Group,FRATELLI D' ITALIA,0,0
257041,Poland,Jacek PROTAS,Jacek,PROTAS,Group of the European People's Party (Christian Democrats),Platforma Obywatelska,0,0
256969,Germany,Friedrich PÜRNER,Friedrich,PÜRNER,Non-attached Members,Independent,0,0
124850,Bulgaria,Emil RADEV,Emil,RADEV,Group of the European People's Party (Christian Democrats),Citizens for European Development of Bulgaria,0,0
188945,Germany,Dennis RADTKE,Dennis,RADTKE,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands,0,0
256902,France,Emma RAFOWICZ,Emma,RAFOWICZ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Parti socialiste,0,0
188096,Estonia,Jüri RATAS,Jüri,RATAS,Group of the European People's Party (Christian Democrats),Isamaa,0,0
257104,Italy,Ruggero RAZZA,Ruggero,RAZZA,European Conservatives and Reformists Group,FRATELLI D' ITALIA,0,0
256882,France,Julie RECHAGNEUX,Julie,RECHAGNEUX,Patriots for Europe Group,Rassemblement national,0,0
96998,Austria,Evelyn REGNER,Evelyn,REGNER,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Österreichs,0,0
103381,Germany,Terry REINTKE,Terry,REINTKE,Group of the Greens/European Free Alliance,Bündnis 90/Die Grünen,0,0
229839,Germany,René REPASI,René,REPASI,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands,0,0
256935,Germany,Sabrina REPP,Sabrina,REPP,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands,0,0
197413,Croatia,Karlo RESSLER,Karlo,RESSLER,Group of the European People's Party (Christian Democrats),Hrvatska demokratska zajednica,0,0
218347,Netherlands,Thijs REUTEN,Thijs,REUTEN,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,GroenLinks-PvdA,0,0
197832,Spain,Diana RIBA I GINER,Diana,RIBA I GINER,Group of the Greens/European Free Alliance,Esquerra Republicana de Catalunya,0,1
257121,Italy,Matteo RICCI,Matteo,RICCI,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico,0,0
256904,France,Chloé RIDEL,Chloé,RIDEL,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Parti socialiste,0,0
256964,Germany,Nela RIEHL,Nela,RIEHL,Group of the Greens/European Free Alliance,Volt,0,0
206158,Germany,Manuela RIPA,Manuela,RIPA,Group of the European People's Party (Christian Democrats),Ökologisch-Demokratische Partei,0,0
204413,Spain,Marcos ROS SEMPERE,Marcos,ROS SEMPERE,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español,0,1
96653,Slovakia,Katarína ROTH NEVEĎALOVÁ,Katarína,ROTH NEVEĎALOVÁ,Non-attached Members,SMER-Sociálna demokracia,0,1
197690,France,André ROUGÉ,André,ROUGÉ,Patriots for Europe Group,Rassemblement national,0,0
197773,Netherlands,Bert-Jan RUISSEN,Bert-Jan,RUISSEN,European Conservatives and Reformists Group,Staatkundig Gereformeerde Partij,0,0
257170,Italy,Sandro RUOTOLO,Sandro,RUOTOLO,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico,0,0
197545,Poland,Bogdan RZOŃCA,Bogdan,RZOŃCA,European Conservatives and Reformists Group,Prawo i Sprawiedliwość,0,0
256911,France,Arash SAEIDI,Arash,SAEIDI,The Left group in the European Parliament - GUE/NGL,La France Insoumise,0,0
125670,Italy,Massimiliano SALINI,Massimiliano,SALINI,Group of the European People's Party (Christian Democrats),Forza Italia,0,0
257127,Italy,Ilaria SALIS,Ilaria,SALIS,The Left group in the European Parliament - GUE/NGL,Alleanza Verdi e Sinistra,0,0
98219,Finland,Aura SALLA,Aura,SALLA,Group of the European People's Party (Christian Democrats),Kansallinen Kokoomus,0,0
197722,Spain,Nacho SÁNCHEZ AMOR,Nacho,SÁNCHEZ AMOR,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español,0,1
88552,France,Julien SANCHEZ,Julien,SANCHEZ,Patriots for Europe Group,Rassemblement national,0,0
257001,Spain,Elena SANCHO MURILLO,Elena,SANCHO MURILLO,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español,0,1
127766,Finland,Jussi SARAMO,Jussi,SARAMO,The Left group in the European Parliament - GUE/NGL,Vasemmistoliitto,0,0
197578,Italy,Silvia SARDONE,Silvia,SARDONE,Patriots for Europe Group,Lega,0,0
256815,Slovenia,Marjan ŠAREC,Marjan,ŠAREC,Renew Europe Group,Gibanje Svoboda,0,0
256905,France,Eric SARGIACOMO,Eric,SARGIACOMO,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Parti socialiste,0,0
197500,France,Mounir SATOURI,Mounir,SATOURI,Group of the Greens/European Free Alliance,Les Écologistes,0,0
256809,Lithuania,Paulius SAUDARGAS,Paulius,SAUDARGAS,Group of the European People's Party (Christian Democrats),Tėvynės sąjunga-Lietuvos krikščionys demokratai,0,0
256917,France,Majdouline SBAI,Majdouline,SBAI,Group of the Greens/European Free Alliance,Les Écologistes,0,0
257113,Italy,Antonella SBERNA,Antonella,SBERNA,European Conservatives and Reformists Group,FRATELLI D' ITALIA,0,0
37312,Denmark,Christel SCHALDEMOSE,Christel,SCHALDEMOSE,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Socialdemokratiet,0,0
213330,Hungary,Ernő SCHALLER-BAROSS,Ernő,SCHALLER-BAROSS,Patriots for Europe Group,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,0,0
256979,Germany,Oliver SCHENK,Oliver,SCHENK,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands,0,0
257084,Poland,Joanna SCHEURING-WIELGUS,Joanna,SCHEURING-WIELGUS,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Nowa Lewica,0,0
197670,Austria,Andreas SCHIEDER,Andreas,SCHIEDER,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Österreichs,0,0
256833,Austria,Lena SCHILLING,Lena,SCHILLING,Group of the Greens/European Free Alliance,Die Grünen - Die Grüne Alternative,0,0
190517,Germany,Martin SCHIRDEWAN,Martin,SCHIRDEWAN,The Left group in the European Parliament - GUE/NGL,DIE LINKE.,0,0
197422,Germany,Christine SCHNEIDER,Christine,SCHNEIDER,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands,0,0
267485,Germany,Volker SCHNURRBUSCH,Volker,SCHNURRBUSCH,Europe of Sovereign Nations Group,Alternative für Deutschland,0,0
28223,Germany,Andreas SCHWAB,Andreas,SCHWAB,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands,0,0
257139,Italy,Benedetta SCUDERI,Benedetta,SCUDERI,Group of the Greens/European Free Alliance,Europa Verde - Verdi,0,0
197425,Germany,Ralf SEEKATZ,Ralf,SEEKATZ,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands,0,0
256959,Germany,Alexander SELL,Alexander,SELL,Europe of Sovereign Nations Group,Alternative für Deutschland,0,0
256999,Spain,Rosa SERRANO SIERRA,Rosa,SERRANO SIERRA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español,0,1
257009,Spain,Isabel SERRA SÁNCHEZ,Isabel,SERRA SÁNCHEZ,The Left group in the European Parliament - GUE/NGL,PODEMOS,0,1
197677,Austria,Günther SIDL,Günther,SIDL,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Österreichs,0,0
86057,Poland,Bartłomiej SIENKIEWICZ,Bartłomiej,SIENKIEWICZ,Group of the European People's Party (Christian Democrats),Platforma Obywatelska,0,0
256971,Germany,Lukas SIEPER,Lukas,SIEPER,Non-attached Members,Partei des Fortschritts,0,0
197426,Germany,Sven SIMON,Sven,SIMON,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands,0,0
256946,Germany,Christine SINGER,Christine,SINGER,Renew Europe Group,Freie Wähler,0,0
201945,Lithuania,Virginijus SINKEVIČIUS,Virginijus,SINKEVIČIUS,Group of the Greens/European Free Alliance,Demokratų sąjunga „Vardan Lietuvos“,0,0
96932,Germany,Birgit SIPPEL,Birgit,SIPPEL,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands,0,0
2268,Sweden,Jonas SJÖSTEDT,Jonas,SJÖSTEDT,The Left group in the European Parliament - GUE/NGL,Vänsterpartiet,0,0
257085,Poland,Krzysztof ŚMISZEK,Krzysztof,ŚMISZEK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Nowa Lewica,0,0
256910,France,Anthony SMITH,Anthony,SMITH,The Left group in the European Parliament - GUE/NGL,La France Insoumise,0,0
125325,Netherlands,Sander SMIT,Sander,SMIT,Group of the European People's Party (Christian Democrats),BoerBurgerBeweging,0,0
197417,Croatia,Tomislav SOKOL,Tomislav,SOKOL,Group of the European People's Party (Christian Democrats),Hrvatska demokratska zajednica,0,0
257021,Spain,Diego SOLIER,Diego,SOLIER,European Conservatives and Reformists Group,Independiente,0,0
197784,Spain,Susana SOLÍS PÉREZ,Susana,SOLÍS PÉREZ,Group of the European People's Party (Christian Democrats),Partido Popular,0,1
256889,Belgium,Liesbet SOMMEN,Liesbet,SOMMEN,Group of the European People's Party (Christian Democrats),Christen-Democratisch & Vlaams,0,0
124834,Germany,Martin SONNEBORN,Martin,SONNEBORN,Non-attached Members,Die PARTEI,0,0
256871,France,Malika SOREL,Malika,SOREL,Non-attached Members,Sans parti,0,0
257068,Portugal,Hélder SOUSA SILVA,Hélder,SOUSA SILVA,Group of the European People's Party (Christian Democrats),Partido Social Democrata,0,1
111412,Denmark,Villy SØVNDAL,Villy,SØVNDAL,Group of the Greens/European Free Alliance,Socialistisk Folkeparti,0,0
257109,Italy,Marco SQUARTA,Marco,SQUARTA,European Conservatives and Reformists Group,FRATELLI D' ITALIA,0,0
256916,Latvia,Mārtiņš STAĶIS,Mārtiņš,STAĶIS,Group of the Greens/European Free Alliance,Progresīvie,0,0
197825,Italy,Raffaele STANCANELLI,Raffaele,STANCANELLI,Patriots for Europe Group,Lega,0,0
272024,Czechia,Antonín STANĚK,Antonín,STANĚK,Patriots for Europe Group,Přísaha,0,0
58766,Romania,Nicolae ȘTEFĂNUȚĂ,Nicolae,ȘTEFĂNUȚĂ,Group of the Greens/European Free Alliance,Independent,0,0
220897,Austria,Petra STEGER,Petra,STEGER,Patriots for Europe Group,Freiheitliche Partei Österreichs,0,0
119435,Croatia,Davor Ivo STIER,Davor Ivo,STIER,Group of the European People's Party (Christian Democrats),Hrvatska demokratska zajednica,1,0
257025,Denmark,Kristoffer STORM,Kristoffer,STORM,European Conservatives and Reformists Group,Danmarksdemokraterne,0,0
257255,Bulgaria,Stanislav STOYANOV,Stanislav,STOYANOV,Europe of Sovereign Nations Group,Revival,0,0
256926,Germany,Marie-Agnes STRACK-ZIMMERMANN,Marie-Agnes,STRACK-ZIMMERMANN,Renew Europe Group,Freie Demokratische Partei,0,0
257101,Italy,Cecilia STRADA,Cecilia,STRADA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico,0,0
256962,Germany,Joachim STREIT,Joachim,STREIT,Renew Europe Group,Freie Wähler,0,0
197772,Netherlands,Tineke STRIK,Tineke,STRIK,Group of the Greens/European Free Alliance,GroenLinks-PvdA,0,0
256990,Netherlands,Anna STROLENBERG,Anna,STROLENBERG,Group of the Greens/European Free Alliance,Volt,0,0
257119,Romania,Şerban Dimitrie STURDZA,Şerban Dimitrie,STURDZA,European Conservatives and Reformists Group,Partidul Acțiunea Conservatoare,1,0
256839,Austria,Anna STÜRGKH,Anna,STÜRGKH,Renew Europe Group,NEOS – Das Neue Österreich,0,0
257070,Poland,Marcin SYPNIEWSKI,Marcin,SYPNIEWSKI,Europe of Sovereign Nations Group,Konfederacja Wolność i Niepodległość,0,0
257026,Poland,Michał SZCZERBA,Michał,SZCZERBA,Group of the European People's Party (Christian Democrats),Platforma Obywatelska,0,0
256855,Hungary,Pál SZEKERES,Pál,SZEKERES,Patriots for Europe Group,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,0,0
197553,Poland,Beata SZYDŁO,Beata,SZYDŁO,European Conservatives and Reformists Group,Prawo i Sprawiedliwość,0,0
124813,Italy,Dario TAMBURRANO,Dario,TAMBURRANO,The Left group in the European Parliament - GUE/NGL,Movimento 5 Stelle,0,0
257050,Portugal,António TÂNGER CORRÊA,António,TÂNGER CORRÊA,Patriots for Europe Group,Chega,0,1
204346,Poland,Dominik TARCZYŃSKI,Dominik,TARCZYŃSKI,European Conservatives and Reformists Group,Prawo i Sprawiedliwość,0,0
257160,Italy,Marco TARQUINIO,Marco,TARQUINIO,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico,0,0
256863,Hungary,Zoltán TARR,Zoltán,TARR,Group of the European People's Party (Christian Democrats),Tisztelet és Szabadság Párt,0,0
257114,Romania,Claudiu-Richard TÂRZIU,Claudiu-Richard,TÂRZIU,European Conservatives and Reformists Group,Partidul Acțiunea Conservatoare,0,0
257071,Portugal,Carla TAVARES,Carla,TAVARES,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista,0,0
256965,Germany,Kai TEGETHOFF,Kai,TEGETHOFF,Group of the Greens/European Free Alliance,Volt,0,0
210480,Portugal,Marta TEMIDO,Marta,TEMIDO,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista,0,0
257116,Romania,Georgiana TEODORESCU,Georgiana,TEODORESCU,European Conservatives and Reformists Group,Alianța pentru Unirea Românilor,0,0
257089,Sweden,Alice TEODORESCU MÅWE,Alice,TEODORESCU MÅWE,Group of the European People's Party (Christian Democrats),Kristdemokraterna,0,1
197655,Romania,Cristian TERHEŞ,Cristian,TERHEŞ,European Conservatives and Reformists Group,Partidului Național Conservator Român (PNCR),0,0
256968,Netherlands,Ingeborg TER LAAK,Ingeborg,TER LAAK,Group of the European People's Party (Christian Democrats),Christen Democratisch Appèl,0,1
204449,Estonia,Riho TERRAS,Riho,TERRAS,Group of the European People's Party (Christian Democrats),Isamaa,0,0
197831,Spain,Hermann TERTSCH,Hermann,TERTSCH,Patriots for Europe Group,VOX,0,0
200345,France,Pierre-Romain THIONNET,Pierre-Romain,THIONNET,Patriots for Europe Group,Rassemblement national,0,0
257090,Sweden,Beatrice TIMGREN,Beatrice,TIMGREN,European Conservatives and Reformists Group,Sverigedemokraterna,0,0
197591,Italy,Irene TINAGLI,Irene,TINAGLI,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico,0,0
256885,Belgium,Bruno TOBBACK,Bruno,TOBBACK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Vooruit,0,0
197402,Sweden,Tomas TOBÉ,Tomas,TOBÉ,Group of the European People's Party (Christian Democrats),Moderaterna,0,0
256888,France,Rody TOLASSY,Rody,TOLASSY,Patriots for Europe Group,Rassemblement national,0,0
197672,Romania,Eugen TOMAC,Eugen,TOMAC,Renew Europe Group,Partidul Mișcarea Populară,0,0
256814,Slovenia,Zala TOMAŠIČ,Zala,TOMAŠIČ,Group of the European People's Party (Christian Democrats),Slovenska demokratska stranka,0,0
96697,Lithuania,Waldemar TOMASZEWSKI,Waldemar,TOMASZEWSKI,European Conservatives and Reformists Group,Lietuvos lenkų rinkimų akcija – Krikščioniškų šeimų sąjunga,0,0
125104,Slovenia,Romana TOMC,Romana,TOMC,Group of the European People's Party (Christian Democrats),Slovenska demokratska stranka,0,0
219652,Slovenia,Matej TONIN,Matej,TONIN,Group of the European People's Party (Christian Democrats),Nova Slovenija – Krščanski demokrati,0,0
124700,Estonia,Jana TOOM,Jana,TOOM,Renew Europe Group,Eesti Keskerakond,0,0
257148,Italy,Raffaele TOPO,Raffaele,TOPO,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico,0,0
