O*NET-SOC Code,Title,Degree of Automation,"Exposed to Cramped Work Space, Awkward Positions",Importance of Repeating Same Tasks,Pace Determined by Speed of Equipment,Spend Time Making Repetitive Motions,Time Pressure,Operations Monitoring Combined,Evaluating Information to Determine Compliance with Standards Combined,"Monitoring Processes, Materials, or Surroundings Combined",Controlling Machines and Processes Combined,Monitoring Combined,Monitoring and Controlling Resources Combined
25-2012.00,"Kindergarten Teachers, Except Special Education",1.68,1.52,2.45,1.28,2.7,3.74,1.157142857142857,2.307785714285714,2.2528,1.1702714285714286,2.7142857142857144,1.4382857142857142
25-2021.00,"Elementary School Teachers, Except Special Education",1.91,1.22,2.42,1.03,2.22,3.76,1.1257142857142857,1.7824857142857145,2.0338857142857147,1.0412571428571429,2.7142857142857144,1.3328000000000002
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",1.42,1.33,3.22,1.01,2.34,3.32,1.1408,2.569257142857143,2.771785714285714,1.2067,2.596342857142857,1.2585714285714285
25-2023.00,"Career/Technical Education Teachers, Middle School",1.31,1.19,2.78,1.44,1.82,3.88,1.25,2.4297714285714287,2.6992,1.637,2.5428571428571427,2.063228571428572
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",1.37,1.47,2.26,1.12,1.99,3.28,1.0664285714285715,2.3838,2.1984142857142857,1.1550571428571428,2.645714285714285,1.5192714285714284
25-2032.00,"Career/Technical Education Teachers, Secondary School",1.41,2.27,3.13,1.66,2.43,3.95,1.394285714285714,2.6918285714285712,2.9511142857142856,2.345485714285714,2.7142857142857144,2.430314285714286
25-2051.00,"Special Education Teachers, Preschool",1.55,1.78,2.41,1.07,3.06,3.09,1.1339285714285714,2.4233714285714285,2.6225,1.1719285714285714,2.571428571428571,1.2535857142857143
25-2056.00,"Special Education Teachers, Elementary School",1.41,1.37,2.37,1.02,2.02,3.5,1.1071428571428572,2.758,3.0646,1.0820285714285711,2.4522285714285714,1.2931428571428571
25-2057.00,"Special Education Teachers, Middle School",1.33,1.54,3.03,1.0,2.4,3.92,1.0206285714285714,1.9,2.1888571428571426,1.1531571428571428,2.596342857142857,1.4834285714285715
25-2058.00,"Special Education Teachers, Secondary School",1.47,1.34,2.41,1.04,2.21,3.82,1.157142857142857,2.6968428571428573,3.478,1.2808000000000002,2.645714285714285,1.3342857142857143
25-2059.01,Adapted Physical Education Specialists,1.2,1.86,2.19,1.1,2.55,3.38,1.32,2.3716,2.4076,1.072,2.596342857142857,1.2507142857142857
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",1.54,1.32,2.7,1.09,2.36,3.21,1.1408,1.8824285714285716,1.9004285714285716,1.1536,2.4522285714285714,1.2619
25-3021.00,Self-Enrichment Teachers,1.41,1.25,2.9,1.27,1.89,2.76,1.1734857142857142,1.5019857142857145,2.397,1.1159,1.9449142857142856,1.1691
25-3031.00,"Substitute Teachers, Short-Term",1.59,1.0,2.85,1.17,2.62,2.92,1.0535714285714286,1.6749142857142858,2.7269714285714284,1.1916571428571427,2.1492,1.2635285714285716
25-3041.00,Tutors,1.48,1.09,2.1,1.14,2.05,3.5,1.0271428571428571,1.4827142857142857,2.014971428571428,1.0775285714285714,2.25,1.2402142857142855
25-4011.00,Archivists,2.14,2.0,3.72,1.17,2.97,2.94,1.147857142857143,2.502614285714285,2.155828571428572,1.282857142857143,1.8914285714285717,2.466014285714285
25-4012.00,Curators,1.38,1.5,2.53,1.1,2.45,3.24,1.1339285714285714,2.1649857142857143,2.4701,1.2950142857142857,2.36,2.2864
25-4013.00,Museum Technicians and Conservators,1.44,2.21,3.23,1.26,2.26,3.45,1.4285714285714286,1.6265999999999998,2.711542857142857,1.9737428571428568,1.9842857142857144,1.4839285714285713
25-4022.00,Librarians and Media Collections Specialists,2.42,1.61,2.91,1.09,2.63,3.53,1.1339285714285714,1.8655428571428567,2.033714285714286,1.174,2.1492,2.251428571428572
25-4031.00,Library Technicians,2.66,1.45,4.15,1.4,3.61,3.48,1.1257142857142857,1.6700714285714289,2.0812,1.2792857142857144,1.7734857142857143,1.6587428571428573
25-9021.00,Farm and Home Management Educators,1.59,1.7,2.3,1.07,2.0,3.22,1.3785714285714286,2.0418142857142856,2.3014,1.328642857142857,2.36,2.4246
25-9031.00,Instructional Coordinators,1.18,1.06,2.69,1.0,2.22,3.63,1.1107142857142858,2.807157142857143,2.753757142857143,1.0642857142857145,2.821428571428571,2.2107142857142854
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",2.07,1.63,2.9,1.4,2.62,2.45,1.197142857142857,2.5042857142857144,2.991142857142857,1.1116,2.1492,1.2757142857142858
25-9043.00,"Teaching Assistants, Special Education",1.09,1.34,1.76,1.0,1.94,3.07,1.077942857142857,2.0292285714285714,2.482757142857143,1.1134,2.216428571428572,1.1621714285714286
25-9044.00,"Teaching Assistants, Postsecondary",1.31,1.58,2.55,1.02,2.49,3.46,1.1785714285714286,1.862857142857143,2.248,1.1670285714285713,1.9842857142857144,1.168942857142857
27-1011.00,Art Directors,1.97,1.04,3.34,2.23,3.92,4.76,1.1071428571428572,1.7225,1.729142857142857,1.119,2.1635714285714283,1.2030571428571428
27-1012.00,Craft Artists,1.48,1.39,3.0,1.26,3.65,2.65,1.2857142857142856,1.4281428571428572,2.4685714285714284,2.5016142857142856,1.8571428571428568,2.0912
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",1.6,1.01,2.63,1.17,3.57,3.34,1.394285714285714,1.1396428571428572,2.0495714285714284,1.8316,1.7200000000000002,1.4351
27-1014.00,Special Effects Artists and Animators,2.04,1.05,2.78,1.99,2.97,4.45,1.268571428571429,2.2722285714285717,2.089785714285714,1.739442857142857,1.9285714285714288,1.1786
27-1021.00,Commercial and Industrial Designers,1.95,1.59,3.67,1.4,2.65,4.03,1.4928571428571429,2.3505714285714285,2.4118,1.8096,2.1357142857142857,1.6458857142857144
27-1022.00,Fashion Designers,2.05,1.49,2.94,2.66,3.0,4.09,1.28,1.4739428571428572,1.9325714285714288,1.487542857142857,2.2928571428571427,2.071757142857143
27-1023.00,Floral Designers,1.73,1.62,2.71,1.0,3.39,4.13,1.0135714285714286,1.1068571428571428,2.4701428571428568,1.0657,1.822857142857143,2.0669
27-1024.00,Graphic Designers,1.67,1.05,3.58,1.37,3.74,4.65,1.25,1.842857142857143,1.7842857142857145,1.4900000000000002,1.8914285714285717,1.5335142857142856
27-1025.00,Interior Designers,2.04,1.16,2.88,1.12,2.36,4.16,1.268571428571429,3.0548,2.6956857142857142,1.147857142857143,1.9449142857142856,1.9292571428571428
27-1026.00,Merchandise Displayers and Window Trimmers,1.46,2.17,2.83,1.15,3.13,3.77,1.1071428571428572,1.9955428571428573,2.0305,1.4457142857142855,1.7200000000000002,1.4702285714285714
27-1027.00,Set and Exhibit Designers,1.71,1.9,2.33,1.05,2.29,4.19,1.268571428571429,1.5165142857142857,2.101,1.239142857142857,2.06,1.789485714285714
27-2011.00,Actors,1.35,1.89,2.59,1.22,2.41,4.59,1.0089285714285714,1.0636,1.7467428571428574,1.0486,1.8571428571428568,1.1345714285714286
27-2012.00,Producers and Directors,1.48,1.42,2.68,1.49,2.72,4.36,1.3785714285714286,2.1369571428571428,2.915714285714285,1.637257142857143,2.821428571428571,1.828
27-2012.03,Media Programming Directors,2.56,1.25,3.71,2.07,3.0,3.97,1.4691999999999998,2.542642857142857,2.5756428571428573,1.6345999999999998,2.596342857142857,1.669342857142857
27-2012.04,Talent Directors,1.73,1.02,2.31,1.06,2.54,3.66,1.0271428571428571,1.1830571428571428,1.3566571428571428,1.0977142857142856,2.2308,1.5472571428571429
27-2012.05,Media Technical Directors/Managers,1.99,1.45,3.79,2.76,2.48,4.86,2.044642857142857,2.257142857142857,3.072571428571428,2.138628571428572,2.98,1.5986285714285713
27-2021.00,Athletes and Sports Competitors,1.63,1.62,3.68,1.59,3.92,3.87,1.3706285714285715,2.2765142857142857,2.250357142857143,2.369285714285714,1.9642857142857144,2.110642857142857
27-2022.00,Coaches and Scouts,1.44,1.38,2.35,1.28,2.66,3.67,1.2857142857142856,1.9107857142857143,2.2384,1.102,3.117142857142857,2.095428571428571
27-2023.00,"Umpires, Referees, and Other Sports Officials",1.43,1.24,2.62,1.32,2.48,3.05,1.0803571428571428,2.478428571428571,1.7599428571428573,1.0292285714285714,1.9449142857142856,1.0835714285714286
27-2031.00,Dancers,1.85,2.15,3.71,1.67,4.38,2.94,1.0206285714285714,1.2071428571428573,1.38,1.034357142857143,1.8057142857142856,1.0212142857142856
27-2032.00,Choreographers,1.1,1.52,2.9,1.2,4.19,3.9,1.0357142857142856,1.2239285714285717,1.6742857142857144,1.0583571428571428,2.4732142857142856,1.7695
27-2041.00,Music Directors and Composers,1.35,1.11,3.35,1.15,3.37,3.92,1.0135714285714286,1.369,1.5677714285714286,1.0677571428571428,2.1635714285714283,2.038
27-2042.00,Musicians and Singers,1.06,1.97,3.45,1.76,3.26,3.76,1.24,1.648,1.9551714285714288,1.1501,1.9257142857142855,1.170742857142857
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,2.58,1.54,3.4,2.66,2.53,4.85,1.32,2.52,2.608,1.1967142857142856,1.8914285714285717,1.1423285714285714
27-3023.00,"News Analysts, Reporters, and Journalists",2.04,1.76,3.04,1.7,2.91,4.89,1.147857142857143,2.0028571428571427,2.1816142857142857,1.127,1.8914285714285717,1.1550571428571428
27-3031.00,Public Relations Specialists,2.14,1.14,2.36,1.09,2.29,4.55,1.0549142857142857,1.7914285714285714,1.8932142857142853,1.0349714285714289,2.0,2.4301
27-3041.00,Editors,1.77,1.17,4.05,1.05,3.38,4.57,1.1885714285714286,1.8915571428571427,1.8528,1.1810285714285715,1.9657142857142855,1.2898714285714283
27-3042.00,Technical Writers,2.07,1.02,4.52,1.23,4.01,4.23,1.0357142857142856,2.321485714285714,2.004342857142857,1.1869,1.8571428571428568,1.1956285714285717
27-3043.00,Writers and Authors,1.31,1.86,3.13,1.01,2.17,4.7,1.0,1.1889285714285711,1.2619142857142855,1.0014571428571428,1.8571428571428568,1.0928571428571427
27-3043.05,"Poets, Lyricists and Creative Writers",1.33,1.09,3.77,1.1,3.38,3.18,1.0089285714285714,1.4209142857142858,1.2714285714285714,1.0974285714285714,1.75,1.2157857142857142
27-3091.00,Interpreters and Translators,1.8,1.53,4.46,1.59,2.62,4.02,1.197142857142857,2.579414285714286,2.618028571428572,1.1724142857142856,2.4035714285714285,1.3370714285714285
27-3092.00,Court Reporters and Simultaneous Captioners,2.35,1.36,3.85,1.83,3.72,4.43,1.2036571428571428,1.3224285714285715,1.5691428571428572,1.3596,1.8571428571428568,1.0412285714285714
27-4011.00,Audio and Video Technicians,1.68,1.93,4.1,2.45,3.12,3.88,2.1142857142857143,2.2025,2.480457142857143,2.2785714285714285,2.327857142857143,1.7774
27-4012.00,Broadcast Technicians,2.69,2.29,3.07,2.24,2.21,3.92,2.2928571428571427,2.3520000000000003,2.746685714285714,2.335314285714285,2.2928571428571427,1.8145
27-4014.00,Sound Engineering Technicians,2.0,1.76,3.25,1.52,3.56,4.2,2.0028571428571427,1.8064,2.602,2.0028571428571427,2.023657142857143,1.5587714285714285
27-4021.00,Photographers,1.86,1.81,3.05,1.45,3.05,3.91,1.5207142857142857,1.660685714285714,2.5227142857142857,1.793,1.9449142857142856,2.422
27-4031.00,"Camera Operators, Television, Video, and Film",1.8,2.39,3.54,2.03,3.32,3.91,1.8057142857142856,1.560042857142857,2.597514285714285,2.5536571428571424,1.9449142857142856,1.286
27-4032.00,Film and Video Editors,2.09,1.35,2.76,1.19,2.24,4.7,1.3785714285714286,2.3514285714285714,2.2194571428571432,1.4174714285714285,1.8571428571428568,1.3346714285714285
29-1011.00,Chiropractors,2.07,1.04,4.26,1.13,3.7,3.58,1.2036571428571428,2.720285714285714,2.6628857142857143,1.9273428571428568,2.023657142857143,2.7835714285714284
29-1021.00,"Dentists, General",2.03,3.36,4.26,1.78,4.61,3.78,1.655,3.513442857142857,3.165571428571428,3.325085714285714,2.7142857142857144,2.5748
29-1022.00,Oral and Maxillofacial Surgeons,1.72,2.28,3.29,1.26,3.4,3.58,1.595,2.8831857142857142,3.1164,2.5995,2.596342857142857,2.5193571428571437
29-1023.00,Orthodontists,2.11,1.11,3.68,2.17,3.39,4.34,1.5892857142857142,2.3564857142857143,3.0425,1.6340714285714286,2.7142857142857144,2.812
29-1024.00,Prosthodontists,1.74,2.11,3.96,1.41,4.22,3.85,1.6665142857142858,3.019742857142857,3.625857142857143,2.7358,2.4035714285714285,2.5774
29-1031.00,Dietitians and Nutritionists,1.72,1.2,2.5,1.1,1.72,3.83,1.22,2.52,2.2493,1.0855571428571429,2.6950857142857143,1.8091428571428567
29-1041.00,Optometrists,2.3,1.75,3.95,1.35,3.65,4.05,1.3392000000000002,2.914,3.342714285714285,2.0656,2.125,2.411314285714286
29-1051.00,Pharmacists,2.64,1.19,4.49,1.53,4.05,4.67,1.3571428571428572,2.9872571428571435,3.1490000000000005,1.8307,2.8514285714285714,2.231642857142857
29-1071.00,Physician Assistants,1.54,1.89,3.16,1.16,2.49,4.35,1.3571428571428572,3.0196,3.3028000000000004,1.5176714285714286,2.645714285714285,1.602142857142857
29-1071.01,Anesthesiologist Assistants,1.52,2.6,3.89,2.25,3.19,3.8,2.19,2.837714285714286,3.7474571428571433,2.6502142857142856,2.524285714285714,1.4428
29-1081.00,Podiatrists,1.82,1.96,3.45,1.02,2.88,4.38,1.4017857142857142,2.5048000000000004,2.721228571428572,1.7073857142857145,2.645714285714285,2.399142857142857
29-1122.00,Occupational Therapists,1.14,1.77,2.68,1.0,2.09,3.95,1.3392000000000002,2.7691142857142856,3.0828571428571427,1.4867285714285714,2.782857142857143,1.6514285714285717
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",1.3,1.61,2.04,1.0,1.96,2.96,1.4017857142857142,2.1414857142857144,2.899857142857143,1.0846857142857145,2.571428571428571,1.3114285714285714
29-1123.00,Physical Therapists,1.31,1.77,3.75,1.15,3.04,4.24,1.3785714285714286,2.815714285714285,3.0785714285714283,1.473,2.596342857142857,1.3654
29-1124.00,Radiation Therapists,2.92,2.72,4.68,3.8,4.01,4.46,2.1492,2.9217142857142857,3.435742857142857,4.0445714285714285,2.086428571428572,1.6485142857142856
29-1125.00,Recreational Therapists,1.61,1.65,2.63,1.24,2.34,3.68,1.1607142857142858,2.273628571428572,2.3464,1.1767285714285711,2.3192,2.1448
29-1126.00,Respiratory Therapists,2.38,3.23,3.63,1.96,2.81,4.09,1.8571428571428568,2.9596428571428577,3.4369857142857145,3.0336,2.596342857142857,1.5789714285714287
29-1127.00,Speech-Language Pathologists,1.57,1.36,2.63,1.46,1.91,4.59,1.3008,3.117142857142857,2.7834000000000003,1.0364285714285717,2.6950857142857143,1.0193857142857143
29-1128.00,Exercise Physiologists,1.64,1.64,2.95,1.41,2.59,3.14,1.3808,2.1568,2.4294857142857142,1.936,2.571428571428571,1.4857142857142858
29-1129.01,Art Therapists,1.32,1.62,2.39,1.03,2.1,3.68,1.16,2.6878571428571423,3.142857142857143,1.0992,2.645714285714285,1.7493714285714288
29-1129.02,Music Therapists,1.19,1.92,2.65,1.23,3.28,3.42,1.268571428571429,2.156,2.7394,1.1810285714285715,2.571428571428571,1.6072
29-1131.00,Veterinarians,1.79,2.92,3.17,1.64,2.96,4.21,1.4249999999999998,2.1195142857142857,3.1637,1.592,2.205357142857143,1.359985714285714
29-1141.00,Registered Nurses,2.38,2.0,3.94,1.43,2.65,3.99,1.822857142857143,3.0608714285714287,3.511,1.6377142857142857,2.571428571428571,1.351785714285714
29-1141.01,Acute Care Nurses,1.48,3.26,3.62,1.76,3.1,4.52,1.8914285714285717,2.5574285714285714,3.022857142857143,1.8045714285714285,2.821428571428571,2.047857142857143
29-1141.02,Advanced Practice Psychiatric Nurses,1.82,1.13,3.05,1.3,2.74,4.35,1.25,3.134842857142857,2.8824571428571426,1.0906285714285715,2.7142857142857144,1.5862857142857143
29-1141.03,Critical Care Nurses,1.79,3.52,3.5,1.74,2.7,4.25,2.0608,2.6282428571428573,3.621971428571429,2.3485714285714288,2.782857142857143,1.7471142857142858
29-1141.04,Clinical Nurse Specialists,1.52,2.48,2.95,1.33,2.52,3.48,1.6875,3.154428571428572,3.754,1.422014285714286,2.7142857142857144,1.9945
29-1151.00,Nurse Anesthetists,2.23,3.22,4.15,1.85,3.07,4.11,2.044642857142857,3.498614285714286,4.222742857142857,2.9420714285714284,2.7142857142857144,2.390914285714286
29-1161.00,Nurse Midwives,1.62,3.03,3.09,1.09,2.52,3.82,1.4179428571428572,3.2230000000000003,3.772,1.4869428571428571,2.765714285714286,1.6685714285714286
29-1171.00,Nurse Practitioners,2.04,2.29,3.48,1.18,2.73,4.09,1.4192,3.2536,3.2837000000000005,1.358142857142857,2.765714285714286,1.7472142857142856
29-1181.00,Audiologists,2.14,1.55,2.41,1.23,2.29,3.55,1.8571428571428568,3.0522142857142853,2.704857142857142,2.335642857142857,2.6185714285714288,2.378914285714286
29-1211.00,Anesthesiologists,2.35,2.91,3.78,1.99,2.26,4.0,2.354914285714286,3.6781,3.885142857142858,3.637714285714286,2.9522285714285714,1.7473714285714288
29-1213.00,Dermatologists,1.69,1.79,2.47,1.04,2.39,3.81,1.197142857142857,1.9815142857142856,2.7843142857142853,1.2136,2.3857142857142857,1.9561142857142857
29-1214.00,Emergency Medicine Physicians,1.7,2.53,3.6,1.2,2.67,4.2,1.5357142857142858,2.4454,3.324442857142857,1.8103428571428573,2.894285714285714,1.7174285714285713
29-1215.00,Family Medicine Physicians,2.33,1.01,2.77,1.04,1.5,4.72,1.3392000000000002,3.269157142857143,3.3649285714285715,1.0165714285714285,2.7142857142857144,1.009
29-1216.00,General Internal Medicine Physicians,2.22,1.58,3.64,1.68,2.36,4.08,1.268571428571429,2.975828571428571,3.413028571428571,1.6900857142857144,2.645714285714285,1.2853714285714286
29-1217.00,Neurologists,1.7,1.23,3.1,1.36,1.94,4.27,1.32,3.3458,4.101357142857143,1.5043714285714285,2.98,2.4017714285714287
29-1218.00,Obstetricians and Gynecologists,1.96,1.97,3.02,1.4,2.34,3.92,1.32,2.881342857142857,3.3908,2.3224857142857145,2.7142857142857144,1.9352
29-1221.00,"Pediatricians, General",1.56,1.5,2.68,1.02,2.58,3.14,1.1734857142857142,2.354342857142857,2.75,1.0919285714285714,2.7142857142857144,1.504
29-1222.00,"Physicians, Pathologists",2.23,1.35,4.1,2.27,3.88,4.9,1.3785714285714286,3.225142857142857,3.2974,1.9092857142857145,2.4285714285714284,2.175428571428572
29-1223.00,Psychiatrists,1.64,1.22,2.41,1.07,1.92,4.05,1.0664285714285715,2.621928571428571,2.9414857142857143,1.0984285714285715,2.765714285714286,1.4318
29-1224.00,Radiologists,2.26,1.3,4.43,1.19,4.21,4.43,2.023657142857143,3.1201428571428567,3.5613428571428574,2.1687000000000003,2.821428571428571,1.4701714285714285
29-1229.01,Allergists and Immunologists,1.84,1.49,3.18,1.47,2.84,4.04,1.3008,2.965171428571429,3.2792,1.0562285714285715,2.765714285714286,1.7574999999999998
29-1229.02,Hospitalists,1.72,1.83,2.92,1.24,2.13,4.44,1.16,2.8825142857142856,3.811428571428572,1.314742857142857,2.877142857142857,2.184914285714286
29-1229.03,Urologists,2.37,1.44,4.42,2.33,1.84,4.77,1.8571428571428568,3.342714285714285,3.971257142857143,3.2032857142857143,2.645714285714285,2.642257142857143
29-1229.04,Physical Medicine and Rehabilitation Physicians,1.69,1.83,3.1,1.36,2.24,4.03,1.3392000000000002,3.085942857142857,3.366057142857143,2.1182857142857143,2.7207142857142856,2.0782857142857143
29-1229.05,Preventive Medicine Physicians,1.89,1.47,2.33,1.29,2.0,3.95,1.077942857142857,3.389157142857143,3.3833571428571427,1.1044,3.0592,2.1449285714285717
29-1229.06,Sports Medicine Physicians,1.45,2.62,3.11,1.09,1.88,3.87,1.837942857142857,2.332171428571429,4.0184,1.6155714285714284,2.729371428571429,1.8678571428571429
29-1241.00,"Ophthalmologists, Except Pediatric",1.27,2.88,4.13,1.0,3.7,4.61,1.7142857142857144,2.961142857142857,3.7679999999999993,3.351285714285713,2.7142857142857144,2.091942857142857
29-1291.00,Acupuncturists,1.18,1.93,3.04,1.04,3.21,3.03,1.0885714285714283,2.002,2.2091857142857143,1.0927142857142855,2.125,1.905
29-1292.00,Dental Hygienists,1.71,2.11,4.3,1.41,5.0,3.74,1.7734857142857143,2.693957142857143,2.8194142857142857,1.804,1.9085714285714288,1.6978857142857142
29-1299.01,Naturopathic Physicians,1.64,1.24,2.64,1.08,2.04,3.88,1.25,2.2637714285714283,3.1357714285714287,1.2194285714285713,2.36,2.403442857142857
29-1299.02,Orthoptists,1.48,1.44,3.37,1.11,3.19,3.56,1.268571428571429,1.8092,2.1448,1.1733714285714285,2.1357142857142857,1.1733714285714285
29-2011.00,Medical and Clinical Laboratory Technologists,3.27,2.01,4.38,3.03,3.44,4.36,2.4522285714285714,3.772228571428572,3.954457142857143,2.6113,2.3857142857142857,1.8431285714285717
29-2011.01,Cytogenetic Technologists,2.71,1.32,4.71,1.86,4.33,4.81,1.7036571428571428,2.4971428571428573,2.7240571428571427,2.2192,2.023657142857143,1.8125
29-2011.02,Cytotechnologists,2.5,1.5,4.5,1.41,4.68,3.77,1.6364285714285711,2.2880000000000003,2.098742857142857,1.608742857142857,1.8571428571428568,1.4118428571428572
29-2011.04,Histotechnologists,2.81,1.67,4.45,2.8,4.71,4.86,1.9642857142857144,2.3395,2.5377142857142854,2.380457142857143,2.19,1.729142857142857
29-2012.00,Medical and Clinical Laboratory Technicians,3.12,2.35,4.33,2.91,3.89,3.78,1.9085714285714288,3.143885714285714,3.2911428571428574,2.443085714285714,1.9449142857142856,1.4711714285714286
29-2012.01,Histology Technicians,3.04,2.0,4.33,2.87,4.76,4.46,1.6391999999999998,2.2710857142857144,2.6950857142857143,2.4854857142857143,2.044642857142857,1.767542857142857
29-2031.00,Cardiovascular Technologists and Technicians,2.07,2.73,4.11,2.68,4.03,4.3,2.225714285714286,2.6878,2.956428571428572,2.824942857142857,2.4732142857142856,1.414
29-2032.00,Diagnostic Medical Sonographers,2.02,2.85,4.66,1.74,4.72,4.02,1.9449142857142856,2.585285714285714,2.8270428571428567,2.529457142857143,2.1607142857142856,1.2562857142857142
29-2033.00,Nuclear Medicine Technologists,2.49,2.12,3.48,3.23,2.53,4.1,1.872228571428572,2.839642857142857,2.98,2.702057142857143,2.25,1.836185714285714
29-2034.00,Radiologic Technologists and Technicians,2.39,2.39,3.89,2.13,3.69,3.66,1.7934857142857146,2.1186,3.0424857142857142,2.8724,2.105,1.386442857142857
29-2035.00,Magnetic Resonance Imaging Technologists,2.59,1.57,4.0,3.73,3.36,3.91,2.265085714285714,2.7871428571428574,2.839428571428571,2.646228571428572,2.4732142857142856,1.760757142857143
29-2036.00,Medical Dosimetrists,2.65,1.05,4.21,2.45,3.85,5.0,1.5785714285714287,2.961071428571429,2.573714285714286,1.4457142857142855,2.2928571428571427,1.1928571428571428
29-2051.00,Dietetic Technicians,2.75,2.46,3.37,1.41,3.19,4.31,1.6875,2.6238,2.8792,1.990514285714286,2.1750857142857143,2.025857142857143
29-2052.00,Pharmacy Technicians,2.44,1.73,4.39,2.29,4.06,4.26,1.3571428571428572,2.749285714285714,2.928914285714286,1.7350857142857143,1.9449142857142856,1.8784428571428573
29-2053.00,Psychiatric Technicians,2.16,1.5,2.95,1.2,2.32,3.46,1.268571428571429,2.112571428571429,2.9538571428571427,1.0583,2.7142857142857144,1.2588142857142857
29-2055.00,Surgical Technologists,1.89,3.09,4.01,1.89,3.68,3.82,1.9642857142857144,3.3060571428571426,3.1944571428571424,2.1018428571428576,2.375,1.764342857142857
29-2056.00,Veterinary Technologists and Technicians,1.98,3.1,3.4,1.52,2.83,3.96,1.7385714285714284,2.2201000000000004,3.667057142857143,2.081457142857143,2.125,1.8237142857142856
29-2057.00,Ophthalmic Medical Technicians,2.73,1.64,3.62,1.23,3.82,3.32,1.32,2.0812,2.071,1.6055,1.8571428571428568,1.3759142857142856
29-2061.00,Licensed Practical and Licensed Vocational Nurses,2.21,1.65,3.9,1.77,3.27,4.38,1.5785714285714287,2.5429142857142857,3.3693,1.6279999999999997,2.645714285714285,1.435542857142857
29-2081.00,"Opticians, Dispensing",2.29,1.33,3.88,1.92,2.71,4.04,1.51,3.4714285714285715,2.418542857142857,2.239871428571429,1.8571428571428568,2.572685714285714
29-2091.00,Orthotists and Prosthetists,1.71,2.05,3.0,1.71,2.43,4.29,1.822857142857143,2.875357142857143,2.677842857142857,2.658085714285714,2.275,2.453642857142857
29-2092.00,Hearing Aid Specialists,1.98,1.3,3.02,1.4,2.24,3.94,1.6063428571428573,1.939,2.2205142857142857,1.8115714285714288,1.9085714285714288,1.8665714285714283
29-2099.01,Neurodiagnostic Technologists,2.06,3.87,3.81,1.72,3.13,4.26,1.9085714285714288,2.894285714285714,3.7307,1.946157142857143,2.354914285714286,1.7971428571428572
29-2099.05,Ophthalmic Medical Technologists,2.5,1.45,3.2,1.35,2.9,3.45,1.5207142857142857,2.0371428571428574,1.9446571428571429,2.125,1.8914285714285717,1.4017857142857142
29-2099.08,Patient Representatives,2.72,1.7,4.53,1.59,3.31,3.09,1.157142857142857,3.1423714285714284,3.1087,1.1248857142857145,1.9085714285714288,1.9919714285714285
29-9091.00,Athletic Trainers,2.14,2.3,3.63,1.26,2.71,3.6,1.5625,2.660285714285714,2.4289,1.1637285714285714,2.6950857142857143,1.5255999999999998
29-9092.00,Genetic Counselors,1.57,1.04,2.57,1.0,1.74,3.91,1.1885714285714286,2.232557142857143,1.9996,1.0072857142857143,1.8571428571428568,1.0559
29-9093.00,Surgical Assistants,2.0,3.07,3.69,1.82,2.98,3.33,2.086428571428572,3.0747428571428568,3.936685714285714,2.7766,2.31,1.6397857142857144
29-9099.01,Midwives,1.23,2.87,2.75,1.01,1.74,2.8,1.335714285714286,2.9564000000000004,3.4603428571428574,1.489857142857143,2.98,2.0623714285714287
31-1121.00,Home Health Aides,1.79,1.88,2.81,1.73,3.24,3.43,1.3392000000000002,2.251,2.983257142857143,1.4048571428571428,2.0028571428571427,1.6942
31-1122.00,Personal Care Aides,2.22,2.68,3.55,1.63,3.12,4.08,1.3706285714285715,3.0215,2.9418000000000006,1.7531714285714286,2.0028571428571427,1.7755714285714284
31-1131.00,Nursing Assistants,1.77,2.54,3.46,2.31,3.48,3.71,1.335714285714286,2.204685714285714,3.0310714285714284,1.5029714285714286,1.9642857142857144,1.3070285714285714
31-1132.00,Orderlies,2.66,3.3,4.13,2.49,4.25,4.23,1.197142857142857,2.2751,2.2308,1.736157142857143,1.4628571428571429,1.378
31-1133.00,Psychiatric Aides,1.89,2.29,3.72,1.07,2.9,3.71,1.302857142857143,2.4531714285714283,3.295,1.2369571428571429,2.4732142857142856,1.3301714285714286
31-2011.00,Occupational Therapy Assistants,2.0,2.61,4.07,1.56,3.55,4.7,1.4435714285714285,2.4308,3.3478857142857144,1.454,2.0608,1.4294
31-2012.00,Occupational Therapy Aides,1.46,2.11,3.13,1.17,2.97,4.11,1.4179428571428572,2.319071428571428,2.991142857142857,1.9977285714285715,2.0028571428571427,1.8087142857142855
31-2021.00,Physical Therapist Assistants,1.43,2.1,3.21,1.02,3.6,3.52,1.655,2.8124,2.805142857142857,1.6497714285714289,2.524285714285714,1.27
31-2022.00,Physical Therapist Aides,1.64,2.29,2.82,1.42,3.21,3.04,1.32,2.2299285714285717,3.1242,1.431042857142857,2.0028571428571427,1.5052857142857143
