O*NET-SOC Code,Title,E-Mail,Written Letters and Memos,Quality Control Analysis ,Evaluating Information to Determine Compliance with Standards ,Documenting/Recording Information ,Processing Information ,Monitoring and Controlling Resources ,Operations Monitoring ,"Monitoring Processes, Materials, or Surroundings ",Monitoring ,"Estimating the Quantifiable Characteristics of Products, Events, or Information ",Number Facility ,Mathematics ,Equipment Maintenance ,Repairing and Maintaining Mechanical Equipment ,Repairing and Maintaining Electronic Equipment ,Repairing ,"Operating Vehicles, Mechanized Devices, or Equipment ",Controlling Machines and Processes ,Operation and Control ,Installation ,Equipment Selection ,"Inspecting Equipment, Structures, or Materials ",Getting Information ,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment ","Organizing, Planning, and Prioritizing Work ",Management of Material Resources ,Management of Financial Resources ,Time Management ,Coordination ,Writing ,Depth Perception ,Far Vision ,Near Vision ,Visual Color Discrimination ,Glare Sensitivity ,Night Vision ,Peripheral Vision ,Sound Localization ,Hearing Sensitivity ,Speech Clarity ,Speech Recognition ,Rate Control ,Response Orientation ,Spatial Orientation ,Staffing Organizational Units ,"Identifying Objects, Actions, and Events ","Judging the Qualities of Objects, Services, or People "
29-1023.00,Orthodontists,4.35,4.27,1.4435714285714285,2.3564857142857143,2.7873142857142854,2.1088,2.812,1.5892857142857142,3.0425,2.7142857142857144,1.7585000000000002,1.6428571428571428,1.4192,1.0,1.1866285714285714,1.1302857142857143,1.0,1.0749142857142855,1.6340714285714286,1.3571428571428572,1.0,1.197142857142857,1.8091285714285716,3.0260714285714285,1.2797142857142858,2.963542857142857,1.4017857142857142,1.2857142857142856,2.571428571428571,2.596342857142857,2.36,1.2857142857142856,1.8571428571428568,2.765714285714286,1.5614285714285714,1.0,1.0,1.0,1.0,1.268571428571429,2.327857142857143,2.375,1.1408,1.1734857142857142,1.0,2.2756857142857143,2.517657142857143,2.540971428571429
29-1024.00,Prosthodontists,4.64,4.36,1.6428571428571428,3.019742857142857,3.721042857142857,3.2194714285714285,2.5774,1.6665142857142858,3.625857142857143,2.4035714285714285,2.2071428571428573,1.36,1.3742857142857143,1.1408,1.8334857142857144,1.5592,1.1408,1.6324285714285711,2.7358,1.36,1.0089285714285714,1.231428571428571,2.665514285714285,3.499257142857143,1.8681142857142856,3.4817142857142858,1.3392000000000002,1.2857142857142856,2.044642857142857,1.8571428571428568,2.19,1.32,1.7734857142857143,2.9522285714285714,1.9449142857142856,1.0357142857142856,1.0357142857142856,1.0357142857142856,1.0549142857142857,1.3785714285714286,2.1228571428571428,2.354914285714286,1.268571428571429,1.25,1.0442857142857145,2.5096,3.0304285714285712,2.9293
29-1031.00,Dietitians and Nutritionists,4.9,3.7,1.8057142857142856,2.52,2.9057000000000004,2.8492,1.8091428571428567,1.22,2.2493,2.6950857142857143,1.5529857142857142,1.8571428571428568,1.8571428571428568,1.0,1.0038571428571428,1.0131428571428571,1.0,1.03,1.0855571428571429,1.0,1.0,1.0,1.3018714285714286,3.435,1.0134285714285711,2.954728571428572,1.7200000000000002,1.845,2.125,2.524285714285714,2.748571428571428,1.0664285714285715,1.7200000000000002,2.275,1.4691999999999998,1.0,1.0,1.0,1.0,1.1607142857142858,2.7142857142857144,2.4522285714285714,1.0,1.0,1.0,1.4038857142857144,2.7746000000000004,1.735142857142857
29-1041.00,Optometrists,4.9,4.45,1.6171428571428572,2.914,3.5970000000000004,3.850142857142857,2.411314285714286,1.3392000000000002,3.342714285714285,2.125,2.308542857142857,1.94,1.8571428571428568,1.0,1.2714285714285714,1.2585714285714285,1.0,1.0491428571428572,2.0656,1.4017857142857142,1.0,1.0,2.3356000000000003,4.1195,1.1498285714285714,2.6768,1.3392000000000002,1.3392000000000002,2.044642857142857,2.19,2.7142857142857144,1.4435714285714285,2.205357142857143,2.98,1.9449142857142856,1.0,1.0,1.0,1.0,1.2857142857142856,2.4732142857142856,2.571428571428571,1.1428571428571428,1.1607142857142858,1.0,2.1584000000000003,3.6649,2.6706571428571424
29-1051.00,Pharmacists,4.64,3.07,1.5785714285714287,2.9872571428571435,2.747942857142857,3.1105000000000005,2.231642857142857,1.3571428571428572,3.1490000000000005,2.8514285714285714,1.8421428571428573,2.1635714285714283,2.044642857142857,1.0,1.0659571428571428,1.1458285714285714,1.0,1.0542857142857145,1.8307,1.0442857142857145,1.0,1.0135714285714286,1.8050714285714284,2.5690857142857144,1.0147,2.833828571428572,1.655,1.4435714285714285,2.354914285714286,2.275,2.645714285714285,1.1257142857142857,1.822857142857143,2.928571428571429,1.822857142857143,1.0,1.0,1.0,1.0,1.0992,2.4732142857142856,2.524285714285714,1.0089285714285714,1.0020571428571428,1.0,1.280142857142857,2.878685714285714,1.9230857142857145
29-1071.00,Physician Assistants,4.97,4.03,1.4435714285714285,3.0196,3.7756,3.3879428571428574,1.602142857142857,1.3571428571428572,3.3028000000000004,2.645714285714285,1.8619142857142856,1.8057142857142856,1.8571428571428568,1.0,1.0111285714285714,1.0396,1.0,1.072857142857143,1.5176714285714286,1.0,1.0,1.0042857142857142,1.8971428571428568,4.352685714285714,1.0310857142857144,3.2616,1.2678571428571428,1.2000000000000002,2.205357142857143,2.2857142857142856,2.7142857142857144,1.268571428571429,1.8571428571428568,2.645714285714285,1.8571428571428568,1.0,1.0,1.0,1.0,1.3571428571428572,2.5,2.7142857142857144,1.0,1.0442857142857145,1.0,1.4408714285714286,3.908242857142857,2.834485714285714
29-1071.01,Anesthesiologist Assistants,3.39,2.83,1.7734857142857143,2.837714285714286,3.3285714285714283,3.0925000000000007,1.4428,2.19,3.7474571428571433,2.524285714285714,2.2096,1.9077714285714285,1.7734857142857143,1.3125,1.7155857142857145,1.475542857142857,1.268571428571429,1.2212,2.6502142857142856,1.9657142857142855,1.0221428571428572,1.4435714285714285,3.193514285714285,3.146057142857143,1.3114285714285714,2.4485428571428574,1.32,1.1339285714285714,2.0608,2.06,2.06,1.4928571428571429,1.8057142857142856,2.7207142857142856,1.9285714285714288,1.0885714285714283,1.0,1.0,1.0,1.8057142857142856,2.2308,2.25,1.3571428571428572,1.7200000000000002,1.0,1.2787285714285714,3.491714285714285,2.6428000000000003
29-1081.00,Podiatrists,4.62,4.49,1.5165142857142857,2.5048000000000004,3.805471428571429,2.9691857142857145,2.399142857142857,1.4017857142857142,2.721228571428572,2.645714285714285,1.9576,1.8057142857142856,1.8057142857142856,1.0,1.0486142857142855,1.1824,1.0,1.2792714285714286,1.7073857142857145,1.3392000000000002,1.0,1.335714285714286,1.6889142857142856,3.31,1.141657142857143,2.9538571428571427,1.4464285714285716,1.4464285714285716,2.0,2.275,2.748571428571428,1.268571428571429,1.8057142857142856,2.645714285714285,1.8057142857142856,1.0,1.0,1.0,1.0,1.2857142857142856,2.7142857142857144,2.7142857142857144,1.077942857142857,1.1339285714285714,1.0,1.8091428571428567,3.098242857142857,2.5336
29-1122.00,Occupational Therapists,4.73,3.68,1.28,2.7691142857142856,3.568371428571429,2.8096,1.6514285714285717,1.3392000000000002,3.0828571428571427,2.782857142857143,1.9195714285714285,1.4542857142857144,1.2857142857142856,1.0,1.124342857142857,1.0614285714285714,1.0,1.0855,1.4867285714285714,1.0885714285714283,1.0,1.0089285714285714,1.8106428571428568,3.3952857142857145,1.118842857142857,3.346028571428572,1.32,1.289285714285714,2.524285714285714,2.524285714285714,2.7142857142857144,1.2857142857142856,1.822857142857143,2.1492,1.4542857142857144,1.0,1.0,1.0,1.0,1.5300000000000002,2.645714285714285,2.645714285714285,1.0,1.0442857142857145,1.0020571428571428,1.5556571428571428,3.265614285714286,2.2272
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",4.74,3.48,1.1734857142857142,2.1414857142857144,2.6473000000000004,1.7721857142857145,1.3114285714285714,1.4017857142857142,2.899857142857143,2.571428571428571,1.4408285714285716,1.2857142857142856,1.3008,1.0,1.0614285714285714,1.0412285714285714,1.0,1.4747714285714286,1.0846857142857145,1.2857142857142856,1.0,1.0042857142857142,1.5589,3.021085714285714,1.0305,3.101571428571429,1.0664285714285715,1.0020571428571428,1.8914285714285717,1.8914285714285717,2.571428571428571,1.2857142857142856,1.9085714285714288,2.1750857142857143,1.5207142857142857,1.1257142857142857,1.0803571428571428,1.0357142857142856,1.0357142857142856,1.36,2.225714285714286,2.216428571428572,1.0549142857142857,1.0549142857142857,1.2208,1.1648142857142858,2.524985714285714,2.242
29-1123.00,Physical Therapists,3.82,3.72,1.268571428571429,2.815714285714285,3.229028571428572,2.767028571428572,1.3654,1.3785714285714286,3.0785714285714283,2.596342857142857,1.6367285714285715,1.6875,1.4192,1.0336571428571428,1.0677571428571428,1.1074428571428572,1.0336571428571428,1.1397857142857142,1.473,1.25,1.0042857142857142,1.0942857142857143,1.8181142857142856,3.4746857142857146,1.048857142857143,2.7984571428571425,1.2142857142857144,1.16,2.4035714285714285,2.205357142857143,2.645714285714285,1.268571428571429,1.822857142857143,2.1635714285714283,1.4179428571428572,1.0,1.0,1.0,1.0,1.2857142857142856,2.422142857142857,2.422142857142857,1.16,1.0664285714285715,1.0020571428571428,1.2763428571428572,2.9680714285714287,2.068657142857143
29-1124.00,Radiation Therapists,4.72,3.34,1.9077714285714285,2.9217142857142857,3.5776,3.0436428571428573,1.6485142857142856,2.1492,3.435742857142857,2.086428571428572,2.3915,1.7200000000000002,1.7200000000000002,1.6875,1.9590571428571424,2.1833714285714283,1.3785714285714286,1.8198857142857143,4.0445714285714285,2.06,1.0,1.6063428571428573,3.5950571428571423,3.004,1.928,2.744657142857143,1.2208,1.1428571428571428,1.9842857142857144,2.0028571428571427,1.9842857142857144,1.5625,1.9449142857142856,2.275,1.7385714285714284,1.0803571428571428,1.1257142857142857,1.0942857142857143,1.231428571428571,1.3785714285714286,2.19,2.125,1.5207142857142857,1.5677714285714286,1.1734857142857142,1.4834142857142858,3.675,2.797942857142857
29-1125.00,Recreational Therapists,4.79,3.46,1.1734857142857142,2.273628571428572,2.684028571428572,1.8316,2.1448,1.1607142857142858,2.3464,2.3192,1.3828,1.2857142857142856,1.2857142857142856,1.0,1.1234285714285714,1.1488,1.0,1.5315571428571428,1.1767285714285711,1.1339285714285714,1.0,1.0206285714285714,1.7570428571428574,2.9928,1.1233714285714285,3.5675,1.268571428571429,1.2036571428571428,2.0028571428571427,2.662857142857143,2.645714285714285,1.2857142857142856,1.8571428571428568,2.023657142857143,1.1885714285714286,1.0535714285714286,1.0442857142857145,1.1257142857142857,1.0357142857142856,1.22,2.5,2.375,1.0549142857142857,1.268571428571429,1.157142857142857,1.8103428571428573,2.3886000000000003,1.9229285714285715
29-1126.00,Respiratory Therapists,4.14,3.07,1.8571428571428568,2.9596428571428577,3.533514285714286,2.948885714285714,1.5789714285714287,1.8571428571428568,3.4369857142857145,2.596342857142857,2.066942857142857,1.7734857142857143,1.7200000000000002,1.4249999999999998,1.6279428571428571,1.83,1.3785714285714286,1.4577857142857145,3.0336,1.8057142857142856,1.0,1.4435714285714285,3.144828571428571,3.3695142857142857,1.4955142857142858,3.2436,1.231428571428571,1.1734857142857142,1.9449142857142856,2.02,2.06,1.4906285714285716,1.8571428571428568,2.524285714285714,1.7734857142857143,1.0549142857142857,1.0549142857142857,1.1257142857142857,1.0803571428571428,1.7385714285714284,2.1607142857142856,2.044642857142857,1.34,1.3808,1.0357142857142856,1.4608,3.0952,2.198242857142857
29-1127.00,Speech-Language Pathologists,4.18,3.38,1.4017857142857142,3.117142857142857,3.6398000000000006,2.8514285714285714,1.0193857142857143,1.3008,2.7834000000000003,2.6950857142857143,1.2601714285714287,1.4928571428571429,1.34,1.0,1.0058,1.0356285714285711,1.0,1.0070428571428571,1.0364285714285717,1.0664285714285715,1.0,1.0442857142857145,1.5866285714285715,3.536371428571428,1.0060714285714285,3.759171428571429,1.0020571428571428,1.0,2.044642857142857,2.205357142857143,2.877142857142857,1.0206285714285714,1.5357142857142858,2.4035714285714285,1.231428571428571,1.0,1.0,1.0,1.0271428571428571,2.4522285714285714,3.0592,3.497857142857143,1.0,1.0020571428571428,1.0,1.0007,2.958628571428571,2.770342857142857
29-1128.00,Exercise Physiologists,4.64,3.41,1.32,2.1568,2.8167142857142853,2.697142857142857,1.4857142857142858,1.3808,2.4294857142857142,2.571428571428571,1.5282142857142855,1.6665142857142858,1.8057142857142856,1.0089285714285714,1.1848,1.124342857142857,1.0042857142857142,1.1199,1.936,1.25,1.0089285714285714,1.1339285714285714,1.8322142857142856,3.2597714285714283,1.0533,2.749657142857143,1.0992,1.0714285714285714,1.8914285714285717,2.096342857142857,2.645714285714285,1.1734857142857142,1.872228571428572,2.105,1.32,1.0,1.0,1.0,1.0,1.3392000000000002,2.7142857142857144,2.662857142857143,1.1785714285714286,1.0664285714285715,1.0,1.4699,2.665571428571429,1.7231714285714286
29-1129.01,Art Therapists,4.72,3.69,1.0942857142857143,2.6878571428571423,3.3637714285714284,2.425657142857143,1.7493714285714288,1.16,3.142857142857143,2.645714285714285,1.6108142857142858,1.3392000000000002,1.3392000000000002,1.0,1.0456857142857143,1.011942857142857,1.0,1.0336571428571428,1.0992,1.0,1.0,1.1257142857142857,1.4851,3.3641,1.0752,3.388128571428572,1.197142857142857,1.062857142857143,2.086428571428572,2.044642857142857,2.4971428571428573,1.0135714285714286,1.8571428571428568,2.7142857142857144,1.8914285714285717,1.0,1.0,1.0,1.0,1.268571428571429,2.662857142857143,2.596342857142857,1.0,1.16,1.0,1.2806571428571427,3.356457142857143,2.317085714285714
29-1129.02,Music Therapists,4.58,3.38,1.2208,2.156,3.067428571428572,2.261542857142857,1.6072,1.268571428571429,2.7394,2.571428571428571,1.3584571428571428,1.2857142857142856,1.231428571428571,1.0,1.1251857142857142,1.1407857142857143,1.0,1.0630857142857142,1.1810285714285715,1.0,1.0,1.0664285714285715,1.5372,3.0152,1.051,2.9131428571428573,1.231428571428571,1.1428571428571428,1.8914285714285717,2.086428571428572,2.205357142857143,1.231428571428571,1.7734857142857143,1.9449142857142856,1.4542857142857144,1.0,1.0,1.0,1.1408,2.06,2.645714285714285,2.596342857142857,1.0,1.197142857142857,1.0,1.4463142857142857,2.4571428571428573,2.436914285714286
29-1131.00,Veterinarians,4.5,3.89,1.3392000000000002,2.1195142857142857,2.9234,2.8603,1.359985714285714,1.4249999999999998,3.1637,2.205357142857143,2.0102857142857147,1.8914285714285717,1.9449142857142856,1.0020571428571428,1.1116,1.0659571428571428,1.0,1.0697142857142858,1.592,1.1885714285714286,1.0,1.12,2.113857142857143,3.735542857142857,1.051,2.238142857142857,1.2857142857142856,1.2857142857142856,2.125,2.06,2.4714285714285715,1.3008,1.8571428571428568,2.821428571428571,1.7734857142857143,1.0020571428571428,1.0020571428571428,1.0020571428571428,1.0,1.4928571428571429,2.31,2.31,1.147857142857143,1.1607142857142858,1.0020571428571428,1.2646428571428572,3.822371428571429,2.056942857142857
29-1141.00,Registered Nurses,4.31,3.28,1.8057142857142856,3.0608714285714287,3.7406,2.546514285714286,1.351785714285714,1.822857142857143,3.511,2.571428571428571,1.4702571428571427,1.8571428571428568,1.837942857142857,1.0,1.1022,1.1254,1.0020571428571428,1.230357142857143,1.6377142857142857,1.3785714285714286,1.0,1.1106285714285715,2.4779142857142853,3.4762285714285714,1.0867428571428572,3.757857142857142,1.22,1.1222285714285714,1.9449142857142856,2.7142857142857144,2.524285714285714,1.2857142857142856,1.9449142857142856,2.596342857142857,1.7200000000000002,1.0,1.0,1.0,1.0020571428571428,1.4285714285714286,2.645714285714285,2.524285714285714,1.0803571428571428,1.3392000000000002,1.0357142857142856,1.3772,4.095700000000001,2.6157142857142857
29-1141.01,Acute Care Nurses,3.86,2.65,1.5614285714285714,2.5574285714285714,3.375,2.505,2.047857142857143,1.8914285714285717,3.022857142857143,2.821428571428571,1.762714285714286,1.6063428571428573,1.8571428571428568,1.0,1.212,1.4,1.0,1.1232142857142855,1.8045714285714285,1.7200000000000002,1.0,1.2000000000000002,2.216428571428572,3.1519857142857144,1.04,3.4601,1.28,1.2142857142857144,2.2071428571428573,2.662857142857143,2.7142857142857144,1.1785714285714286,1.837942857142857,2.7142857142857144,1.822857142857143,1.0,1.0,1.0,1.0020571428571428,1.4628571428571429,2.607142857142857,2.551428571428572,1.0549142857142857,1.32,1.0020571428571428,2.275428571428572,3.2725000000000004,2.184
29-1141.02,Advanced Practice Psychiatric Nurses,4.91,3.74,1.0206285714285714,3.134842857142857,3.9322,3.9937,1.5862857142857143,1.25,2.8824571428571426,2.7142857142857144,1.7163142857142857,1.7200000000000002,1.655,1.0,1.011,1.039928571428571,1.0,1.0205714285714285,1.0906285714285715,1.0,1.0,1.0,1.1587857142857143,3.6367,1.0434571428571429,3.498571428571428,1.2857142857142856,1.268571428571429,2.662857142857143,2.524285714285714,2.7142857142857144,1.0549142857142857,1.7200000000000002,2.4732142857142856,1.4691999999999998,1.0,1.0,1.0,1.0,1.22,2.607142857142857,2.7142857142857144,1.0,1.1106285714285715,1.0,1.2742857142857142,3.455714285714285,2.6897
29-1141.03,Critical Care Nurses,4.54,2.79,1.6063428571428573,2.6282428571428573,3.325,3.010742857142857,1.7471142857142858,2.0608,3.621971428571429,2.782857142857143,1.7325,1.7734857142857143,1.7734857142857143,1.0,1.1992857142857145,1.2736142857142858,1.0,1.1907142857142856,2.3485714285714288,1.655,1.0089285714285714,1.0442857142857145,2.3474142857142857,3.8125,1.1214285714285714,3.2813142857142856,1.3008,1.28,2.1635714285714283,2.645714285714285,2.36,1.4249999999999998,1.837942857142857,2.645714285714285,1.7734857142857143,1.0357142857142856,1.0,1.0,1.0,1.7734857142857143,2.662857142857143,2.7142857142857144,1.231428571428571,1.4179428571428572,1.0,1.8932,3.882257142857143,2.200614285714286
29-1141.04,Clinical Nurse Specialists,5.0,3.35,1.3808,3.154428571428572,3.063428571428571,3.374642857142857,1.9945,1.6875,3.754,2.7142857142857144,2.4348571428571426,1.8571428571428568,1.6428571428571428,1.0,1.1222285714285714,1.1399714285714286,1.0,1.1532142857142855,1.422014285714286,1.1607142857142858,1.0,1.0,1.9165,3.4231428571428566,1.1712571428571428,3.5508571428571427,1.25,1.1408,2.4971428571428573,2.645714285714285,2.645714285714285,1.2857142857142856,1.8914285714285717,2.4522285714285714,1.75,1.0,1.0,1.0020571428571428,1.0,1.2857142857142856,2.765714285714286,2.6950857142857143,1.0271428571428571,1.1607142857142858,1.0042857142857142,1.4607,3.342714285714285,2.914
29-1151.00,Nurse Anesthetists,4.04,2.88,1.8914285714285717,3.498614285714286,3.8914285714285706,3.635285714285714,2.390914285714286,2.044642857142857,4.222742857142857,2.7142857142857144,2.681985714285714,1.9449142857142856,2.044642857142857,1.3785714285714286,1.610742857142857,1.6024714285714283,1.302857142857143,1.3857142857142857,2.9420714285714284,1.7734857142857143,1.0,1.6875,3.6450285714285706,4.066800000000001,1.2290285714285714,3.194628571428572,1.3785714285714286,1.25,2.1492,2.3192,2.19,1.3392000000000002,1.8914285714285717,2.7142857142857144,1.8571428571428568,1.1408,1.0,1.0,1.0,1.7385714285714284,2.4485714285714284,2.327857142857143,1.3392000000000002,1.22,1.0,2.0637714285714286,3.9684,2.7628
29-1161.00,Nurse Midwives,4.85,3.72,1.32,3.2230000000000003,3.9577714285714287,3.2381714285714285,1.6685714285714286,1.4179428571428572,3.772,2.765714285714286,1.7757142857142858,1.6665142857142858,1.6063428571428573,1.0,1.0715,1.0598142857142858,1.0,1.0728,1.4869428571428571,1.1071428571428572,1.0,1.0089285714285714,2.1046857142857145,4.199842857142857,1.018857142857143,3.5292142857142856,1.1734857142857142,1.0942857142857143,1.9842857142857144,2.5428571428571427,2.645714285714285,1.268571428571429,1.7734857142857143,2.524285714285714,1.7200000000000002,1.0,1.0,1.0,1.0,1.32,2.524285714285714,2.524285714285714,1.0,1.16,1.0020571428571428,2.001385714285714,4.098528571428572,2.5464285714285717
29-1171.00,Nurse Practitioners,4.96,3.73,1.4,3.2536,3.949257142857143,3.4455714285714287,1.7472142857142856,1.4192,3.2837000000000005,2.765714285714286,1.8786,1.8571428571428568,1.8914285714285717,1.0,1.0949857142857142,1.0814285714285714,1.0,1.1012142857142857,1.358142857142857,1.147857142857143,1.0,1.0664285714285715,1.8470714285714287,4.014100000000001,1.0246857142857142,3.2918571428571424,1.1785714285714286,1.1785714285714286,2.3192,2.524285714285714,2.7142857142857144,1.2036571428571428,1.8914285714285717,2.782857142857143,1.8914285714285717,1.0,1.0,1.0,1.0,1.6063428571428573,2.7142857142857144,2.7142857142857144,1.0089285714285714,1.268571428571429,1.0,1.5785714285714287,3.890571428571429,2.8018857142857145
29-1181.00,Audiologists,4.95,4.4,1.8914285714285717,3.0522142857142853,3.425814285714286,3.0650000000000004,2.378914285714286,1.8571428571428568,2.704857142857142,2.6185714285714288,1.9997714285714283,1.5892857142857142,1.8057142857142856,1.32,1.6623428571428571,2.2425,1.3392000000000002,1.0786285714285715,2.335642857142857,1.3392000000000002,1.0089285714285714,1.4192,2.293214285714286,3.6115714285714287,1.281742857142857,2.948885714285714,1.22,1.2036571428571428,1.9642857142857144,2.19,2.821428571428571,1.0885714285714283,1.8057142857142856,2.571428571428571,1.3706285714285715,1.0,1.0,1.0,1.0549142857142857,2.3392857142857144,2.645714285714285,2.6185714285714288,1.0942857142857143,1.22,1.0,2.092357142857143,3.283228571428571,2.722128571428572
29-1211.00,Anesthesiologists,4.39,3.42,1.655,3.6781,3.452514285714285,3.725842857142857,1.7473714285714288,2.354914285714286,3.885142857142858,2.9522285714285714,2.770557142857143,1.8571428571428568,1.9657142857142855,1.0,1.3486857142857145,1.3773142857142855,1.0,1.3526285714285713,3.637714285714286,1.78,1.0,1.0271428571428571,3.3203714285714283,3.7077714285714287,1.2247428571428571,3.011885714285714,1.36,1.4017857142857142,2.571428571428571,2.1357142857142857,2.7142857142857144,1.4179428571428572,1.7857142857142856,2.8363428571428573,1.7200000000000002,1.0020571428571428,1.0,1.0,1.0,1.655,2.571428571428571,2.524285714285714,1.231428571428571,1.822857142857143,1.0,1.9430142857142856,3.7186,2.6974285714285715
29-1213.00,Dermatologists,4.7,4.34,1.1607142857142858,1.9815142857142856,3.7356857142857143,2.7722999999999995,1.9561142857142857,1.197142857142857,2.7843142857142853,2.3857142857142857,1.5620285714285715,1.7200000000000002,1.4464285714285716,1.0,1.0040857142857142,1.012,1.0,1.0066285714285714,1.2136,1.0135714285714286,1.0,1.0178571428571428,1.4472714285714283,3.6994857142857134,1.008,2.807,1.1785714285714286,1.268571428571429,1.9449142857142856,2.2471428571428573,2.4285714285714284,1.1257142857142857,1.8914285714285717,2.821428571428571,1.9842857142857144,1.0,1.0,1.0,1.0,1.268571428571429,2.4732142857142856,2.4035714285714285,1.0,1.0089285714285714,1.0,1.4422857142857144,3.271314285714286,1.8794285714285717
29-1214.00,Emergency Medicine Physicians,4.69,3.0,1.2363428571428572,2.4454,3.604,3.853642857142858,1.7174285714285713,1.5357142857142858,3.324442857142857,2.894285714285714,2.065,1.6942857142857144,1.75,1.0,1.0349714285714289,1.0685714285714285,1.0,1.2208,1.8103428571428573,1.4435714285714285,1.0,1.0,1.8477142857142856,4.080414285714285,1.1311285714285717,3.22,1.2036571428571428,1.231428571428571,2.0028571428571427,2.765714285714286,2.8363428571428573,1.3785714285714286,1.9842857142857144,2.765714285714286,1.7857142857142856,1.0,1.0,1.0271428571428571,1.0042857142857142,1.4435714285714285,3.0335714285714284,2.912857142857143,1.28,1.51,1.1408,1.4884,3.5865142857142858,2.570485714285714
29-1215.00,Family Medicine Physicians,3.98,4.06,1.32,3.269157142857143,3.783314285714286,2.103014285714285,1.009,1.3392000000000002,3.3649285714285715,2.7142857142857144,1.3364,1.7036571428571428,1.7200000000000002,1.0,1.0,1.0000142857142855,1.0,1.0000142857142855,1.0165714285714285,1.0042857142857142,1.0,1.0135714285714286,1.6147428571428573,3.6771142857142856,1.0034285714285711,2.1716571428571427,1.1107142857142858,1.0885714285714283,2.662857142857143,2.1750857142857143,2.8363428571428573,1.1734857142857142,1.7734857142857143,2.645714285714285,1.7734857142857143,1.0,1.0,1.0,1.0,1.542142857142857,2.7142857142857144,2.645714285714285,1.0,1.0,1.0,1.0168,3.56,2.5318
29-1216.00,General Internal Medicine Physicians,4.67,3.61,1.4821428571428572,2.975828571428571,3.7790285714285714,3.439128571428572,1.2853714285714286,1.268571428571429,3.413028571428571,2.645714285714285,2.3305857142857143,1.8571428571428568,1.7734857142857143,1.0020571428571428,1.055157142857143,1.1049285714285717,1.0135714285714286,1.0401714285714283,1.6900857142857144,1.0442857142857145,1.0042857142857142,1.0664285714285715,1.9425,3.5186,1.0734428571428571,3.3121428571428573,1.1785714285714286,1.1408,2.023657142857143,2.125,2.765714285714286,1.1408,1.8571428571428568,2.765714285714286,1.5165142857142857,1.0,1.0,1.0,1.0,1.4928571428571429,2.4732142857142856,2.645714285714285,1.0089285714285714,1.0,1.0,1.759,3.6532142857142857,2.636842857142857
29-1217.00,Neurologists,4.73,4.49,1.4435714285714285,3.3458,4.147728571428571,4.027642857142856,2.4017714285714287,1.32,4.101357142857143,2.98,2.578642857142857,2.023657142857143,1.8728571428571428,1.0,1.029,1.0923714285714283,1.0,1.0678571428571428,1.5043714285714285,1.0178571428571428,1.0,1.0336571428571428,1.6432857142857142,4.3544,1.0584857142857145,3.439128571428572,1.32,1.25,2.2471428571428573,2.4732142857142856,2.877142857142857,1.28,1.9077714285714285,2.6950857142857143,1.7385714285714284,1.0,1.0,1.0,1.0,1.4691999999999998,2.6185714285714288,2.6950857142857143,1.0,1.0020571428571428,1.0,2.0105714285714287,4.221400000000001,3.533771428571429
29-1218.00,Obstetricians and Gynecologists,4.7,3.54,1.1257142857142857,2.881342857142857,3.5669285714285714,3.240185714285714,1.9352,1.32,3.3908,2.7142857142857144,2.6028571428571428,1.7200000000000002,1.75,1.0,1.1290714285714285,1.1622857142857144,1.0,1.2622,2.3224857142857145,1.1785714285714286,1.0,1.0,2.582385714285714,3.539428571428571,1.1693714285714285,3.271428571428572,1.36,1.268571428571429,2.524285714285714,2.596342857142857,2.7142857142857144,1.3785714285714286,1.837942857142857,2.7142857142857144,1.822857142857143,1.0,1.0,1.0,1.0,1.6875,2.5428571428571427,2.645714285714285,1.0089285714285714,1.1734857142857142,1.0,1.4165,3.8175,2.9532285714285718
29-1221.00,"Pediatricians, General",4.03,3.5,1.1257142857142857,2.354342857142857,3.659285714285714,2.960585714285714,1.504,1.1734857142857142,2.75,2.7142857142857144,1.6953571428571428,1.7200000000000002,1.5677714285714286,1.0,1.0582857142857145,1.213328571428571,1.0,1.0370857142857144,1.0919285714285714,1.0,1.0,1.0,1.754285714285714,3.502742857142857,1.0693,2.2296,1.16,1.1792,2.0,2.19,2.7142857142857144,1.12,1.7734857142857143,2.645714285714285,1.6171428571428572,1.0,1.0,1.0,1.0,1.36,2.5,2.7142857142857144,1.0,1.0020571428571428,1.0,1.5964285714285715,3.3953714285714285,2.1628
29-1222.00,"Physicians, Pathologists",4.92,3.61,1.7200000000000002,3.225142857142857,3.564285714285714,3.965357142857143,2.175428571428572,1.3785714285714286,3.2974,2.4285714285714284,2.081,1.8571428571428568,1.8914285714285717,1.0,1.36,1.3298714285714286,1.0,1.2674,1.9092857142857145,1.1785714285714286,1.0,1.0664285714285715,2.504642857142857,3.952900000000001,1.5949714285714287,3.1053714285714284,1.7200000000000002,1.6665142857142858,2.2471428571428573,2.0,3.2285714285714286,1.2857142857142856,1.837942857142857,2.928571428571429,1.9842857142857144,1.0,1.0,1.0,1.0,1.3785714285714286,2.6950857142857143,2.571428571428571,1.0357142857142856,1.0,1.0,1.624428571428571,3.790857142857142,2.9823
