O*NET-SOC Code,Title,Freedom to Make Decisions,Frequency of Decision Making,Impact of Decisions on Co-workers or Company Results,Health and Safety of Other Workers,Work Outcomes and Results of Other Workers,Consequence of Error,Conflict Situations,Time Pressure,Level of Competition,Developing Objectives and Strategies 
29-2056.00,Veterinary Technologists and Technicians,3.6,4.1,4.13,3.88,3.27,3.84,2.98,3.96,2.64,1.524857142857143
29-2057.00,Ophthalmic Medical Technicians,3.91,4.45,4.09,3.68,3.09,3.14,2.76,3.32,2.73,1.3455714285714286
29-2061.00,Licensed Practical and Licensed Vocational Nurses,3.77,4.33,4.21,4.24,3.85,3.42,3.48,4.38,2.69,2.0904
29-2081.00,"Opticians, Dispensing",4.42,4.42,3.96,3.29,3.17,2.21,3.0,4.04,3.54,1.9464714285714284
29-2091.00,Orthotists and Prosthetists,4.52,4.62,3.9,4.0,3.76,2.81,2.86,4.29,3.57,2.101
29-2092.00,Hearing Aid Specialists,4.54,4.69,4.31,3.03,3.34,2.37,3.09,3.94,3.51,1.7386857142857142
29-2099.01,Neurodiagnostic Technologists,4.17,4.28,4.0,3.26,2.84,3.81,2.77,4.26,2.9,1.9211142857142856
29-2099.05,Ophthalmic Medical Technologists,3.9,4.15,3.95,3.3,2.95,3.25,3.15,3.45,2.6,1.1760714285714289
29-2099.08,Patient Representatives,4.31,3.32,3.49,2.78,3.21,2.18,3.7,3.09,2.32,1.8162571428571428
29-9091.00,Athletic Trainers,4.43,4.69,4.29,4.42,3.56,3.89,3.59,3.6,3.82,2.317171428571428
29-9092.00,Genetic Counselors,4.04,4.04,3.74,2.36,2.45,3.26,2.65,3.91,3.26,1.6526714285714283
29-9093.00,Surgical Assistants,3.51,3.59,3.49,3.99,3.95,4.26,3.33,3.33,3.0,2.008
29-9099.01,Midwives,4.54,4.21,4.55,3.23,3.34,4.13,2.71,2.8,2.79,2.532457142857143
31-1121.00,Home Health Aides,3.47,3.71,3.96,3.56,3.29,3.68,2.82,3.43,2.47,1.5667428571428572
31-1122.00,Personal Care Aides,3.16,4.07,4.07,3.76,2.82,3.74,3.0,4.08,2.49,2.532442857142857
31-1131.00,Nursing Assistants,3.11,3.68,3.73,4.38,3.89,3.4,3.18,3.71,3.01,1.5943571428571428
31-1132.00,Orderlies,4.07,4.42,4.15,4.51,3.1,3.85,3.72,4.23,3.12,1.2514285714285711
31-1133.00,Psychiatric Aides,3.65,3.46,3.63,3.85,3.35,3.79,4.06,3.71,1.91,2.0034
31-2011.00,Occupational Therapy Assistants,4.55,4.68,4.3,4.49,3.93,2.72,3.37,4.7,2.81,2.3820571428571427
31-2012.00,Occupational Therapy Aides,3.77,3.83,3.98,4.39,3.44,3.2,2.87,4.11,2.21,1.9615428571428573
31-2021.00,Physical Therapist Assistants,3.91,4.9,4.61,3.01,2.46,3.85,3.25,3.52,2.49,2.104557142857143
31-2022.00,Physical Therapist Aides,3.85,3.68,3.77,4.13,3.09,2.97,2.53,3.04,2.3,1.852
31-9011.00,Massage Therapists,4.54,4.32,3.73,2.81,1.65,2.62,2.31,2.28,3.27,1.8685714285714283
31-9091.00,Dental Assistants,3.52,3.73,3.34,4.47,3.32,3.0,3.54,3.44,2.35,2.0830857142857147
31-9092.00,Medical Assistants,3.22,3.85,3.5,3.63,3.09,4.0,3.19,3.8,2.07,2.836
31-9093.00,Medical Equipment Preparers,4.03,4.1,4.09,4.21,4.05,3.76,3.04,4.28,1.96,1.7225714285714284
31-9094.00,Medical Transcriptionists,3.76,3.78,3.53,3.92,3.6,2.61,2.46,4.11,2.42,1.2185714285714286
31-9095.00,Pharmacy Aides,3.68,3.43,3.17,3.47,3.12,3.74,3.22,3.47,2.62,1.9
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,3.46,4.18,3.97,3.03,3.31,3.75,3.24,3.78,2.54,1.4862
31-9097.00,Phlebotomists,3.82,4.14,4.0,4.36,3.86,4.48,3.64,4.45,3.14,1.8971428571428568
31-9099.01,Speech-Language Pathology Assistants,3.28,3.72,3.52,3.6,1.68,2.45,1.95,3.46,2.76,2.215242857142857
31-9099.02,Endoscopy Technicians,3.65,4.12,3.54,4.19,3.33,3.92,2.54,3.73,2.42,1.798
33-1011.00,First-Line Supervisors of Correctional Officers,4.13,4.68,4.43,4.77,4.47,3.25,4.51,4.16,2.97,2.1711714285714288
33-1012.00,First-Line Supervisors of Police and Detectives,4.43,4.46,4.61,4.26,4.21,3.85,4.23,3.5,3.19,2.668
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,4.49,4.32,4.63,4.8,4.62,4.44,3.28,3.53,3.51,3.1784285714285714
33-1091.00,First-Line Supervisors of Security Workers,4.63,4.71,4.73,4.62,4.82,3.21,3.84,3.41,3.17,1.927
33-2011.00,Firefighters,3.94,4.13,4.27,4.47,3.96,4.19,3.39,3.6,3.61,2.208571428571429
33-2021.00,Fire Inspectors and Investigators,4.54,4.4,4.44,3.66,3.46,3.11,3.43,3.94,3.13,2.1946
33-2022.00,Forest Fire Inspectors and Prevention Specialists,4.56,4.32,4.87,4.5,4.11,3.79,3.33,3.81,4.37,2.8708857142857145
33-3011.00,Bailiffs,3.76,3.78,3.27,3.45,2.44,2.97,3.4,3.24,2.47,1.8731428571428568
33-3012.00,Correctional Officers and Jailers,4.22,4.29,4.25,4.34,3.8,3.79,4.37,4.45,3.22,2.2432
33-3021.00,Detectives and Criminal Investigators,4.54,4.61,4.65,4.01,3.48,4.3,4.17,3.78,3.4,2.381114285714286
33-3021.02,Police Identification and Records Officers,4.49,3.76,3.65,3.07,3.01,2.96,2.67,3.17,2.2,2.2052428571428573
33-3021.06,Intelligence Analysts,4.3,3.09,3.04,2.35,2.91,2.57,2.35,3.78,3.3,2.0986857142857143
33-3031.00,Fish and Game Wardens,4.76,4.08,4.42,4.23,3.18,4.26,3.94,3.94,3.67,2.5302285714285717
33-3041.00,Parking Enforcement Workers,3.74,4.87,3.84,2.95,2.19,2.6,3.73,2.83,2.49,1.8613
33-3051.00,Police and Sheriff's Patrol Officers,4.5,4.66,4.52,4.46,3.28,3.62,4.43,3.96,2.9,2.294842857142857
33-3051.04,Customs and Border Protection Officers,4.2,4.64,4.54,3.51,3.05,4.22,3.82,3.86,3.51,2.0241
33-3052.00,Transit and Railroad Police,4.41,4.43,3.99,4.57,3.6,3.7,4.21,3.8,3.12,2.2605142857142857
33-9011.00,Animal Control Workers,4.54,4.58,4.31,3.69,2.8,3.96,4.35,3.96,2.27,2.1974285714285715
33-9021.00,Private Detectives and Investigators,4.61,3.98,4.13,2.3,3.18,2.83,2.82,4.32,2.88,2.3027285714285712
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,4.39,4.44,4.44,3.4,3.41,3.63,3.87,3.14,2.56,1.9737142857142855
33-9032.00,Security Guards,4.44,3.68,3.44,4.95,3.48,3.2,4.04,3.05,2.33,2.8038
33-9091.00,Crossing Guards and Flaggers,4.25,4.22,3.67,2.91,2.06,4.09,2.53,2.21,1.26,1.4587428571428571
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",3.82,4.11,4.08,4.24,3.35,4.06,2.98,2.98,2.43,1.3927
33-9093.00,Transportation Security Screeners,3.0,3.81,3.63,3.3,2.89,3.85,3.74,3.41,2.48,1.4649142857142856
33-9099.02,Retail Loss Prevention Specialists,4.51,4.09,4.16,3.9,3.05,3.5,3.63,3.45,3.55,2.2118857142857147
35-1011.00,Chefs and Head Cooks,3.67,4.61,4.12,4.04,3.91,2.96,3.75,4.75,3.88,1.9085714285714288
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,3.74,3.27,2.81,3.85,3.7,2.93,3.16,3.44,2.69,1.9762857142857144
35-2011.00,"Cooks, Fast Food",3.09,3.49,3.75,3.27,3.15,3.9,2.94,3.26,2.28,1.342
35-2012.00,"Cooks, Institution and Cafeteria",3.65,3.78,3.34,4.01,3.78,3.25,2.81,4.4,1.97,1.5472285714285714
35-2013.00,"Cooks, Private Household",4.04,3.38,3.58,3.23,2.77,2.46,2.19,4.15,3.12,1.6325714285714286
35-2014.00,"Cooks, Restaurant",3.78,4.01,3.96,3.87,3.67,2.59,2.48,3.03,2.59,1.0864571428571428
35-2015.00,"Cooks, Short Order",4.11,3.43,3.17,3.13,3.31,1.86,2.0,3.52,2.57,1.1946285714285714
35-2021.00,Food Preparation Workers,2.93,3.17,3.01,3.36,2.74,3.11,1.65,3.91,1.95,1.154114285714286
35-3011.00,Bartenders,4.03,3.65,3.28,2.78,2.11,1.42,2.89,1.75,2.36,1.5051428571428571
35-3023.00,Fast Food and Counter Workers,4.39,3.58,3.02,3.42,3.41,2.51,3.23,2.4,2.58,1.3545142857142858
35-3023.01,Baristas,4.05,3.39,3.21,2.75,2.56,1.6,3.17,2.14,1.88,1.4693142857142858
35-3031.00,Waiters and Waitresses,3.4,3.39,3.05,3.9,3.08,1.72,2.65,2.79,2.45,1.2157857142857142
35-3041.00,"Food Servers, Nonrestaurant",3.78,3.91,3.65,3.99,3.64,2.64,2.9,4.43,3.23,1.3328
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,3.12,3.28,3.6,3.41,2.79,1.88,2.96,2.87,2.83,1.6968
35-9021.00,Dishwashers,2.69,2.34,2.31,4.08,2.49,1.81,2.09,3.35,2.01,1.2409142857142856
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",4.16,4.19,3.48,3.03,2.8,2.05,2.97,2.18,2.2,1.2480714285714285
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,3.63,3.75,3.78,4.33,4.52,2.87,3.19,4.36,3.0,2.0754857142857146
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4.11,4.44,4.13,4.49,4.43,3.53,3.51,4.29,3.45,2.1295
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4.43,3.03,2.72,3.9,2.9,2.38,1.98,2.96,1.85,2.104171428571428
37-2012.00,Maids and Housekeeping Cleaners,3.21,2.67,2.52,3.17,2.6,1.76,2.06,3.9,2.62,1.2812142857142856
37-2021.00,Pest Control Workers,4.48,4.38,4.19,2.84,2.15,3.27,2.72,4.14,3.04,1.7524
37-3011.00,Landscaping and Groundskeeping Workers,2.53,2.72,3.17,3.31,3.16,2.91,3.2,3.28,2.75,1.3980428571428571
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",4.28,4.53,4.37,3.3,3.12,3.82,2.77,4.17,2.91,1.87
37-3013.00,Tree Trimmers and Pruners,4.39,4.49,4.32,3.96,3.95,3.79,2.52,3.71,3.51,1.8777142857142857
39-1013.00,First-Line Supervisors of Gambling Services Workers,3.69,4.24,4.34,3.59,4.29,3.38,4.28,4.0,3.55,1.3656285714285714
39-1022.00,First-Line Supervisors of Personal Service Workers,4.57,4.51,4.66,4.52,4.92,3.67,3.64,4.4,2.8,1.9934571428571428
39-2011.00,Animal Trainers,4.78,3.72,4.0,3.6,3.31,2.75,2.97,2.89,2.81,2.1913
39-2021.00,Animal Caretakers,3.64,4.19,3.86,3.2,2.98,3.32,3.21,3.32,2.2,1.6507
39-3011.00,Gambling Dealers,2.38,4.25,3.63,2.57,2.32,2.53,3.1,2.32,3.53,1.0663714285714283
39-3012.00,Gambling and Sports Book Writers and Runners,3.06,3.3,3.53,2.98,2.69,2.1,2.45,2.71,3.09,1.1967857142857143
39-3021.00,Motion Picture Projectionists,3.98,3.68,3.42,2.36,2.71,2.5,2.55,3.56,2.13,1.096
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",3.68,3.28,3.08,1.84,1.96,1.72,3.32,2.46,1.8,1.1908
39-3091.00,Amusement and Recreation Attendants,3.47,3.2,3.31,2.87,2.51,2.12,2.82,1.98,1.3,1.4394
39-3092.00,Costume Attendants,4.2,3.53,3.33,2.87,3.68,2.18,2.59,4.21,2.52,1.4577
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",3.87,3.31,2.88,3.31,2.98,1.69,2.76,3.24,1.56,1.0473142857142856
39-4011.00,Embalmers,4.49,4.68,4.66,3.74,3.73,4.06,4.02,4.74,2.57,1.8288
39-4021.00,Funeral Attendants,3.6,3.52,3.26,2.0,2.11,2.55,2.02,3.66,1.47,1.1400142857142856
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",4.24,4.4,4.65,3.74,3.8,3.28,2.85,3.74,2.54,1.7707428571428572
39-5011.00,Barbers,4.79,2.92,4.36,3.33,2.53,2.44,2.24,2.39,4.37,1.5861142857142858
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",4.76,3.86,3.72,3.52,2.94,2.26,2.64,3.41,3.57,1.5539285714285715
39-5091.00,"Makeup Artists, Theatrical and Performance",4.15,3.19,3.3,4.48,3.19,2.43,2.48,4.5,4.3,1.8007142857142855
39-5092.00,Manicurists and Pedicurists,3.9,2.03,1.96,3.55,2.91,1.69,1.44,2.23,2.56,1.1482
39-5093.00,Shampooers,3.62,4.11,4.36,2.98,2.8,1.82,1.9,3.33,2.71,1.339557142857143
39-5094.00,Skincare Specialists,4.34,4.68,4.05,3.26,2.65,2.49,2.45,2.59,3.59,1.7153714285714288
39-6011.00,Baggage Porters and Bellhops,4.33,3.9,3.51,3.72,3.28,3.01,2.98,2.38,1.98,1.5660571428571428
39-6012.00,Concierges,4.41,3.23,3.27,3.05,3.18,1.95,3.14,3.86,2.77,1.7231714285714286
39-7011.00,Tour Guides and Escorts,4.06,3.64,3.25,2.54,2.38,1.9,2.3,3.41,2.2,1.3361142857142856
39-7012.00,Travel Guides,4.77,4.61,4.2,4.01,4.06,2.49,2.76,4.07,2.67,2.0260714285714285
39-9011.00,Childcare Workers,4.03,3.32,3.33,3.95,3.48,2.69,3.42,3.49,2.46,1.8354285714285716
39-9011.01,Nannies,4.48,3.48,3.64,3.2,2.71,3.44,3.16,2.88,2.44,1.4011428571428572
39-9031.00,Exercise Trainers and Group Fitness Instructors,4.62,3.76,3.75,3.57,2.33,2.48,2.67,2.95,3.57,2.2648
39-9032.00,Recreation Workers,4.1,3.65,3.57,3.59,2.85,3.4,3.02,3.3,2.38,2.356114285714286
39-9041.00,Residential Advisors,3.85,3.55,3.67,4.18,3.78,3.48,4.13,3.67,2.32,2.0296857142857143
41-1011.00,First-Line Supervisors of Retail Sales Workers,4.3,4.22,3.95,3.79,3.71,1.67,3.55,4.22,2.86,1.5684285714285713
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,4.05,4.54,4.61,3.55,4.44,2.24,3.51,4.64,3.54,2.875342857142857
41-2011.00,Cashiers,3.45,4.06,3.09,2.68,2.82,1.93,2.43,3.06,2.29,1.1136714285714286
41-2012.00,Gambling Change Persons and Booth Cashiers,3.11,4.23,4.23,2.58,2.63,2.55,3.35,3.38,2.86,1.326857142857143
41-2021.00,Counter and Rental Clerks,3.94,4.04,3.36,2.64,3.33,1.93,3.8,3.27,2.66,1.6216
41-2022.00,Parts Salespersons,4.55,3.99,4.12,3.33,4.16,2.54,3.72,4.07,2.57,1.9623142857142857
41-2031.00,Retail Salespersons,3.43,4.15,4.03,2.7,2.85,2.36,3.08,3.42,3.7,1.624
41-3011.00,Advertising Sales Agents,4.55,4.33,4.19,1.51,2.4,2.0,3.01,4.46,4.49,2.162
41-3021.00,Insurance Sales Agents,3.88,4.81,4.43,1.82,2.14,2.98,3.45,4.52,3.85,2.125057142857143
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",4.33,4.3,4.3,2.1,3.01,3.33,2.9,3.86,3.9,2.054857142857143
41-3041.00,Travel Agents,4.03,3.74,3.88,2.55,3.41,3.38,3.07,3.73,3.87,1.4894714285714288
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4.27,4.69,4.04,2.69,2.91,2.5,3.54,3.93,3.75,1.7593714285714286
41-4011.07,Solar Sales Representatives and Assessors,4.02,3.79,3.97,2.1,2.78,2.77,2.43,3.22,3.92,2.1139
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",4.51,4.72,4.32,2.29,3.22,1.88,3.31,3.78,4.04,1.6384
41-9011.00,Demonstrators and Product Promoters,4.04,3.77,3.69,2.78,2.4,2.19,2.87,3.82,3.1,1.5585428571428572
41-9012.00,Models,3.73,2.94,2.95,1.2,1.95,2.22,1.73,1.67,1.65,1.075
41-9021.00,Real Estate Brokers,4.89,4.59,4.39,2.23,3.16,3.15,3.14,3.92,4.6,1.916542857142857
41-9022.00,Real Estate Sales Agents,4.57,4.35,4.43,2.14,2.89,3.4,3.29,4.52,4.85,2.378
41-9031.00,Sales Engineers,4.46,4.56,4.48,2.69,3.56,2.66,2.95,4.02,3.72,2.2246428571428574
41-9041.00,Telemarketers,3.53,3.25,3.2,2.2,2.44,1.88,2.51,3.74,3.94,2.5046285714285714
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",4.79,2.92,2.58,1.67,2.21,1.46,2.54,3.04,3.21,1.6828571428571428
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,4.03,3.96,3.97,2.61,4.36,2.92,3.44,4.04,2.94,2.186871428571429
43-2011.00,"Switchboard Operators, Including Answering Service",3.71,4.49,3.48,2.72,2.55,2.03,3.59,3.22,2.44,1.0492142857142857
43-2021.00,Telephone Operators,3.72,4.18,3.74,3.27,3.12,2.32,3.14,3.69,2.7,1.5765142857142858
43-3011.00,Bill and Account Collectors,3.24,4.27,4.16,2.25,2.61,3.1,3.57,3.9,3.52,1.5234142857142858
43-3021.00,Billing and Posting Clerks,4.09,3.61,3.37,1.81,2.3,1.93,2.26,3.93,2.02,1.3035428571428571
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",3.75,3.92,3.68,2.05,2.97,2.44,2.99,3.87,2.76,1.6167857142857145
43-3041.00,Gambling Cage Workers,3.26,3.98,3.86,3.01,3.05,3.98,3.22,4.07,2.94,1.3537857142857144
43-3051.00,Payroll and Timekeeping Clerks,3.49,3.86,3.88,1.81,2.23,2.25,2.35,4.25,2.42,1.4375
43-3061.00,Procurement Clerks,4.35,4.46,3.98,2.47,2.61,2.08,2.55,3.42,1.76,1.8307
43-3071.00,Tellers,3.67,4.33,4.15,3.56,3.2,3.2,3.36,3.53,3.31,1.6748714285714286
43-4011.00,Brokerage Clerks,3.88,3.89,3.87,1.41,2.69,3.16,3.21,4.61,2.81,1.3426428571428572
43-4021.00,Correspondence Clerks,4.16,3.94,4.0,2.61,3.15,2.39,3.17,3.83,2.41,1.5654
43-4031.00,"Court, Municipal, and License Clerks",3.88,3.63,3.49,2.65,2.62,2.62,3.2,4.08,2.05,1.4448714285714286
43-4041.00,"Credit Authorizers, Checkers, and Clerks",4.38,4.51,4.52,2.58,3.73,3.16,4.13,4.67,3.24,1.7373571428571428
43-4051.00,Customer Service Representatives,3.05,3.89,3.86,2.36,2.91,2.16,3.32,4.55,2.91,1.6433428571428572
43-4061.00,"Eligibility Interviewers, Government Programs",3.63,4.37,3.77,2.71,2.76,2.67,2.38,4.28,2.26,1.5775
43-4071.00,File Clerks,3.43,3.2,2.92,2.45,2.63,2.91,2.86,4.15,1.9,2.017128571428572
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",4.2,4.31,3.95,3.29,3.77,2.3,3.81,3.2,2.63,1.5868
43-4111.00,"Interviewers, Except Eligibility and Loan",3.76,4.13,4.14,3.53,3.55,2.34,3.8,4.2,3.08,2.5825714285714287
43-4121.00,"Library Assistants, Clerical",3.9,3.9,3.49,2.65,2.68,1.55,3.12,3.38,2.44,1.4467857142857143
43-4131.00,Loan Interviewers and Clerks,4.42,4.62,4.07,2.25,3.6,2.43,3.63,4.53,3.99,1.7773857142857143
43-4141.00,New Accounts Clerks,3.32,3.96,3.85,2.41,2.68,3.07,3.08,3.97,3.02,1.5146000000000002
43-4151.00,Order Clerks,3.81,3.52,3.34,2.61,3.39,1.61,2.81,4.16,2.54,1.6391999999999998
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",3.98,3.41,3.73,2.91,3.12,2.27,3.76,4.27,2.91,2.0300714285714285
43-4171.00,Receptionists and Information Clerks,3.95,4.56,4.3,1.92,2.16,1.96,3.25,2.71,1.51,1.4484285714285714
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.05,4.61,3.97,2.64,2.35,3.45,3.64,4.49,2.24,1.2164285714285714
43-5011.00,Cargo and Freight Agents,4.2,3.94,3.65,3.06,3.36,3.02,2.65,3.96,3.28,1.5856
43-5011.01,Freight Forwarders,3.53,4.01,4.01,2.03,3.64,3.0,4.05,4.95,3.65,2.533642857142857
43-5021.00,Couriers and Messengers,4.79,3.44,3.33,3.52,3.44,2.73,2.98,4.71,2.98,1.038657142857143
43-5031.00,Public Safety Telecommunicators,4.33,4.78,4.73,3.72,3.66,3.81,4.68,4.22,2.41,2.4168571428571424
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",4.51,4.85,4.7,4.25,4.69,2.3,3.86,4.48,3.01,1.6753714285714283
43-5041.00,"Meter Readers, Utilities",3.82,3.83,3.61,3.63,3.42,3.0,3.26,3.97,2.42,1.3417
43-5051.00,Postal Service Clerks,3.13,3.48,3.58,2.96,3.0,2.28,3.45,3.67,2.17,1.3168
43-5052.00,Postal Service Mail Carriers,3.38,3.93,3.73,2.69,1.75,2.93,2.73,4.12,2.24,1.0775571428571429
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",3.24,3.36,3.09,3.11,2.55,2.33,2.95,4.69,2.57,1.2241142857142857
43-5061.00,"Production, Planning, and Expediting Clerks",4.59,4.23,4.03,3.07,3.34,3.19,3.07,4.55,2.42,1.673257142857143
43-5071.00,"Shipping, Receiving, and Inventory Clerks",4.14,3.48,3.36,4.07,4.02,2.46,3.32,4.57,3.03,1.5936285714285714
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",3.52,3.11,3.05,3.54,3.02,3.01,2.87,4.26,2.09,1.7676857142857143
43-6011.00,Executive Secretaries and Executive Administrative Assistants,4.26,3.26,3.35,2.11,2.32,2.07,2.89,3.86,2.41,1.6576428571428572
43-6012.00,Legal Secretaries and Administrative Assistants,3.61,3.38,3.3,2.42,1.92,2.44,2.74,4.01,1.92,1.7952714285714286
43-6013.00,Medical Secretaries and Administrative Assistants,3.81,3.51,3.52,2.76,3.0,2.09,3.45,3.95,2.35,1.6794428571428572
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",3.78,3.47,3.6,2.39,2.97,2.1,3.02,4.09,2.31,1.4547285714285716
43-9021.00,Data Entry Keyers,4.52,3.33,3.32,2.42,2.92,3.04,2.78,4.21,2.89,1.6953142857142858
43-9022.00,Word Processors and Typists,3.67,2.6,2.72,2.46,2.5,2.16,2.96,3.96,2.94,1.3344
43-9031.00,Desktop Publishers,3.9,3.14,2.9,1.7,2.66,2.28,2.5,4.52,2.31,1.9476
43-9041.00,Insurance Claims and Policy Processing Clerks,3.76,3.79,3.6,2.12,2.43,2.32,2.82,3.94,2.61,1.2875
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",4.04,4.7,4.1,3.2,3.73,3.46,2.81,4.11,2.96,1.167857142857143
43-9061.00,"Office Clerks, General",3.28,3.08,3.75,2.45,2.74,2.43,2.74,3.77,2.09,1.2357142857142858
43-9071.00,"Office Machine Operators, Except Computer",3.61,2.85,2.77,2.15,2.93,1.95,2.25,4.38,2.14,1.4114
43-9081.00,Proofreaders and Copy Markers,3.99,3.59,2.66,1.28,2.37,2.19,2.39,4.7,1.97,1.0648428571428572
43-9111.00,Statistical Assistants,4.03,3.22,3.46,2.0,2.78,2.29,2.28,3.63,2.99,1.6966
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",4.45,4.2,4.08,3.98,4.24,3.44,2.75,3.88,2.93,2.0944000000000003
45-2011.00,Agricultural Inspectors,4.17,3.93,4.18,3.43,3.41,3.11,2.76,3.9,2.51,1.3072
45-2021.00,Animal Breeders,4.94,3.16,3.42,2.56,2.72,3.67,1.65,2.44,3.06,1.6180428571428571
45-2041.00,"Graders and Sorters, Agricultural Products",2.91,3.07,2.99,2.58,3.0,2.21,2.33,4.18,2.39,1.1652
45-2091.00,Agricultural Equipment Operators,3.18,2.72,3.04,2.98,3.13,2.76,2.2,3.4,2.99,1.4257
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3.04,2.41,2.85,3.02,2.84,2.59,1.84,3.74,2.59,1.9103142857142856
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3.97,3.57,3.23,3.55,3.12,3.09,2.42,2.37,2.12,1.8061428571428573
45-3031.00,Fishing and Hunting Workers,4.4,3.32,3.45,3.38,3.15,3.26,2.67,3.05,3.95,1.9495
45-4011.00,Forest and Conservation Workers,4.21,4.09,3.94,3.84,3.5,3.38,2.25,3.0,3.05,2.024571428571429
45-4021.00,Fallers,4.82,4.26,4.26,3.76,2.48,3.44,1.77,2.83,3.02,1.3510857142857142
45-4022.00,Logging Equipment Operators,4.03,4.55,4.42,4.43,3.89,4.08,2.39,3.19,2.86,2.185
45-4023.00,Log Graders and Scalers,4.35,4.63,4.19,3.13,2.99,2.99,2.66,3.81,2.73,1.885342857142857
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,4.59,4.85,4.62,4.78,4.46,3.27,3.71,4.13,3.69,2.548
47-1011.03,Solar Energy Installation Managers,4.61,4.75,4.38,4.1,4.31,3.57,2.95,4.17,3.72,1.5881857142857143
47-2011.00,Boilermakers,4.11,4.18,4.04,3.22,3.72,3.99,2.29,4.09,3.37,1.5376857142857143
47-2021.00,Brickmasons and Blockmasons,3.97,3.64,3.53,3.74,3.66,3.06,3.13,4.08,3.36,2.084285714285714
47-2022.00,Stonemasons,4.34,4.36,4.56,4.42,4.21,3.74,2.6,3.67,3.09,1.7920000000000005
47-2031.00,Carpenters,3.63,4.22,4.37,4.48,4.26,3.8,3.32,4.43,3.34,1.7280571428571427
47-2041.00,Carpet Installers,4.87,4.08,4.13,3.34,3.74,2.87,3.0,4.24,3.47,1.489142857142857
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",4.39,3.86,4.36,2.98,3.88,2.0,1.84,3.32,2.2,1.9114285714285717
47-2043.00,Floor Sanders and Finishers,4.45,4.05,4.38,3.56,3.99,2.89,1.9,3.97,3.22,2.081142857142857
47-2044.00,Tile and Stone Setters,3.6,3.4,3.53,3.07,3.23,3.11,1.72,3.57,2.94,1.6387142857142858
47-2051.00,Cement Masons and Concrete Finishers,3.36,3.67,3.75,4.35,3.95,3.48,3.52,3.77,4.08,1.9447428571428569
47-2053.00,Terrazzo Workers and Finishers,3.05,3.2,3.3,3.8,3.72,3.22,2.35,4.29,3.47,1.736157142857143
47-2061.00,Construction Laborers,3.35,3.87,3.74,3.66,3.12,3.8,2.9,4.11,2.4,2.2972
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",3.44,3.22,3.62,3.69,3.65,3.66,2.85,3.46,3.29,1.4542857142857142
47-2072.00,Pile Driver Operators,4.03,4.15,4.18,4.65,4.04,4.15,2.96,3.63,3.21,1.9062857142857144
47-2073.00,Operating Engineers and Other Construction Equipment Operators,4.01,4.83,4.56,4.33,4.37,4.86,2.82,4.04,2.92,2.277014285714285
47-2081.00,Drywall and Ceiling Tile Installers,4.01,3.67,3.69,3.1,3.47,2.79,2.45,3.73,3.28,1.3005428571428572
47-2082.00,Tapers,3.98,3.63,3.41,3.73,3.29,2.3,2.49,3.91,3.25,1.4134857142857142
47-2111.00,Electricians,4.5,4.32,4.67,4.55,4.35,3.33,3.13,4.32,3.06,1.7847714285714285
