O*NET-SOC Code,Title,Importance of Repeating Same Tasks,Spend Time Making Repetitive Motions,Pace Determined by Speed of Equipment,Degree of Automation,Memorization ,Time Sharing ,Perceptual Speed ,Speed of Closure ,Speed of Limb Movement ,Wrist-Finger Speed ,Reaction Time ,Scheduling Work and Activities ,Performing Administrative Activities ,Importance of Being Exact or Accurate,Selective Attention ,Auditory Attention ,Problem Sensitivity ,Information Ordering 
29-2099.05,Ophthalmic Medical Technologists,3.2,2.9,1.35,2.5,1.4906285714285716,1.3392000000000002,1.8571428571428568,1.4249999999999998,1.0549142857142857,1.25,1.16,1.725,2.005,4.3,1.9449142857142856,1.268571428571429,2.645714285714285,1.8571428571428568
29-2099.08,Patient Representatives,4.53,3.31,1.59,2.72,1.6364285714285711,1.7734857142857143,1.6063428571428573,1.655,1.0,1.0042857142857142,1.0,1.9372,2.4734285714285718,4.55,1.9085714285714288,1.32,2.354914285714286,2.071428571428572
29-9091.00,Athletic Trainers,3.63,2.71,1.26,2.14,1.6875,1.625,1.8057142857142856,1.7200000000000002,1.1885714285714286,1.157142857142857,1.0206285714285714,2.3037714285714284,2.1105142857142853,4.32,1.8914285714285717,1.5508,3.117142857142857,2.524285714285714
29-9092.00,Genetic Counselors,2.57,1.74,1.0,1.57,1.7734857142857143,1.6875,1.8057142857142856,1.7734857142857143,1.0,1.0,1.0,1.8722,2.2632857142857143,4.43,1.822857142857143,1.2142857142857144,2.7142857142857144,2.645714285714285
29-9093.00,Surgical Assistants,3.69,2.98,1.82,2.0,1.8571428571428568,1.822857142857143,2.19,1.8571428571428568,1.1885714285714286,1.7857142857142856,1.9842857142857144,1.8217857142857143,1.534857142857143,4.6,2.25,1.9085714285714288,2.596342857142857,2.31
29-9099.01,Midwives,2.75,1.74,1.01,1.23,1.7200000000000002,1.6875,1.8571428571428568,1.7200000000000002,1.0020571428571428,1.3008,1.1885714285714286,2.8294428571428574,2.266571428571429,4.41,2.2471428571428573,1.4179428571428572,3.1942857142857144,2.3392857142857144
31-1121.00,Home Health Aides,2.81,3.24,1.73,1.79,1.3008,1.822857142857143,1.5207142857142857,1.5207142857142857,1.231428571428571,1.0,1.268571428571429,2.068342857142857,1.318057142857143,4.3,1.8571428571428568,1.394285714285714,2.375,1.9642857142857144
31-1122.00,Personal Care Aides,3.55,3.12,1.63,2.22,1.3785714285714286,1.6391999999999998,1.4179428571428572,1.32,1.062857142857143,1.0442857142857145,1.197142857142857,2.2311999999999994,1.8339571428571428,3.74,1.7142857142857144,1.4821428571428572,2.178571428571429,1.8571428571428568
31-1131.00,Nursing Assistants,3.46,3.48,2.31,1.77,1.3785714285714286,1.4179428571428572,1.4017857142857142,1.32,1.268571428571429,1.077942857142857,1.32,1.7301428571428572,1.3320571428571428,4.54,1.7385714285714284,1.3392000000000002,2.2342857142857144,1.9085714285714288
31-1132.00,Orderlies,4.13,4.25,2.49,2.66,1.3125,1.3392000000000002,1.3571428571428572,1.3008,1.231428571428571,1.147857142857143,1.4017857142857142,1.2476285714285713,1.1635142857142855,4.51,1.4179428571428572,1.3785714285714286,1.935,1.595
31-1133.00,Psychiatric Aides,3.72,2.9,1.07,1.89,1.32,1.7734857142857143,1.8571428571428568,1.625,1.32,1.1408,1.625,2.0126285714285714,1.8016428571428569,3.72,1.9449142857142856,1.8571428571428568,2.596342857142857,2.0028571428571427
31-2011.00,Occupational Therapy Assistants,4.07,3.55,1.56,2.0,1.4928571428571429,1.7385714285714284,1.7200000000000002,1.3785714285714286,1.16,1.2208,1.2142857142857144,2.2987,1.3584571428571428,4.47,1.8571428571428568,1.3785714285714286,2.571428571428571,2.105
31-2012.00,Occupational Therapy Aides,3.13,2.97,1.17,1.46,1.32,1.655,1.4017857142857142,1.32,1.0442857142857145,1.0271428571428571,1.1071428571428572,2.4825142857142857,2.335,3.82,1.6063428571428573,1.2857142857142856,2.375,1.9085714285714288
31-2021.00,Physical Therapist Assistants,3.21,3.6,1.02,1.43,1.36,1.7385714285714284,1.8571428571428568,1.5614285714285714,1.147857142857143,1.2000000000000002,1.1428571428571428,1.947314285714286,1.4056,3.36,1.9642857142857144,1.4179428571428572,2.524285714285714,1.9449142857142856
31-2022.00,Physical Therapist Aides,2.82,3.21,1.42,1.64,1.3785714285714286,1.4435714285714285,1.595,1.32,1.12,1.2036571428571428,1.062857142857143,1.9682,1.4369999999999998,3.39,1.822857142857143,1.3392000000000002,1.9642857142857144,1.8571428571428568
31-9011.00,Massage Therapists,3.23,4.35,1.08,1.31,1.32,1.4017857142857142,1.268571428571429,1.3392000000000002,1.0442857142857145,1.3571428571428572,1.0020571428571428,1.839314285714286,2.073385714285714,3.04,1.9085714285714288,1.0885714285714283,2.1492,1.8057142857142856
31-9091.00,Dental Assistants,3.93,3.85,2.02,1.93,1.302857142857143,1.822857142857143,1.6391999999999998,1.3392000000000002,1.147857142857143,1.2857142857142856,1.2036571428571428,2.86,1.846857142857143,4.37,1.8571428571428568,1.3785714285714286,1.9842857142857144,1.9642857142857144
31-9092.00,Medical Assistants,4.04,3.31,1.05,2.06,1.7385714285714284,1.8057142857142856,1.822857142857143,1.5614285714285714,1.0442857142857145,1.1785714285714286,1.1408,2.5701142857142854,2.5964,4.38,1.7200000000000002,1.3785714285714286,2.5428571428571427,2.0028571428571427
31-9093.00,Medical Equipment Preparers,4.43,4.49,3.36,2.05,1.2857142857142856,1.6875,2.0028571428571427,1.3571428571428572,1.3785714285714286,1.3392000000000002,1.51,2.0411,1.5833714285714289,4.6,1.7734857142857143,1.655,2.225714285714286,1.9642857142857144
31-9094.00,Medical Transcriptionists,4.48,2.97,1.94,2.73,1.32,1.32,1.822857142857143,1.3785714285714286,1.0,1.25,1.0,1.8904285714285716,1.7166714285714284,4.8,1.9449142857142856,1.3785714285714286,1.8571428571428568,1.9642857142857144
31-9095.00,Pharmacy Aides,3.79,3.63,1.95,2.89,1.268571428571429,1.4906285714285716,1.7036571428571428,1.22,1.0089285714285714,1.0942857142857143,1.0549142857142857,1.7917,1.6284285714285716,4.49,1.5207142857142857,1.197142857142857,1.9642857142857144,1.8328571428571427
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,4.0,3.26,1.12,1.67,1.32,1.4285714285714286,1.6171428571428572,1.302857142857143,1.25,1.268571428571429,1.2857142857142856,1.9650571428571428,1.789,4.7,1.7485714285714289,1.3785714285714286,2.205357142857143,1.9642857142857144
31-9097.00,Phlebotomists,4.23,4.45,2.5,2.33,1.3785714285714286,1.4542857142857144,1.8571428571428568,1.32,1.1071428571428572,1.0664285714285715,1.1885714285714286,2.6302,2.4557714285714285,4.81,1.8571428571428568,1.36,2.1677714285714287,2.044642857142857
31-9099.01,Speech-Language Pathology Assistants,2.83,2.13,1.0,1.87,1.542142857142857,1.7857142857142856,1.7200000000000002,1.6875,1.0,1.0442857142857145,1.0,2.343742857142857,1.4553,4.3,1.7200000000000002,1.8571428571428568,2.4522285714285714,2.265085714285714
31-9099.02,Endoscopy Technicians,3.92,3.88,3.12,2.58,1.4821428571428572,1.7200000000000002,1.8571428571428568,1.3392000000000002,1.0357142857142856,1.3008,1.3571428571428572,1.789942857142857,1.8914285714285717,4.5,1.9449142857142856,1.22,2.3906285714285715,1.9642857142857144
33-1011.00,First-Line Supervisors of Correctional Officers,3.63,2.41,1.11,1.89,1.5508,1.8571428571428568,1.9449142857142856,1.6875,1.268571428571429,1.0664285714285715,1.9449142857142856,2.8944,2.724228571428571,3.84,2.096342857142857,1.9085714285714288,2.7142857142857144,2.0608
33-1012.00,First-Line Supervisors of Police and Detectives,3.4,2.77,1.25,1.94,1.8571428571428568,1.837942857142857,1.8571428571428568,1.8571428571428568,1.268571428571429,1.197142857142857,1.837942857142857,2.6298714285714286,3.191642857142857,4.25,2.1607142857142856,1.7734857142857143,2.765714285714286,2.524285714285714
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,3.13,2.62,1.62,1.66,1.8728571428571428,1.8914285714285717,2.086428571428572,1.9285714285714288,1.2592,1.3785714285714286,1.7734857142857143,3.289571428571428,2.9313714285714285,4.33,2.125,1.8057142857142856,2.613485714285714,2.4035714285714285
33-1091.00,First-Line Supervisors of Security Workers,3.68,2.92,1.17,3.24,1.655,1.655,1.9257142857142855,2.125,1.0020571428571428,1.3571428571428572,1.3785714285714286,2.1664000000000003,1.6116142857142857,4.7,2.3392857142857144,1.625,2.662857142857143,2.1142857142857143
33-2011.00,Firefighters,3.44,2.76,1.81,1.74,1.837942857142857,1.7200000000000002,2.19,1.9842857142857144,1.6714285714285717,1.5614285714285714,2.4285714285714284,1.949242857142857,1.8034,4.27,1.872228571428572,2.2308,3.005714285714286,2.25
33-2021.00,Fire Inspectors and Investigators,3.08,2.65,1.13,2.01,1.6665142857142858,1.6364285714285711,1.837942857142857,1.6364285714285711,1.0178571428571428,1.4017857142857142,1.3214285714285714,2.6697,2.176685714285714,4.53,2.1492,1.51,2.729371428571429,2.422142857142857
33-2022.00,Forest Fire Inspectors and Prevention Specialists,3.56,3.37,2.14,2.28,1.4017857142857142,1.6665142857142858,2.044642857142857,1.9842857142857144,1.1734857142857142,1.1408,1.32,2.229685714285714,1.9652571428571428,4.05,1.8914285714285717,1.4017857142857142,2.765714285714286,1.9449142857142856
33-3011.00,Bailiffs,3.04,2.22,1.0,1.64,1.3008,1.5785714285714287,1.4435714285714285,1.4435714285714285,1.32,1.0135714285714286,1.6171428571428572,1.7776,1.857828571428572,4.08,2.225714285714286,1.32,2.596342857142857,1.822857142857143
33-3012.00,Correctional Officers and Jailers,4.25,2.59,1.63,2.17,1.51,1.8571428571428568,1.8571428571428568,1.7734857142857143,1.6875,1.197142857142857,1.8571428571428568,2.002142857142857,2.296685714285714,4.5,2.275,1.8914285714285717,2.7142857142857144,1.9642857142857144
33-3021.00,Detectives and Criminal Investigators,3.87,2.68,1.34,2.19,1.8057142857142856,2.0028571428571427,1.9642857142857144,2.1492,1.4542857142857144,1.3571428571428572,1.722057142857143,2.3002857142857143,2.067657142857142,4.61,2.044642857142857,1.7734857142857143,2.9522285714285714,2.596342857142857
33-3021.02,Police Identification and Records Officers,3.25,2.67,1.24,1.92,1.32,1.75,1.8571428571428568,1.4691999999999998,1.1339285714285714,1.3785714285714286,1.2857142857142856,1.8874,2.080457142857143,4.52,1.8571428571428568,1.4249999999999998,2.3392857142857144,2.645714285714285
33-3021.06,Intelligence Analysts,3.77,2.83,1.18,2.3,1.6364285714285711,1.4691999999999998,1.8914285714285717,2.0342857142857143,1.0,1.0549142857142857,1.0,1.8103428571428573,2.303571428571429,4.39,1.8571428571428568,1.32,2.8363428571428573,2.7142857142857144
33-3031.00,Fish and Game Wardens,2.84,2.48,1.06,2.5,1.4435714285714285,1.8571428571428568,1.7385714285714284,1.8571428571428568,1.4017857142857142,1.0942857142857143,1.8057142857142856,2.886571428571429,1.902,4.14,1.9285714285714288,1.3392000000000002,2.765714285714286,1.9449142857142856
33-3041.00,Parking Enforcement Workers,3.45,3.97,2.94,2.53,1.4017857142857142,1.4906285714285716,1.7142857142857144,1.3785714285714286,1.231428571428571,1.0885714285714283,1.4691999999999998,2.0557714285714286,1.777,4.01,1.6428571428571428,1.4179428571428572,1.9449142857142856,1.9642857142857144
33-3051.00,Police and Sheriff's Patrol Officers,3.67,2.65,1.31,2.0,1.8914285714285717,1.9285714285714288,1.9842857142857144,1.9257142857142855,1.6665142857142858,1.4928571428571429,2.096342857142857,2.3191428571428574,2.5030857142857146,4.72,2.044642857142857,1.8057142857142856,3.125,2.422142857142857
33-3051.04,Customs and Border Protection Officers,4.13,3.54,1.83,3.3,1.5625,1.7857142857142856,2.0028571428571427,1.6875,1.268571428571429,1.1106285714285715,1.5892857142857142,2.040914285714286,2.4848,4.55,2.086428571428572,1.625,2.765714285714286,2.1492
33-3052.00,Transit and Railroad Police,3.28,2.97,1.78,1.92,1.4435714285714285,1.7857142857142856,1.8571428571428568,1.9449142857142856,1.302857142857143,1.3392000000000002,1.837942857142857,2.054428571428572,1.8674285714285717,4.35,2.044642857142857,1.872228571428572,2.782857142857143,2.02
33-9011.00,Animal Control Workers,3.54,2.81,1.15,1.35,1.2857142857142856,1.8057142857142856,1.32,1.2857142857142856,1.1785714285714286,1.1257142857142857,1.2857142857142856,2.4949714285714286,2.4522285714285714,4.08,1.8571428571428568,1.2857142857142856,2.662857142857143,1.8571428571428568
33-9021.00,Private Detectives and Investigators,3.43,2.74,1.41,2.01,1.3392000000000002,1.655,1.8571428571428568,1.6875,1.0,1.1071428571428572,1.25,2.3542571428571426,2.704085714285714,4.74,2.105,1.28,2.765714285714286,2.2071428571428573
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,4.53,3.43,2.14,2.16,1.3392000000000002,1.9085714285714288,2.105,2.023657142857143,1.0206285714285714,1.0942857142857143,1.077942857142857,2.130928571428571,1.897542857142857,4.83,2.7142857142857144,1.4017857142857142,2.912857142857143,1.9449142857142856
33-9032.00,Security Guards,4.42,2.17,2.53,2.2,1.3571428571428572,1.6391999999999998,1.8057142857142856,1.51,1.1071428571428572,1.1408,1.3571428571428572,2.511542857142857,2.269,4.41,2.3192,1.6714285714285717,2.5428571428571427,1.8914285714285717
33-9091.00,Crossing Guards and Flaggers,2.09,3.79,1.13,1.44,1.1428571428571428,1.625,1.3571428571428572,1.197142857142857,1.22,1.0357142857142856,1.625,1.605985714285714,1.272,3.9,1.872228571428572,1.4179428571428572,2.1142857142857143,1.6391999999999998
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2.77,2.56,1.64,1.99,1.4017857142857142,1.8571428571428568,1.8571428571428568,1.8571428571428568,1.268571428571429,1.0,1.3392000000000002,1.6278857142857144,1.4278,3.65,2.044642857142857,1.5357142857142858,2.765714285714286,1.822857142857143
33-9093.00,Transportation Security Screeners,3.7,4.07,2.88,2.63,1.5614285714285714,1.7200000000000002,2.1635714285714283,1.7734857142857143,1.3706285714285715,1.28,1.837942857142857,1.7115714285714287,1.4455,4.33,2.4035714285714285,1.837942857142857,2.729371428571429,2.044642857142857
33-9099.02,Retail Loss Prevention Specialists,3.78,2.33,1.89,2.2,1.4821428571428572,1.4821428571428572,1.6875,1.655,1.25,1.0336571428571428,1.4691999999999998,2.4328000000000003,2.1894142857142858,4.3,2.19,1.335714285714286,2.551428571428572,1.9642857142857144
35-1011.00,Chefs and Head Cooks,3.79,4.38,1.96,1.78,1.8571428571428568,2.044642857142857,1.9285714285714288,1.4017857142857142,1.25,1.5165142857142857,1.3808,2.656085714285714,1.96,3.62,2.105,1.5357142857142858,2.8363428571428573,2.607142857142857
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,3.58,3.72,1.82,2.71,1.7200000000000002,1.8571428571428568,1.7734857142857143,1.32,1.0885714285714283,1.2857142857142856,1.16,2.585285714285714,2.604742857142857,4.1,1.8571428571428568,1.7734857142857143,2.283657142857143,1.8571428571428568
35-2011.00,"Cooks, Fast Food",2.1,2.42,2.05,2.18,1.2857142857142856,1.5785714285714287,1.3008,1.28,1.0992,1.157142857142857,1.0992,1.3342857142857143,1.0865571428571428,3.9,1.7036571428571428,1.1785714285714286,1.7036571428571428,1.872228571428572
35-2012.00,"Cooks, Institution and Cafeteria",2.61,3.72,2.23,2.0,1.3392000000000002,1.8571428571428568,1.625,1.268571428571429,1.1885714285714286,1.4017857142857142,1.268571428571429,1.681,1.2965714285714287,3.92,1.8571428571428568,1.4542857142857144,1.9449142857142856,1.9449142857142856
35-2013.00,"Cooks, Private Household",2.77,3.65,1.31,1.54,1.32,1.4179428571428572,1.5207142857142857,1.32,1.0,1.4179428571428572,1.16,1.8670857142857145,2.1118571428571427,3.58,1.8571428571428568,1.2036571428571428,2.0028571428571427,1.9085714285714288
35-2014.00,"Cooks, Restaurant",3.26,4.06,2.42,2.3,1.32,1.8571428571428568,1.8571428571428568,1.2857142857142856,1.157142857142857,1.5357142857142858,1.268571428571429,1.0897,1.0435714285714286,4.1,1.822857142857143,1.4435714285714285,1.9085714285714288,1.8571428571428568
35-2015.00,"Cooks, Short Order",2.55,3.81,1.84,1.42,1.4542857142857144,1.822857142857143,1.6364285714285711,1.302857142857143,1.0885714285714283,1.1408,1.268571428571429,1.5934428571428572,1.0066285714285714,3.33,1.7857142857142856,1.5207142857142857,1.7485714285714289,1.9085714285714288
35-2021.00,Food Preparation Workers,3.27,3.25,2.17,2.5,1.22,1.3008,1.268571428571429,1.25,1.0442857142857145,1.1885714285714286,1.0664285714285715,1.154114285714286,1.170057142857143,4.15,1.4628571428571429,1.302857142857143,1.4906285714285716,1.625
35-3011.00,Bartenders,3.09,3.73,1.16,2.03,1.7857142857142856,1.7734857142857143,1.655,1.3392000000000002,1.1607142857142858,1.25,1.147857142857143,1.6685714285714286,1.4646,3.88,1.8571428571428568,1.8571428571428568,1.9285714285714288,1.9642857142857144
35-3023.00,Fast Food and Counter Workers,3.83,4.1,2.06,2.43,1.3571428571428572,1.537142857142857,1.2857142857142856,1.25,1.0135714285714286,1.0549142857142857,1.16,1.3703714285714286,1.0539142857142858,4.09,1.4628571428571429,1.394285714285714,1.5508,1.5
35-3023.01,Baristas,2.98,4.11,1.89,2.65,1.5357142857142858,1.7571428571428571,1.625,1.6063428571428573,1.0535714285714286,1.4285714285714286,1.5357142857142858,1.4313142857142855,1.24,3.67,1.6714285714285717,1.6063428571428573,1.8328571428571427,1.8328571428571427
35-3031.00,Waiters and Waitresses,3.05,3.63,1.24,2.64,1.6063428571428573,1.8839285714285712,1.302857142857143,1.2857142857142856,1.0549142857142857,1.0020571428571428,1.0357142857142856,1.1771857142857145,1.0918714285714286,3.54,1.6391999999999998,1.5508,1.9449142857142856,1.6428571428571428
35-3041.00,"Food Servers, Nonrestaurant",3.67,3.59,2.55,2.09,1.28,1.3785714285714286,1.3392000000000002,1.1785714285714286,1.0803571428571428,1.1106285714285715,1.16,1.3186,1.3434,3.93,1.6428571428571428,1.3392000000000002,1.7036571428571428,1.5693714285714286
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,2.25,4.15,1.66,1.69,1.2142857142857144,1.3571428571428572,1.268571428571429,1.1734857142857142,1.1885714285714286,1.1885714285714286,1.0271428571428571,2.0863,1.2585142857142857,3.88,1.4179428571428572,1.32,1.4542857142857144,1.6428571428571428
35-9021.00,Dishwashers,1.89,3.38,2.68,1.6,1.1408,1.268571428571429,1.2857142857142856,1.1107142857142858,1.3125,1.062857142857143,1.2857142857142856,1.3586,1.2464285714285714,3.24,1.4628571428571429,1.2857142857142856,1.5,1.5693714285714286
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.71,4.2,1.23,2.08,1.3392000000000002,1.6714285714285717,1.302857142857143,1.3392000000000002,1.0357142857142856,1.0020571428571428,1.0020571428571428,1.1774714285714285,1.1142857142857143,3.84,1.7036571428571428,1.32,1.822857142857143,1.7385714285714284
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,3.43,3.33,2.44,2.13,1.32,1.3785714285714286,1.4542857142857144,1.3392000000000002,1.1607142857142858,1.1734857142857142,1.1408,2.8748714285714287,2.5457714285714284,4.01,1.5207142857142857,1.157142857142857,1.9642857142857144,1.9642857142857144
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2.95,2.76,2.67,2.37,1.4435714285714285,1.872228571428572,1.9449142857142856,1.3785714285714286,1.0664285714285715,1.197142857142857,1.542142857142857,3.398171428571429,1.8426285714285715,4.01,1.8914285714285717,1.7385714285714284,2.225714285714286,1.9449142857142856
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2.84,3.29,1.64,1.8,1.1885714285714286,1.32,1.32,1.197142857142857,1.0942857142857143,1.1257142857142857,1.16,2.097428571428571,1.3458,3.23,1.5693714285714286,1.268571428571429,1.7857142857142856,1.7385714285714284
37-2012.00,Maids and Housekeeping Cleaners,2.74,4.77,1.8,2.06,1.1785714285714286,1.2857142857142856,1.2857142857142856,1.1785714285714286,1.157142857142857,1.1106285714285715,1.0206285714285714,1.5013714285714286,1.0632,3.63,1.5693714285714286,1.197142857142857,1.5693714285714286,1.5693714285714286
37-2021.00,Pest Control Workers,3.42,3.72,1.87,2.04,1.3392000000000002,1.822857142857143,1.8057142857142856,1.4691999999999998,1.25,1.3008,1.4821428571428572,2.178257142857143,1.5342857142857145,4.11,1.822857142857143,1.4821428571428572,2.1228571428571428,1.9642857142857144
37-3011.00,Landscaping and Groundskeeping Workers,2.28,3.18,3.85,2.49,1.1785714285714286,1.268571428571429,1.3706285714285715,1.2000000000000002,1.28,1.077942857142857,1.5357142857142858,1.9478857142857144,1.0624,3.19,1.7734857142857143,1.4017857142857142,1.822857142857143,1.7036571428571428
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",3.16,3.42,2.34,1.7,1.25,1.5207142857142857,1.4821428571428572,1.4249999999999998,1.22,1.231428571428571,1.5357142857142858,2.276942857142857,1.606042857142857,4.21,1.7485714285714289,1.394285714285714,1.9257142857142855,1.8571428571428568
37-3013.00,Tree Trimmers and Pruners,3.02,3.53,2.03,1.43,1.22,1.7734857142857143,1.51,1.2857142857142856,1.7385714285714284,1.5508,2.645714285714285,1.957,1.178,3.82,2.0608,1.9285714285714288,2.337142857142857,1.8571428571428568
39-1013.00,First-Line Supervisors of Gambling Services Workers,4.35,3.14,2.44,2.55,1.9449142857142856,1.837942857142857,1.6875,1.822857142857143,1.0664285714285715,1.3125,1.12,1.6644571428571429,1.7047857142857143,4.54,2.2071428571428573,1.6665142857142858,2.4732142857142856,2.105
39-1022.00,First-Line Supervisors of Personal Service Workers,3.54,2.88,1.27,1.99,1.2857142857142856,1.7734857142857143,1.5614285714285714,1.2857142857142856,1.0,1.1428571428571428,1.0,2.3213714285714286,2.4432,4.73,1.822857142857143,1.4285714285714286,2.5428571428571427,1.9085714285714288
39-2011.00,Animal Trainers,2.57,3.4,1.06,1.34,1.4435714285714285,1.7200000000000002,1.6391999999999998,1.5785714285714287,1.4821428571428572,1.2592,1.5508,2.251857142857143,1.9131142857142855,3.45,1.822857142857143,1.5508,2.571428571428571,1.9642857142857144
39-2021.00,Animal Caretakers,3.15,3.1,1.08,1.12,1.32,1.3392000000000002,1.3392000000000002,1.2857142857142856,1.1734857142857142,1.0271428571428571,1.0442857142857145,1.7952,1.5383285714285713,3.53,1.5508,1.4179428571428572,1.9842857142857144,1.8328571428571427
39-3011.00,Gambling Dealers,3.72,4.14,1.78,1.43,1.4017857142857142,1.655,1.7734857142857143,1.6875,1.0020571428571428,1.1785714285714286,1.0089285714285714,1.1988,1.0643285714285715,4.65,1.8571428571428568,1.5207142857142857,2.0028571428571427,1.9449142857142856
39-3012.00,Gambling and Sports Book Writers and Runners,4.28,4.04,2.57,2.76,1.4017857142857142,1.7385714285714284,1.6875,1.4179428571428572,1.16,1.0178571428571428,1.1785714285714286,1.4216,1.572142857142857,4.34,1.8057142857142856,1.3785714285714286,1.9792,2.0028571428571427
39-3021.00,Motion Picture Projectionists,2.61,2.57,2.7,3.34,1.1734857142857142,1.5300000000000002,1.822857142857143,1.268571428571429,1.0357142857142856,1.1107142857142858,1.822857142857143,1.6771,1.2484,4.3,1.8571428571428568,1.655,1.872228571428572,1.8571428571428568
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",2.91,3.31,1.88,2.19,1.28,1.4285714285714286,1.4906285714285716,1.32,1.0271428571428571,1.077942857142857,1.0664285714285715,1.44,1.3413142857142857,3.74,1.5693714285714286,1.3785714285714286,1.822857142857143,1.5625
39-3091.00,Amusement and Recreation Attendants,3.09,3.39,1.78,1.79,1.2857142857142856,1.3785714285714286,1.3392000000000002,1.3392000000000002,1.0206285714285714,1.157142857142857,1.0714285714285714,1.6765714285714286,1.409642857142857,2.89,1.604285714285714,1.335714285714286,2.071428571428572,1.6391999999999998
39-3092.00,Costume Attendants,3.18,3.67,1.72,1.51,1.0885714285714283,1.197142857142857,1.4017857142857142,1.231428571428571,1.0206285714285714,1.1785714285714286,1.16,1.6697,1.3538285714285714,4.08,1.7857142857142856,1.2678571428571428,1.9642857142857144,1.9085714285714288
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",2.78,3.38,1.25,1.65,1.0885714285714283,1.231428571428571,1.0942857142857143,1.0942857142857143,1.0357142857142856,1.0,1.0,1.1157142857142857,1.042,3.22,1.3785714285714286,1.0357142857142856,1.7734857142857143,1.655
39-4011.00,Embalmers,3.54,2.59,1.58,1.73,1.231428571428571,1.4179428571428572,1.4435714285714285,1.197142857142857,1.0664285714285715,1.25,1.1785714285714286,2.0210857142857144,1.9093714285714287,4.57,1.604285714285714,1.24,2.216428571428572,2.044642857142857
39-4021.00,Funeral Attendants,2.5,2.06,1.27,1.68,1.28,1.3785714285714286,1.157142857142857,1.1428571428571428,1.0206285714285714,1.0357142857142856,1.1257142857142857,1.3016,1.3931714285714287,4.05,1.3571428571428572,1.12,1.8057142857142856,1.7036571428571428
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3.41,2.02,1.08,1.28,1.4249999999999998,1.8057142857142856,1.36,1.3808,1.0336571428571428,1.32,1.22,3.1760571428571427,2.793571428571428,4.54,1.9085714285714288,1.4179428571428572,2.31,2.0028571428571427
39-5011.00,Barbers,2.83,4.38,1.69,2.12,1.2142857142857144,1.5625,1.197142857142857,1.2036571428571428,1.0,1.3571428571428572,1.0357142857142856,1.899,1.1186857142857145,4.37,1.9085714285714288,1.231428571428571,1.822857142857143,1.595
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",3.61,4.71,1.49,1.6,1.302857142857143,1.8057142857142856,1.5785714285714287,1.4542857142857144,1.0,1.268571428571429,1.0,2.2477142857142858,1.6393714285714287,4.27,1.822857142857143,1.3571428571428572,1.9449142857142856,1.8571428571428568
39-5091.00,"Makeup Artists, Theatrical and Performance",2.38,3.76,1.33,1.29,1.4017857142857142,1.4542857142857144,1.655,1.4928571428571429,1.0664285714285715,1.24,1.0,2.605714285714286,2.184,3.9,2.105,1.4179428571428572,2.105,2.02
39-5092.00,Manicurists and Pedicurists,1.85,4.54,1.68,1.07,1.0942857142857143,1.4628571428571429,1.2857142857142856,1.25,1.0,1.0336571428571428,1.0042857142857142,1.3832142857142855,1.120342857142857,3.78,1.604285714285714,1.25,1.625,1.4906285714285716
39-5093.00,Shampooers,2.54,4.42,1.79,1.8,1.1222285714285714,1.4821428571428572,1.2036571428571428,1.147857142857143,1.0178571428571428,1.12,1.0,1.6786,1.390342857142857,4.73,1.595,1.1107142857142858,1.5625,1.4628571428571429
39-5094.00,Skincare Specialists,3.14,3.49,2.18,1.42,1.2142857142857144,1.394285714285714,1.394285714285714,1.28,1.0,1.1792,1.0206285714285714,2.671428571428572,2.4417142857142853,3.86,1.8328571428571427,1.1792,1.9642857142857144,1.822857142857143
39-6011.00,Baggage Porters and Bellhops,3.12,2.54,1.99,1.91,1.302857142857143,1.822857142857143,1.5508,1.2857142857142856,1.1785714285714286,1.12,1.28,2.310857142857143,1.5189714285714286,3.29,1.822857142857143,1.7036571428571428,1.7857142857142856,1.6714285714285717
39-6012.00,Concierges,2.45,2.24,1.09,2.0,1.6665142857142858,1.5,1.2857142857142856,1.3785714285714286,1.0,1.0942857142857143,1.0,2.2565,1.9018571428571431,3.76,1.7036571428571428,1.32,2.1142857142857143,1.9085714285714288
39-7011.00,Tour Guides and Escorts,2.09,1.96,1.59,1.42,1.6875,1.625,1.197142857142857,1.2142857142857144,1.0206285714285714,1.0089285714285714,1.0,1.7513999999999998,1.1683714285714286,3.82,1.604285714285714,1.2142857142857144,1.8571428571428568,1.7734857142857143
