O*NET-SOC Code,Title,Contact With Others,Coordinate or Lead Others in Accomplishing Work Activities,Deal With External Customers or the Public in General,"Dealing With Unpleasant, Angry, or Discourteous People",Dealing with Violent or Physically Aggressive People,Face-to-Face Discussions with Individuals and Within Teams,Public Speaking,Telephone Conversations,Work With or Contribute to a Work Group or Team,Physical Proximity,"Communicating with Supervisors, Peers, or Subordinates ",Speaking ,Oral Expression ,Social Perceptiveness ,Establishing and Maintaining Interpersonal Relationships ,Interpreting the Meaning of Information for Others ,Assisting and Caring for Others ,Developing and Building Teams ,Service Orientation ,"Guiding, Directing, and Motivating Subordinates ",Coaching and Developing Others ,Training and Teaching Others ,Selling or Influencing Others ,Performing for or Working Directly with the Public ,Resolving Conflicts and Negotiating with Others ,Negotiation ,Persuasion ,Active Listening ,Coordinating the Work and Activities of Others ,Communicating with People Outside the Organization ,Providing Consultation and Advice to Others ,Instructing ,Management of Personnel Resources 
29-1128.00,Exercise Physiologists,4.82,3.32,4.05,3.18,1.64,4.95,2.82,4.59,4.45,4.14,2.8385714285714285,2.765714285714286,3.117142857142857,2.524285714285714,3.346685714285714,2.6796,3.659285714285714,2.232142857142857,2.571428571428571,2.04,3.0203714285714285,2.742,1.957,2.744714285714286,1.9554285714285715,1.8571428571428568,2.0342857142857143,2.7142857142857144,1.9643857142857144,2.337,2.4285714285714284,2.607142857142857,1.8057142857142856
29-1129.01,Art Therapists,4.59,3.19,3.19,4.03,3.0,4.94,2.62,4.41,4.25,4.1,3.565257142857144,2.765714285714286,2.821428571428571,3.265714285714286,3.829,2.864285714285714,4.055714285714286,2.182142857142857,2.6185714285714288,2.2214285714285715,3.198828571428572,2.5246,1.3629142857142855,2.4957714285714285,3.185714285714285,1.8571428571428568,1.9842857142857144,2.7142857142857144,2.06,2.4868,2.4571428571428573,1.9085714285714288,1.8914285714285717
29-1129.02,Music Therapists,4.69,3.38,3.46,3.48,3.28,4.81,2.46,3.88,4.27,4.35,2.9977142857142858,2.662857142857143,2.8363428571428573,3.0892857142857144,4.056342857142857,2.1616,3.986514285714285,2.237028571428572,2.662857142857143,1.7513142857142858,2.760357142857143,2.9095000000000004,1.3444,2.5748571428571427,2.490057142857143,2.044642857142857,2.044642857142857,2.782857142857143,1.962742857142857,2.4623714285714287,2.2488,2.1635714285714283,1.7200000000000002
29-1131.00,Veterinarians,4.86,4.54,4.65,3.61,1.49,5.0,2.29,4.97,4.82,4.43,2.554428571428572,2.748571428571428,2.894285714285714,2.2471428571428573,2.997742857142857,2.667657142857143,2.7534857142857145,2.055742857142857,2.2308,2.108342857142857,1.8376,2.044714285714286,2.2375,3.205357142857143,1.9776,1.7734857142857143,1.8057142857142856,2.894285714285714,2.118914285714286,2.078457142857143,1.8025,2.0342857142857143,1.8571428571428568
29-1141.00,Registered Nurses,4.89,4.44,4.52,4.14,2.63,4.94,2.32,4.94,4.9,4.11,3.165142857142857,2.821428571428571,3.0357142857142856,2.9522285714285714,3.4722857142857144,2.4576857142857143,4.315228571428571,2.4742,2.7142857142857144,2.9258571428571427,2.6359000000000004,2.734171428571429,1.2629714285714286,2.441071428571429,2.5428571428571427,1.7200000000000002,1.7734857142857143,2.821428571428571,2.2706285714285714,2.1809000000000003,2.217357142857143,2.205357142857143,1.6665142857142858
29-1141.01,Acute Care Nurses,4.67,4.25,3.71,4.45,3.48,4.95,2.48,4.9,4.85,4.67,3.3657142857142857,2.782857142857143,2.9732142857142856,3.0357142857142856,3.0439285714285718,2.673142857142857,3.993671428571429,2.542857142857143,2.894285714285714,2.5926857142857145,2.62,3.040642857142857,1.2505,2.7357142857142858,2.617257142857143,1.8571428571428568,1.9842857142857144,2.765714285714286,2.4701714285714287,2.1142857142857143,2.0914,2.4714285714285715,1.9085714285714288
29-1141.02,Advanced Practice Psychiatric Nurses,4.55,3.5,3.3,3.87,2.96,5.0,2.17,4.77,3.91,2.86,3.3,2.782857142857143,3.205357142857143,3.265714285714286,4.123857142857143,3.2074857142857143,4.592285714285714,2.3274285714285714,2.524285714285714,1.9996,2.657142857142857,2.9216285714285712,1.645857142857143,2.2670714285714286,3.541,2.4522285714285714,2.4035714285714285,2.989371428571429,2.1448857142857145,3.0271428571428576,3.3017142857142856,2.2767857142857144,1.8057142857142856
29-1141.03,Critical Care Nurses,4.78,4.29,4.5,4.32,3.29,5.0,2.79,4.96,4.75,4.54,3.0715428571428567,2.7142857142857144,2.765714285714286,2.765714285714286,3.5431,3.0170285714285714,4.7447285714285705,2.6792285714285717,2.7142857142857144,2.1086857142857145,2.8282857142857143,2.8207,1.2228571428571429,3.4696,2.744371428571428,1.9449142857142856,2.096342857142857,2.7142857142857144,2.6330285714285715,1.92,2.4406428571428576,2.205357142857143,1.8571428571428568
29-1141.04,Clinical Nurse Specialists,4.38,4.14,3.81,3.24,2.29,4.86,3.0,4.9,4.65,4.05,4.0375,2.8363428571428573,2.9522285714285714,2.821428571428571,3.866200000000001,2.7565714285714287,4.2065,3.0270714285714284,2.7142857142857144,2.432885714285714,3.3985000000000007,3.913257142857143,2.1142857142857143,2.301785714285714,2.823442857142857,1.8571428571428568,2.4522285714285714,2.6950857142857143,2.8427999999999995,2.6448,3.848857142857143,2.4714285714285715,1.9085714285714288
29-1151.00,Nurse Anesthetists,4.67,4.36,4.04,3.85,2.33,5.0,2.37,4.31,4.85,4.54,3.705,2.7142857142857144,2.821428571428571,2.596342857142857,3.365157142857143,2.8596571428571425,4.729,2.7213571428571424,2.645714285714285,2.8661142857142856,2.7279,3.401614285714285,1.7515,2.969328571428571,2.744657142857143,1.8914285714285717,1.9449142857142856,2.7142857142857144,2.6821,2.1016,2.6701428571428574,2.205357142857143,1.7734857142857143
29-1161.00,Nurse Midwives,4.91,4.19,4.48,3.53,2.03,5.0,2.06,4.81,4.59,4.94,3.670171428571428,2.8363428571428573,3.0592,2.8363428571428573,3.8844571428571424,3.0814285714285714,4.495342857142857,2.7098714285714287,2.6950857142857143,2.5142857142857142,2.9078857142857144,3.140928571428572,1.6171428571428572,3.277,3.2457142857142856,1.655,1.7200000000000002,2.8363428571428573,2.732285714285714,2.457028571428572,2.8630857142857145,2.205357142857143,1.6665142857142858
29-1171.00,Nurse Practitioners,4.74,4.09,4.26,3.52,2.83,5.0,2.22,5.0,4.75,4.35,3.2461714285714285,2.7142857142857144,2.8363428571428573,2.98,3.611328571428571,3.2586,4.147885714285714,2.5951,2.645714285714285,2.3076714285714286,2.772571428571429,3.107142857142857,1.8518571428571429,3.110028571428572,2.477371428571429,1.8914285714285717,2.2471428571428573,3.1750857142857143,2.440828571428572,2.8018857142857145,3.186657142857143,2.1750857142857143,1.8914285714285717
29-1181.00,Audiologists,4.73,3.45,4.64,3.35,1.38,4.95,2.59,4.9,4.25,4.5,3.3265,2.877142857142857,3.0357142857142856,2.928571428571429,3.8249,3.1632,3.9336,2.1136,2.4035714285714285,2.460714285714286,2.6191,3.0391428571428567,3.1800571428571427,3.9040714285714286,2.8491142857142853,1.7385714285714284,1.9085714285714288,3.005714285714286,2.065714285714286,3.311971428571429,3.0203714285714285,2.1750857142857143,1.8057142857142856
29-1211.00,Anesthesiologists,4.8,4.28,3.7,3.03,2.04,4.93,2.51,4.61,4.65,4.74,3.3874,2.645714285714285,3.2285714285714286,2.4732142857142856,3.063542857142857,2.8109714285714285,4.327771428571428,1.9942428571428568,2.205357142857143,2.4385000000000003,2.232028571428572,2.8492,1.2028,2.5246,2.174485714285715,1.7734857142857143,1.9657142857142855,2.894285714285714,2.3730714285714285,2.101257142857143,2.5995,2.1357142857142857,2.0
29-1213.00,Dermatologists,4.88,4.31,4.79,3.49,1.22,4.97,2.34,4.59,4.5,4.47,3.0304,2.645714285714285,3.265714285714286,2.645714285714285,3.5068571428571427,2.6425,4.0910714285714285,2.1105714285714283,2.7142857142857144,2.3181142857142856,2.106,2.991085714285714,1.2622857142857142,2.5429142857142857,2.179428571428572,1.9449142857142856,2.1635714285714283,2.765714285714286,2.5404285714285715,2.6492,1.9893142857142856,2.2471428571428573,1.8571428571428568
29-1214.00,Emergency Medicine Physicians,4.97,4.43,4.73,4.77,4.13,4.93,2.47,4.93,4.83,4.8,3.5234,2.9732142857142856,3.6477714285714287,3.205357142857143,3.826057142857143,3.6481142857142856,4.556714285714286,2.717842857142857,2.894285714285714,2.7889,2.6173714285714285,3.223257142857143,1.598557142857143,3.7613,2.7692428571428573,2.086428571428572,2.4971428571428573,3.2308,2.791428571428572,2.665571428571429,2.8768,2.542057142857143,1.837942857142857
29-1215.00,Family Medicine Physicians,5.0,4.29,4.6,3.64,1.67,5.0,1.26,4.66,4.98,4.97,2.744285714285714,2.9522285714285714,3.7714285714285714,2.596342857142857,3.2419,2.640814285714286,4.3459,1.9362142857142857,2.596342857142857,1.2583428571428572,1.178057142857143,1.5880571428571428,1.3819,2.801142857142857,1.5529857142857142,1.8057142857142856,2.0342857142857143,3.265714285714286,1.1682571428571429,2.408,1.6119999999999997,2.36,2.0
29-1216.00,General Internal Medicine Physicians,4.59,3.72,4.07,3.3,2.29,4.58,2.16,4.59,3.96,4.73,3.1513,2.765714285714286,3.321428571428572,2.7142857142857144,3.5364571428571434,3.2913142857142854,4.485485714285715,1.9936,2.571428571428571,2.0696,2.044257142857143,2.222857142857143,1.3095714285714286,3.081742857142857,2.0286714285714287,1.8914285714285717,2.096342857142857,2.894285714285714,1.9965571428571427,2.281428571428571,2.2095,2.096342857142857,1.8914285714285717
29-1217.00,Neurologists,4.91,4.2,4.24,3.33,1.72,5.0,2.34,4.82,4.57,4.17,3.707157142857142,2.9522285714285714,3.4375,3.0592,3.6544,3.8998,4.380014285714285,2.418485714285714,2.2928571428571427,3.0713714285714286,2.9899142857142857,3.448714285714286,1.8883,2.6914857142857143,2.5046857142857144,1.7200000000000002,2.3392857142857144,3.0892857142857144,2.404742857142857,3.1798,3.819057142857143,2.6500000000000004,1.9657142857142855
29-1218.00,Obstetricians and Gynecologists,4.98,4.62,4.44,3.09,2.09,5.0,2.35,4.93,4.84,4.34,3.126428571428572,2.765714285714286,3.321428571428572,2.645714285714285,3.5257142857142862,3.201142857142857,4.521700000000001,2.3552714285714287,2.4035714285714285,2.496428571428572,2.730514285714285,3.268814285714285,1.355142857142857,3.423942857142857,2.646428571428572,1.837942857142857,1.8914285714285717,3.117142857142857,2.5185142857142857,2.7425,3.6790285714285713,2.1357142857142857,1.9077714285714285
29-1221.00,"Pediatricians, General",4.95,4.39,3.75,3.76,1.67,4.56,2.41,4.62,4.92,4.48,3.351642857142857,2.912857142857143,3.7714285714285714,2.7142857142857144,4.061028571428571,3.221371428571429,4.555985714285714,2.060714285714286,2.596342857142857,2.251428571428572,1.7852,2.6616,1.3654857142857142,3.0718142857142863,1.6010857142857144,1.8571428571428568,2.044642857142857,2.9522285714285714,2.3811142857142857,2.5618000000000003,1.927,2.3192,1.8057142857142856
29-1222.00,"Physicians, Pathologists",4.1,3.72,2.35,2.5,1.14,4.98,2.58,4.78,4.34,2.31,3.307685714285714,2.9008000000000003,3.34,2.06,3.0726,2.9825,2.218257142857143,2.025857142857143,1.8571428571428568,1.6958285714285717,1.8731714285714285,2.4632,1.4832,1.3440571428571428,2.085971428571429,1.8571428571428568,1.8914285714285717,2.877142857142857,1.7990857142857142,2.581,2.7639285714285715,2.407857142857143,2.096342857142857
29-1223.00,Psychiatrists,4.47,4.31,3.8,4.28,3.48,4.92,2.04,4.91,4.81,3.67,3.3427714285714285,3.0335714285714284,3.2935714285714286,3.69,3.9617142857142857,2.7565714285714287,4.303771428571428,2.464914285714286,2.6950857142857143,2.1990000000000003,2.2962571428571428,3.1586,1.5845714285714283,1.9734,2.8638142857142856,2.2471428571428573,2.4285714285714284,3.585714285714286,1.9137571428571427,2.217085714285714,3.023,2.4285714285714284,1.75
29-1224.00,Radiologists,4.04,4.25,4.48,3.29,1.51,4.6,1.73,4.94,4.45,3.59,3.754,2.9732142857142856,3.414285714285714,2.765714285714286,3.4576,3.5382,4.455357142857142,1.892242857142857,2.354914285714286,2.368042857142857,2.386,2.509114285714286,1.238,2.719028571428572,1.5881714285714286,1.7200000000000002,1.7734857142857143,3.0335714285714284,2.077,2.8813142857142857,3.0273142857142856,2.4008000000000003,1.8914285714285717
29-1229.01,Allergists and Immunologists,4.78,4.02,4.16,3.37,1.48,4.92,2.04,4.8,4.82,4.49,3.263642857142857,2.7142857142857144,3.0335714285714284,2.6185714285714288,3.4746428571428574,3.004,4.154171428571429,2.1533714285714285,2.4732142857142856,2.426028571428572,2.3471714285714285,2.2426000000000004,1.3799428571428571,2.8500857142857146,1.7206428571428574,1.8571428571428568,2.0342857142857143,2.782857142857143,1.956728571428572,2.6753142857142858,2.8966857142857143,2.2928571428571427,1.7734857142857143
29-1229.02,Hospitalists,4.84,4.28,4.12,4.28,3.08,5.0,3.0,5.0,4.76,4.5,3.728685714285714,2.9522285714285714,3.377142857142857,3.1750857142857143,3.771314285714286,3.685257142857143,4.6864,2.7394857142857143,2.765714285714286,2.1993142857142858,2.4025142857142856,2.2960000000000003,1.77,3.358857142857143,3.136685714285714,1.8571428571428568,2.1635714285714283,3.0592,2.8354285714285714,2.2992,3.063542857142857,2.407857142857143,1.8914285714285717
29-1229.03,Urologists,5.0,4.37,4.36,4.08,1.67,4.7,2.43,4.69,4.54,4.22,4.027199999999999,2.7142857142857144,3.265714285714286,2.596342857142857,3.863542857142858,3.1638571428571427,4.773299999999999,2.1262857142857143,2.3192,2.7470714285714286,2.5645,2.745714285714286,1.9450571428571428,3.653714285714286,2.6793142857142858,1.837942857142857,1.9285714285714288,3.0592,3.2572,3.164014285714286,3.567771428571429,2.211428571428572,1.9842857142857144
29-1229.04,Physical Medicine and Rehabilitation Physicians,4.62,4.61,4.58,3.24,2.15,4.81,2.21,4.57,4.83,4.65,3.293485714285714,2.821428571428571,3.117142857142857,2.928571428571429,3.4378285714285712,3.283428571428572,4.153314285714286,2.610228571428572,2.4971428571428573,2.8056,3.1955142857142858,3.2365,1.5255999999999998,2.6157142857142857,2.2992142857142857,1.6665142857142858,2.1635714285714283,2.928571428571429,2.4499285714285715,3.1085714285714285,3.1877142857142857,2.4971428571428573,1.9657142857142855
29-1229.05,Preventive Medicine Physicians,4.53,4.0,3.95,3.0,1.89,4.94,2.89,4.82,4.67,3.39,3.524171428571428,3.265714285714286,3.597771428571429,3.091428571428572,3.6452571428571434,3.672485714285714,2.8784571428571426,3.137628571428571,2.8150000000000004,2.937571428571429,2.878571428571429,3.37,2.2475714285714283,2.874942857142857,2.914085714285714,1.8914285714285717,2.4971428571428573,3.0892857142857144,3.0170142857142856,3.5438,3.678057142857143,2.8150000000000004,2.6696428571428568
29-1229.06,Sports Medicine Physicians,4.96,3.91,4.01,3.2,1.64,4.95,2.35,4.94,4.17,5.0,3.6651428571428566,2.821428571428571,3.414285714285714,2.748571428571428,3.4648000000000003,2.4685714285714284,4.7620000000000005,2.505,2.571428571428571,2.755,2.8414857142857146,3.7531142857142856,1.7199428571428572,3.277,2.2656,1.9657142857142855,2.3857142857142857,2.989371428571429,2.8689142857142853,2.670857142857143,3.5116,2.524285714285714,2.023657142857143
29-1241.00,"Ophthalmologists, Except Pediatric",4.99,4.45,4.7,3.42,1.46,5.0,1.65,4.54,4.24,4.92,3.724885714285715,2.765714285714286,3.1750857142857143,2.765714285714286,3.495057142857142,3.5232,4.064914285714285,2.5158571428571426,2.645714285714285,2.827,2.1030285714285712,2.6502142857142856,2.014,2.755,2.907342857142857,1.8914285714285717,2.4035714285714285,3.117142857142857,2.837414285714286,2.7532,3.875,2.8150000000000004,1.9449142857142856
29-1291.00,Acupuncturists,4.59,2.21,3.83,2.64,1.59,4.67,2.17,4.41,2.78,4.89,1.834342857142857,2.4522285714285714,2.645714285714285,2.524285714285714,3.3142857142857145,2.267857142857143,3.9706857142857137,1.2795714285714284,2.327857142857143,1.4165857142857143,2.0342857142857143,1.8237142857142856,1.784157142857143,3.2078285714285717,1.7185428571428571,1.2857142857142856,1.6364285714285711,2.6950857142857143,1.3342857142857143,2.2312857142857143,2.538514285714286,1.6875,1.268571428571429
29-1292.00,Dental Hygienists,4.97,2.95,3.89,3.25,1.29,4.97,1.06,3.39,3.97,4.54,2.7178,2.071428571428572,2.524285714285714,1.9085714285714288,3.779700000000001,2.4091142857142858,3.2023428571428574,1.7795714285714288,1.9085714285714288,1.6059428571428571,1.9733714285714283,1.8339,2.2860571428571426,2.9886,2.384714285714286,1.4435714285714285,1.8571428571428568,2.571428571428571,1.9894857142857143,2.302657142857143,2.2710285714285714,1.8571428571428568,1.4464285714285716
29-1299.01,Naturopathic Physicians,4.6,3.16,4.24,2.8,1.52,4.96,2.04,4.8,3.28,4.08,2.456,2.8363428571428573,3.2285714285714286,2.98,3.3954285714285715,3.3053714285714286,4.137828571428571,1.7021714285714284,2.645714285714285,1.6978285714285717,2.285942857142857,2.3952,2.28,2.9456,2.28,1.7734857142857143,2.1357142857142857,3.005714285714286,1.7314285714285715,2.765028571428571,2.362057142857143,1.9449142857142856,1.8571428571428568
29-1299.02,Orthoptists,4.82,3.7,4.21,3.48,1.82,5.0,2.07,4.54,4.63,4.26,3.105028571428571,2.645714285714285,3.091428571428572,2.571428571428571,3.162157142857143,2.771828571428572,3.479085714285714,1.9557142857142855,2.36,1.94,2.126171428571429,3.2464,1.2136,2.986914285714286,1.7419571428571428,1.467857142857143,1.8057142857142856,2.765714285714286,2.011428571428572,1.9485714285714284,1.8648,2.2471428571428573,1.4928571428571429
29-2011.00,Medical and Clinical Laboratory Technologists,4.59,3.64,3.6,3.14,1.39,4.6,1.47,4.98,4.45,3.65,3.252057142857143,2.1357142857142857,2.4971428571428573,1.9285714285714288,2.757314285714286,2.296685714285714,2.5227142857142857,1.749142857142857,1.8057142857142856,2.244614285714285,2.3737000000000004,3.115257142857143,1.1104,1.6325,1.8755428571428567,1.4691999999999998,1.7200000000000002,2.645714285714285,1.9869285714285716,1.873,2.0376142857142856,2.1357142857142857,1.8057142857142856
29-2011.01,Cytogenetic Technologists,3.43,2.81,2.1,2.15,1.05,4.86,1.62,3.86,3.95,3.5,3.0473142857142856,2.4971428571428573,2.8514285714285714,1.8571428571428568,2.496428571428572,2.3769,1.4790571428571428,1.7159285714285717,1.7200000000000002,1.6369857142857145,2.0485714285714285,2.191985714285714,1.1257714285714286,1.0942857142857143,1.6332857142857145,1.3392000000000002,1.4691999999999998,2.4971428571428573,1.93,1.5137714285714288,1.7395714285714283,1.837942857142857,1.7200000000000002
29-2011.02,Cytotechnologists,3.36,2.52,2.41,2.18,1.14,4.57,1.68,4.23,3.52,3.05,2.700271428571429,2.023657142857143,2.1750857142857143,1.8571428571428568,2.0513571428571424,1.7067,1.5657142857142858,1.4585714285714286,1.6391999999999998,1.6845857142857144,1.7541142857142855,1.7712142857142856,1.039828571428571,1.1628,1.4146857142857143,1.2857142857142856,1.3571428571428572,2.524285714285714,1.6546857142857143,1.5993142857142857,1.612857142857143,1.8057142857142856,1.6063428571428573
29-2011.04,Histotechnologists,3.76,3.1,2.38,2.38,1.05,4.43,1.6,4.29,3.9,3.62,2.551428571428572,2.044642857142857,2.4008000000000003,1.7734857142857143,2.0191428571428567,1.3427714285714287,1.3053571428571429,1.928,1.6665142857142858,1.431742857142857,1.834342857142857,2.061814285714286,1.0638857142857143,1.0116714285714286,1.6974999999999998,1.5614285714285714,1.6364285714285711,2.086428571428572,1.843,1.2983,1.3566571428571428,1.6665142857142858,1.5785714285714287
29-2012.00,Medical and Clinical Laboratory Technicians,4.42,3.45,2.8,3.14,1.34,4.93,1.43,4.63,4.21,3.59,2.909071428571429,2.0608,2.596342857142857,1.822857142857143,2.548,2.4653285714285715,1.9752142857142856,2.0261,1.8571428571428568,2.0248,2.164,2.6701428571428574,1.0124857142857142,1.7367142857142857,1.571057142857143,1.4906285714285716,1.4821428571428572,2.283657142857143,1.894928571428572,1.7618,1.793,1.9085714285714288,1.8057142857142856
29-2012.01,Histology Technicians,3.88,3.04,2.16,2.56,1.2,4.52,1.6,4.04,4.08,3.38,2.4646857142857144,1.872228571428572,2.023657142857143,1.6391999999999998,1.8486857142857145,1.478514285714286,1.2228571428571429,1.477942857142857,1.3785714285714286,1.6994285714285713,1.648,2.092342857142857,1.0123428571428572,1.0329142857142857,1.4322285714285714,1.2036571428571428,1.25,2.2071428571428573,1.5995428571428572,1.396342857142857,1.3085714285714287,1.3785714285714286,1.2678571428571428
29-2031.00,Cardiovascular Technologists and Technicians,4.94,3.62,4.23,3.73,1.92,4.74,1.5,4.37,4.64,4.88,2.68,2.422142857142857,2.7142857142857144,2.216428571428572,2.836,2.289828571428571,3.8458,1.7907142857142857,2.044642857142857,1.422942857142857,1.6656142857142855,1.8527285714285715,1.0742,2.652057142857143,1.6317142857142857,1.5785714285714287,1.5625,2.596342857142857,1.5529857142857142,1.5568,1.4626428571428571,1.9285714285714288,1.5892857142857142
29-2032.00,Diagnostic Medical Sonographers,4.85,3.42,4.23,3.61,1.83,4.31,1.37,4.49,4.43,4.81,3.0548,2.422142857142857,2.645714285714285,2.225714285714286,2.722214285714286,2.489285714285714,3.206971428571429,1.7504285714285714,1.9449142857142856,1.5139857142857145,1.8414857142857144,2.1121,1.2067428571428571,2.7287,1.9676285714285715,1.5892857142857142,1.8571428571428568,2.645714285714285,1.9225,1.9752,1.6571285714285715,1.9285714285714288,1.625
29-2033.00,Nuclear Medicine Technologists,4.83,3.9,4.65,3.68,2.17,4.65,1.52,4.8,4.37,4.42,2.725214285714286,2.4732142857142856,2.662857142857143,2.2308,2.9026,2.079742857142857,3.779700000000001,1.9353571428571428,2.044642857142857,1.623157142857143,1.8609142857142855,2.1913,1.2128,3.0394,1.8522857142857143,1.4691999999999998,1.6875,2.4732142857142856,2.4056714285714285,1.7559999999999998,1.653714285714286,1.9077714285714285,1.6364285714285711
29-2034.00,Radiologic Technologists and Technicians,4.97,3.73,4.55,3.97,2.66,4.5,1.94,4.83,4.65,4.72,2.6779714285714284,2.2071428571428573,2.6950857142857143,2.1677714285714287,3.047928571428572,1.927457142857143,4.267385714285714,1.7935714285714286,2.1607142857142856,1.5782857142857143,2.2064000000000004,2.4347142857142856,1.080142857142857,2.7531428571428576,2.0018857142857143,1.4435714285714285,1.4017857142857142,2.4732142857142856,1.8559,1.5507428571428572,1.519342857142857,1.78,1.6063428571428573
29-2035.00,Magnetic Resonance Imaging Technologists,4.61,3.26,3.48,4.0,2.26,4.61,2.13,4.65,3.87,3.91,2.89,2.4522285714285714,2.765714285714286,1.9449142857142856,2.493542857142857,1.964114285714286,3.5773999999999995,1.868842857142857,1.872228571428572,2.255571428571429,2.4934857142857143,2.6778571428571425,1.284957142857143,3.0736000000000003,1.9359,1.6063428571428573,1.8057142857142856,2.524285714285714,1.92,2.2531857142857143,1.9128,1.8571428571428568,1.3392000000000002
29-2036.00,Medical Dosimetrists,3.9,3.47,2.45,1.95,1.2,4.8,1.65,4.8,4.1,2.6,3.445,2.6950857142857143,2.9008000000000003,2.2308,2.793571428571429,2.7399999999999998,1.9561428571428567,2.209142857142857,2.125,1.6067142857142858,1.9125,2.1567857142857143,1.1002571428571428,1.15,1.5592857142857142,1.5357142857142858,1.837942857142857,2.821428571428571,2.2375,1.75,2.130357142857143,2.0342857142857143,1.8571428571428568
29-2051.00,Dietetic Technicians,4.78,4.39,4.1,3.57,1.62,4.64,2.51,3.79,4.72,4.08,2.541671428571429,2.105,2.524285714285714,1.9449142857142856,2.984628571428571,1.7113714285714288,2.9836,2.224357142857143,2.06,2.062257142857143,2.115357142857143,2.417585714285714,1.5472,2.0513571428571424,2.1628,1.7036571428571428,1.8057142857142856,2.0028571428571427,1.9985714285714289,1.7618285714285715,2.5806285714285715,1.9085714285714288,1.7200000000000002
29-2052.00,Pharmacy Technicians,4.84,3.79,3.75,4.3,1.68,4.56,1.68,5.0,4.45,4.07,2.4412857142857143,2.2767857142857144,2.7142857142857144,1.9449142857142856,2.818285714285714,2.021628571428572,2.532442857142857,1.671357142857143,1.9449142857142856,1.7018285714285712,2.0872571428571427,2.2692,1.363042857142857,2.661728571428572,2.1632285714285717,1.25,1.4285714285714286,2.662857142857143,1.9345142857142856,2.0076,1.610442857142857,1.3785714285714286,1.4285714285714286
29-2053.00,Psychiatric Technicians,4.68,4.25,1.96,4.47,3.51,4.88,2.35,4.67,4.42,4.62,3.3648571428571428,2.596342857142857,2.7142857142857144,2.894285714285714,3.4196714285714287,1.8039142857142856,4.1976,2.110585714285714,2.31,1.3301142857142858,2.4193,2.334857142857143,1.1946428571428571,1.454057142857143,3.195,1.8571428571428568,1.9449142857142856,2.7142857142857144,2.1454,1.8351428571428572,1.8451428571428568,2.086428571428572,1.7200000000000002
29-2055.00,Surgical Technologists,4.67,3.97,4.05,3.13,1.52,4.5,1.57,3.97,4.82,4.95,3.3857142857142857,1.9085714285714288,2.2857142857142856,1.8571428571428568,3.0300714285714285,2.0495714285714284,3.6823142857142863,2.113,1.8914285714285717,1.6325714285714286,2.2773000000000003,2.5717,1.124,1.8314285714285716,1.9263142857142856,1.5207142857142857,1.5785714285714287,2.3192,2.3020000000000005,1.496,1.6091428571428572,1.8571428571428568,1.6714285714285717
29-2056.00,Veterinary Technologists and Technicians,4.67,4.0,3.86,3.35,1.36,4.31,1.49,4.3,4.57,4.53,2.7717714285714288,2.4035714285714285,2.596342857142857,1.9085714285714288,2.495342857142857,2.2812571428571427,3.953028571428572,1.941314285714285,1.9085714285714288,1.7535142857142856,1.9011428571428568,2.440542857142857,1.8287714285714287,3.0917285714285714,1.951,1.6665142857142858,1.7734857142857143,2.524285714285714,1.9988,2.3262714285714283,1.700071428571429,1.7734857142857143,1.7200000000000002
29-2057.00,Ophthalmic Medical Technicians,4.91,3.64,4.55,3.5,1.73,4.68,1.59,4.82,4.82,4.59,2.4960714285714287,2.1635714285714283,2.645714285714285,1.9085714285714288,2.875357142857143,1.826,3.2620000000000005,1.805,1.9449142857142856,1.8171428571428567,2.033942857142857,2.477257142857143,1.192,3.2111428571428573,2.045,1.22,1.3125,2.4035714285714285,1.9375142857142855,1.7657142857142858,1.8119142857142856,1.6063428571428573,1.2857142857142856
29-2061.00,Licensed Practical and Licensed Vocational Nurses,4.83,4.04,3.62,4.0,2.88,4.62,1.76,4.72,4.69,4.67,2.9878857142857145,2.645714285714285,2.765714285714286,2.821428571428571,2.6698,2.0038857142857145,3.8713,2.176685714285714,2.782857142857143,2.296214285714286,2.150057142857143,2.370571428571429,1.1797714285714285,1.9906428571428572,2.610228571428572,1.8057142857142856,1.7734857142857143,2.645714285714285,2.4689,1.9863142857142857,1.6213857142857144,1.9449142857142856,1.7734857142857143
29-2081.00,"Opticians, Dispensing",4.79,3.26,4.79,3.71,1.62,5.0,2.0,5.0,3.83,4.46,2.87,2.7142857142857144,2.7142857142857144,1.9642857142857144,3.3005142857142857,2.7197714285714287,2.9835142857142856,2.114028571428572,2.25,2.7098714285714287,2.9475,2.821428571428571,3.3819142857142857,3.9491,2.818514285714285,1.78,1.9642857142857144,2.645714285714285,2.071942857142857,2.7314285714285718,2.743428571428572,1.8057142857142856,1.6875
29-2091.00,Orthotists and Prosthetists,4.52,3.42,3.86,3.19,1.71,4.9,2.33,4.9,4.1,4.67,3.2050000000000005,2.765714285714286,3.091428571428572,2.6185714285714288,3.0270714285714284,2.537,3.838685714285715,2.0656,2.524285714285714,2.294428571428571,2.3546714285714287,2.343,1.7542857142857142,3.5543142857142858,2.36,1.6875,1.8914285714285717,2.765714285714286,2.2192,2.7664,2.5062,1.9842857142857144,1.5892857142857142
